Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
V350082740_L01_01-01_1	0.0	0.0	0.0	9.012089999999999e-05	9.012089999999999e-05	0.0	0.0	9.012089999999999e-05	0.21755199999999997	0.0	9.012089999999999e-05	9.012089999999999e-05	0.00036048300000000004	0.00027036299999999997	0.0	0.000180242	0.000450604	0.00036048300000000004	0.0005407249999999999	0.000630846	0.00036048300000000004	0.00036048300000000004	0.00036048300000000004	0.0005407249999999999	0.00036048300000000004	0.000811088	0.000720967	0.000180242	0.00036048300000000004	0.000811088	0.000630846	0.000901209	0.00027036299999999997	0.000450604	0.000811088	0.00036048300000000004	0.000180242	0.000450604	0.00027036299999999997	0.0005407249999999999	0.00036048300000000004	0.000811088	0.000901209	0.0005407249999999999	0.00036048300000000004	0.000901209	0.230439	0.000720967	0.000720967	0.0005407249999999999	0.000991329	0.24053299999999997	0.000991329	0.000901209	0.0005407249999999999	0.000901209	0.000720967	0.000720967	0.000811088	0.0005407249999999999	0.000720967	0.000901209	0.000630846	0.00126169	0.0019826600000000002	0.0016221800000000002	0.000991329	0.00126169	0.00144193	0.23124999999999998	0.233864	0.0016221800000000002	0.000991329	0.00144193	0.000901209	0.00153205	0.000811088	0.00126169	0.000630846	0.22764500000000001	0.0005407249999999999	0.00126169	0.0010814499999999999	0.000720967	0.0010814499999999999	0.0010814499999999999	0.00117157	0.23134000000000002	0.000901209	0.00117157	0.000901209	0.0010814499999999999	0.00135181	0.00135181	0.000901209	0.235576	0.0005407249999999999	0.00117157	0.00126169	0.000811088
V350082740_L01_02-02_1	0.0	0.000186362	0.000186362	0.000124241	6.212069999999999e-05	0.000124241	0.000124241	0.0	0.21580700000000003	0.000124241	6.212069999999999e-05	0.000434845	0.000186362	0.000186362	0.000310603	0.000372724	0.00024848299999999997	0.000496965	0.000372724	0.000434845	0.000372724	0.000993931	0.000621207	0.000621207	0.000372724	0.000559086	0.00024848299999999997	0.000434845	0.000621207	0.000310603	0.000310603	0.000496965	0.000186362	0.000559086	0.000372724	0.00105605	0.000745448	0.000434845	0.000372724	0.000372724	0.000621207	0.000372724	0.000993931	0.0008075690000000001	0.000434845	0.000621207	0.229722	0.00118029	0.0008696890000000001	0.0008075690000000001	0.000559086	0.21605600000000003	0.00118029	0.000559086	0.000745448	0.0008696890000000001	0.000559086	0.0008696890000000001	0.0008075690000000001	0.000621207	0.000745448	0.000559086	0.0008075690000000001	0.0008075690000000001	0.000993931	0.0008696890000000001	0.000683327	0.0008075690000000001	0.00118029	0.23649299999999998	0.23786	0.0009318099999999999	0.000745448	0.000683327	0.0016772599999999999	0.0014287800000000002	0.0008696890000000001	0.00161514	0.000621207	0.232518	0.000993931	0.00105605	0.000621207	0.00130453	0.00118029	0.00124241	0.00130453	0.233201	0.00111817	0.0008075690000000001	0.000745448	0.00111817	0.00130453	0.0014909	0.00118029	0.22879	0.000310603	0.00136665	0.00024848299999999997	0.000434845
V350082740_L01_03-03_1	0.0	7.83292e-05	0.00031331699999999997	0.0	0.000234988	0.000156658	0.000469975	7.83292e-05	0.20890399999999998	0.000156658	7.83292e-05	0.000156658	0.00039164600000000005	0.000234988	0.000469975	0.000156658	0.000469975	0.000548304	0.000548304	0.00093995	0.000469975	0.00039164600000000005	0.00101828	0.000704963	0.000156658	0.0007832920000000001	0.000548304	0.000704963	0.000469975	0.000548304	0.0006266339999999999	0.000469975	0.0006266339999999999	0.000469975	0.0006266339999999999	0.000548304	0.00031331699999999997	0.00039164600000000005	0.000548304	0.000234988	0.000704963	0.0006266339999999999	0.00039164600000000005	0.0008616209999999999	0.000704963	0.0007832920000000001	0.219243	0.0008616209999999999	0.0007832920000000001	0.0013315999999999998	0.000704963	0.223943	0.0018015700000000002	0.000469975	0.00117494	0.00109661	0.00117494	0.00109661	0.00109661	0.0008616209999999999	0.00101828	0.00109661	0.00093995	0.00101828	0.00140993	0.0008616209999999999	0.00125327	0.00109661	0.00125327	0.251828	0.23232399999999997	0.00156658	0.0013315999999999998	0.0007832920000000001	0.000704963	0.00148825	0.000234988	0.00117494	0.0006266339999999999	0.22927	0.000548304	0.00101828	0.000704963	0.00125327	0.00093995	0.00203656	0.00250653	0.22676300000000002	0.0006266339999999999	0.000548304	0.00109661	0.00109661	0.00148825	0.00101828	0.00101828	0.24321199999999998	0.000548304	0.00101828	0.00109661	0.000704963
V350082740_L01_04-04_1	4.97905e-05	1.65968e-05	0.000132775	8.298419999999999e-05	0.000165968	6.63873e-05	0.000149372	0.00011617799999999998	0.219128	3.31937e-05	0.000182565	0.000248953	0.000248953	0.000182565	0.000348534	0.000464711	0.000481308	0.000431518	0.000580889	0.000697067	0.000514502	0.000564292	0.000697067	0.0005974859999999999	0.000497905	0.00063068	0.0006472769999999999	0.00063068	0.000697067	0.0005310989999999999	0.0006804700000000001	0.000796648	0.000614083	0.0006472769999999999	0.000614083	0.000730261	0.000497905	0.000514502	0.000448115	0.0006472769999999999	0.0005310989999999999	0.000896229	0.000614083	0.0006472769999999999	0.000614083	0.0010622	0.23160899999999998	0.000896229	0.00094602	0.000979213	0.0008796320000000001	0.22960099999999997	0.00137754	0.0006804700000000001	0.0009294230000000001	0.00099581	0.000746858	0.0010456	0.001029	0.000813245	0.0009128259999999999	0.000614083	0.000979213	0.00116178	0.00199162	0.0010953900000000001	0.001029	0.00116178	0.00149372	0.238696	0.23557500000000003	0.00112858	0.0009294230000000001	0.00127796	0.00139413	0.00131115	0.0009294230000000001	0.0011783800000000001	0.000614083	0.23393200000000003	0.000663873	0.00126136	0.000896229	0.001029	0.00107879	0.0014273299999999999	0.0009128259999999999	0.23043	0.00101241	0.0008796320000000001	0.00127796	0.0010456	0.00146052	0.00127796	0.0013609400000000002	0.22833900000000001	0.0006472769999999999	0.000979213	0.000497905	0.000514502
V350082740_L01_05-05_1	6.26078e-05	0.000125216	6.26078e-05	3.13039e-05	0.000125216	0.0	0.000125216	0.000125216	0.21593400000000001	0.000250431	6.26078e-05	0.000125216	0.000469559	0.000250431	0.000344343	0.000313039	0.000219127	0.000219127	0.00040695099999999996	0.0005634699999999999	0.000500862	0.000438255	0.000657382	0.0005634699999999999	0.000500862	0.000688686	0.0005634699999999999	0.000657382	0.000594774	0.000375647	0.000438255	0.000313039	0.000500862	0.000500862	0.000500862	0.000657382	0.000594774	0.000469559	0.000438255	0.0007825979999999999	0.000594774	0.00071999	0.000845205	0.00100172	0.0008765089999999999	0.000751294	0.23215000000000002	0.0009391170000000001	0.00122085	0.000751294	0.000907813	0.230271	0.00100172	0.000845205	0.000688686	0.000688686	0.000469559	0.0007825979999999999	0.00106433	0.0008765089999999999	0.00071999	0.00071999	0.00106433	0.00125216	0.00137737	0.0010956400000000002	0.000813901	0.00103303	0.0012834600000000002	0.237784	0.231085	0.00106433	0.0010956400000000002	0.000907813	0.00169041	0.0008765089999999999	0.00071999	0.00106433	0.00100172	0.231586	0.000688686	0.00137737	0.000907813	0.0011269399999999999	0.000970421	0.00143998	0.00137737	0.23359000000000002	0.00103303	0.0007825979999999999	0.0009391170000000001	0.000845205	0.00153389	0.00118955	0.00125216	0.23528	0.000594774	0.0013147599999999999	0.000594774	0.000469559
V350082740_L01_06-06_1	3.62832e-05	7.25665e-05	3.62832e-05	7.25665e-05	0.000145133	3.62832e-05	7.25665e-05	0.000145133	0.216937	0.000145133	0.0	0.000217699	0.000181416	0.000181416	0.000253983	0.000399116	0.000290266	0.000362832	0.00043539900000000005	0.00043539900000000005	0.00043539900000000005	0.000399116	0.000507965	0.000580532	0.000616815	0.00043539900000000005	0.000471682	0.000399116	0.000217699	0.00043539900000000005	0.00043539900000000005	0.000290266	0.00043539900000000005	0.000544248	0.00043539900000000005	0.000544248	0.00043539900000000005	0.000507965	0.000507965	0.000326549	0.000544248	0.000507965	0.000725665	0.000580532	0.000471682	0.000761948	0.22814900000000002	0.00116106	0.000689381	0.000580532	0.000798231	0.232467	0.00134248	0.000689381	0.0008345140000000001	0.000653098	0.000761948	0.000798231	0.000761948	0.0008345140000000001	0.000653098	0.0008707980000000001	0.0010885	0.0010885	0.0016327499999999999	0.0013062	0.000580532	0.000761948	0.0017416	0.235224	0.23624	0.0008345140000000001	0.000943364	0.00156018	0.00145133	0.00105221	0.000907081	0.00134248	0.000653098	0.230616	0.000544248	0.00105221	0.000653098	0.00119735	0.000761948	0.00126991	0.0010885	0.23529699999999998	0.0008707980000000001	0.000798231	0.000689381	0.000979647	0.00101593	0.00105221	0.00119735	0.233446	0.00043539900000000005	0.000943364	0.0008345140000000001	0.000471682
V350082740_L01_07-07_1	9.619980000000001e-05	6.41332e-05	6.41332e-05	3.20666e-05	0.00022446600000000002	3.20666e-05	0.000128266	0.00019240000000000001	0.215904	0.0	9.619980000000001e-05	6.41332e-05	0.00022446600000000002	0.000320666	0.000288599	0.00044893200000000003	0.00022446600000000002	0.000416866	0.0006733990000000001	0.000545132	0.00044893200000000003	0.00048099899999999997	0.000833732	0.000545132	0.000577199	0.0007695989999999999	0.0007054650000000001	0.000641332	0.000384799	0.00048099899999999997	0.0006733990000000001	0.000737532	0.000384799	0.00048099899999999997	0.000833732	0.000737532	0.000737532	0.00044893200000000003	0.000352733	0.000416866	0.000577199	0.0006733990000000001	0.000513066	0.000801665	0.000737532	0.000833732	0.23177699999999998	0.0007695989999999999	0.000737532	0.000641332	0.0009299320000000001	0.239826	0.00128266	0.000352733	0.000737532	0.0009299320000000001	0.000609266	0.0010582	0.0011544	0.000865798	0.000833732	0.000737532	0.00118646	0.0010582	0.0017316000000000002	0.0009619979999999999	0.00109026	0.000865798	0.00112233	0.23873599999999998	0.23309200000000002	0.0009299320000000001	0.00109026	0.0018278	0.00176366	0.0009619979999999999	0.0009299320000000001	0.0009299320000000001	0.000513066	0.22934000000000002	0.000545132	0.0010261299999999999	0.0007695989999999999	0.0012506	0.000833732	0.00131473	0.00131473	0.229533	0.0007695989999999999	0.0010582	0.0007695989999999999	0.0009299320000000001	0.0011544	0.00131473	0.0009299320000000001	0.238191	0.000641332	0.00109026	0.00048099899999999997	0.000384799
V350082740_L01_08-08_1	0.0	0.000102343	0.000102343	0.00020468500000000002	0.000102343	0.0	0.0	0.000307028	0.222902	0.000307028	0.000307028	0.000102343	0.00020468500000000002	0.00020468500000000002	0.000102343	0.000102343	0.000102343	0.000716398	0.000614056	0.00040937000000000005	0.000614056	0.000921084	0.000511713	0.000716398	0.000307028	0.000716398	0.000716398	0.000716398	0.000511713	0.000614056	0.000511713	0.000511713	0.00020468500000000002	0.000614056	0.00040937000000000005	0.000614056	0.000307028	0.000102343	0.000511713	0.00040937000000000005	0.000818741	0.00040937000000000005	0.00040937000000000005	0.000511713	0.000511713	0.000818741	0.22761	0.0014328000000000001	0.000818741	0.000511713	0.0010234299999999999	0.229247	0.000818741	0.00133045	0.000614056	0.00040937000000000005	0.0011257700000000001	0.0010234299999999999	0.000716398	0.000716398	0.0011257700000000001	0.000716398	0.000818741	0.00133045	0.00122811	0.00184217	0.0014328000000000001	0.00122811	0.00133045	0.22720100000000001	0.23375100000000001	0.00204685	0.000614056	0.0010234299999999999	0.00153514	0.000818741	0.0010234299999999999	0.0010234299999999999	0.00020468500000000002	0.230987	0.000614056	0.0014328000000000001	0.0010234299999999999	0.00133045	0.000614056	0.00133045	0.0011257700000000001	0.228019	0.000511713	0.000716398	0.0010234299999999999	0.00133045	0.000614056	0.00122811	0.000614056	0.236514	0.000511713	0.000716398	0.00040937000000000005	0.000102343
V350082740_L01_09-09_1	7.99025e-05	0.000159805	0.0	0.00039951299999999994	0.00023970800000000002	0.0	0.0	0.00023970800000000002	0.21493800000000002	0.00023970800000000002	0.000159805	0.0	0.00031961	0.00031961	0.00031961	0.00039951299999999994	0.00023970800000000002	0.00063922	0.00047941499999999996	0.0007990250000000001	0.00031961	0.00023970800000000002	0.0009588299999999999	0.00039951299999999994	0.00063922	0.00063922	0.00039951299999999994	0.00039951299999999994	0.00047941499999999996	0.0005593180000000001	0.0007990250000000001	0.0005593180000000001	0.00031961	0.00063922	0.00039951299999999994	0.00031961	0.00031961	0.00031961	0.00063922	0.00039951299999999994	0.00111864	0.0010387299999999999	0.0005593180000000001	0.00063922	0.000878928	0.000878928	0.23882899999999999	0.000878928	0.00047941499999999996	0.0005593180000000001	0.0009588299999999999	0.23259600000000002	0.0009588299999999999	0.0007990250000000001	0.0007990250000000001	0.000878928	0.0005593180000000001	0.000878928	0.0007990250000000001	0.00063922	0.0005593180000000001	0.0010387299999999999	0.00063922	0.000719123	0.0017578600000000002	0.0009588299999999999	0.0011985400000000001	0.00111864	0.00111864	0.23523300000000003	0.23131800000000002	0.0010387299999999999	0.00063922	0.000878928	0.00143825	0.00047941499999999996	0.0007990250000000001	0.000878928	0.000719123	0.24058600000000002	0.00039951299999999994	0.00063922	0.0009588299999999999	0.00127844	0.0010387299999999999	0.00151815	0.0015980500000000002	0.23419399999999999	0.0009588299999999999	0.0007990250000000001	0.00039951299999999994	0.00143825	0.00063922	0.0011985400000000001	0.0009588299999999999	0.23699099999999998	0.00063922	0.00127844	0.00023970800000000002	0.00031961
V350082740_L01_10-10_1	7.975489999999999e-05	0.000119632	0.000199387	0.00015951	0.00015951	3.98774e-05	7.975489999999999e-05	0.000199387	0.21454099999999998	3.98774e-05	0.00015951	7.975489999999999e-05	0.000398774	0.000199387	0.000478529	0.000478529	0.000438652	0.000358897	0.0005184069999999999	0.000438652	0.000558284	0.000638039	0.000957058	0.000438652	0.000398774	0.0005184069999999999	0.0005184069999999999	0.000438652	0.0005184069999999999	0.000478529	0.000438652	0.000358897	0.0005184069999999999	0.000677916	0.000558284	0.000358897	0.000558284	0.000438652	0.000598161	0.000438652	0.000558284	0.000638039	0.000598161	0.000677916	0.000837426	0.00147547	0.228976	0.00103681	0.0009969360000000001	0.0007975489999999999	0.000638039	0.24289300000000003	0.00135583	0.000837426	0.000957058	0.000677916	0.000638039	0.000757671	0.000837426	0.0007975489999999999	0.000957058	0.000677916	0.000558284	0.000677916	0.00151534	0.000717794	0.00115645	0.0007975489999999999	0.00115645	0.23739	0.22921500000000003	0.0012362	0.000877304	0.000957058	0.0014355899999999998	0.00103681	0.00103681	0.00107669	0.000598161	0.22965400000000002	0.000677916	0.000917181	0.000917181	0.00147547	0.000837426	0.00111657	0.00111657	0.227979	0.000757671	0.000677916	0.00103681	0.00103681	0.00139571	0.000877304	0.000917181	0.238866	0.000598161	0.000638039	0.000478529	0.000598161
