Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170
V350082740_L01_83-83_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7396044485837945	0.20179331251483773	0.5487682390109389	0.08765682353585712	0.1744005551598824	0.36614985664456984	0.05478551470991069	0.028305849266787194	0.037436768385105644	0.05752479044540623	0.22370751839880204	1.7403531839514965	0.022827297795796127	0.07487353677021129	0.017348746324805056	0.03195821691411457	0.042915319856096715	0.019174930148468747	0.021001113972132435	0.026479665443123503	0.021001113972132435	0.02008802206030059	0.017348746324805056	0.01278328676564583	0.01643565441297321	0.019174930148468747	0.008217827206486604	0.00913091911831845	0.011870194853813985	0.00365236764732738	0.002739275735495535	0.00365236764732738	0.004565459559159225	0.004565459559159225	0.00547855147099107	0.008217827206486604	0.006391643382822915	0.03195821691411457	0.006391643382822915	0.006391643382822915	0.008217827206486604	0.00547855147099107	0.00365236764732738	0.01460947058930952	0.00547855147099107	0.00913091911831845	0.008217827206486604	0.00365236764732738	0.011870194853813985	0.006391643382822915	0.008217827206486604	0.002739275735495535	0.01095710294198214	0.00730473529465476	0.004565459559159225	0.00547855147099107	0.00365236764732738	0.004565459559159225	0.002739275735495535	0.000913091911831845	0.00913091911831845	0.011870194853813985	0.00547855147099107	0.00547855147099107	0.002739275735495535	0.00365236764732738	0.00365236764732738	0.00365236764732738	0.002739275735495535	0.00547855147099107	0.008217827206486604	0.00182618382366369	0.01460947058930952	0.01643565441297321	0.019174930148468747	0.12600668383279462	0.00365236764732738	0.028305849266787194	0.013696378677477673	0.01643565441297321	0.02374038970762797	0.06939498529922022	0.035610584561441956	0.008217827206486604	0.00913091911831845	0.02374038970762797	0.03926295220876934	0.04748077941525594	0.00730473529465476	0.08491754780036158	0.006391643382822915	0.10500556986066219	0.01095710294198214	0.02008802206030059	0.06300334191639731	0.00365236764732738	0.011870194853813985	0.013696378677477673	0.01095710294198214	0.00547855147099107	0.015522562501141365	0.055698606621742544	0.008217827206486604	0.011870194853813985	0.01460947058930952	0.0182618382366369	0.02374038970762797	0.006391643382822915	0.0182618382366369	0.03195821691411457	0.06300334191639731	1.5002100111397214	0.017348746324805056	0.03195821691411457	0.3542796617907558	5.817308570280685	0.18718384192552823	2.2580762979601525	2.9246333935973996	0.0447415036797604	0.011870194853813985	0.03287130882594642	0.07578662868204314	1.2555013787687868	1.265545389798937	11.27394583538779	0.11687576471447617	0.5487682390109389	10.17549626545408	0.141529246333936	1.501123103051553	0.09770083456600741	0.5368980441571249	8.244306871929728	9.133658394053946	15.70883325115506	2.3895615332639384	11.876586497196808	6.442776529885498
V350082740_L01_84-84_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06855430138384032	0.01913143294432753	0.06377144314775843	0.012754288629551688	0.014348574708245647	0.01913143294432753	0.006377144314775844	0.0	0.0	0.001594286078693961	0.004782858236081882	0.04782858236081883	0.0	0.004782858236081882	0.0	0.004782858236081882	0.003188572157387922	0.023914291180409414	0.0	0.0	0.001594286078693961	0.0	0.001594286078693961	0.001594286078693961	0.017537146865633572	0.004782858236081882	0.001594286078693961	0.001594286078693961	0.003188572157387922	0.003188572157387922	0.004782858236081882	0.004782858236081882	0.003188572157387922	0.003188572157387922	0.001594286078693961	0.001594286078693961	0.001594286078693961	0.001594286078693961	0.007971430393469803	0.001594286078693961	0.003188572157387922	0.0	0.004782858236081882	0.004782858236081882	0.0	0.003188572157387922	0.015942860786939607	0.0	0.009565716472163765	0.003188572157387922	0.006377144314775844	0.004782858236081882	0.007971430393469803	0.0	0.001594286078693961	0.006377144314775844	0.0	0.001594286078693961	0.011160002550857726	0.004782858236081882	0.004782858236081882	0.012754288629551688	0.006377144314775844	0.0	0.011160002550857726	0.007971430393469803	0.004782858236081882	0.009565716472163765	0.003188572157387922	0.004782858236081882	0.003188572157387922	0.012754288629551688	0.001594286078693961	0.011160002550857726	0.009565716472163765	0.007971430393469803	0.006377144314775844	0.031885721573879214	0.017537146865633572	0.012754288629551688	0.012754288629551688	0.007971430393469803	0.023914291180409414	0.006377144314775844	0.007971430393469803	0.012754288629551688	0.017537146865633572	0.015942860786939607	0.014348574708245647	0.007971430393469803	0.006377144314775844	0.017537146865633572	0.014348574708245647	0.015942860786939607	0.08609144824947389	0.011160002550857726	0.027102863337797337	0.017537146865633572	0.015942860786939607	0.022320005101715452	0.025508577259103375	0.06058287099037051	0.012754288629551688	0.017537146865633572	0.014348574708245647	0.022320005101715452	0.017537146865633572	0.023914291180409414	0.023914291180409414	0.031885721573879214	0.4862572540016581	16.923346725336394	0.052611440596900705	0.022320005101715452	0.035074293731267144	0.030291435495185256	0.11638288374465915	1.9450290160066324	3.8103437280785664	0.0366685798099611	0.022320005101715452	0.031885721573879214	0.07971430393469804	1.506600344365793	1.3710860276768064	10.98463108220139	2.6018748804285443	0.6584401505006058	11.939608443339072	0.1960971876793572	2.4312862700082905	0.12276002805943498	0.6552515783432179	11.073911102608253	10.590842420763982	10.14284803265098	2.534914865123398	0.6871372999170972	7.665327466360564
V350082740_L01_85-85_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3731535665489418	0.06122554200716661	0.19592173442293317	0.03931324276249645	0.05026939238483154	0.09344951148462272	0.008378232064138588	0.0116006290118842	0.010956149622335078	0.014823025959629811	0.0348018870356526	0.2829264520120646	0.007089273285040345	0.016756464128277176	0.0012889587790982445	0.0116006290118842	0.010311670232785956	0.015467505349178935	0.0012889587790982445	0.002577917558196489	0.003866876337294734	0.0	0.0012889587790982445	0.002577917558196489	0.012889587790982444	0.0012889587790982445	0.0006444793895491222	0.0006444793895491222	0.002577917558196489	0.0	0.003222396947745611	0.002577917558196489	0.0	0.003222396947745611	0.0006444793895491222	0.003866876337294734	0.003222396947745611	0.003222396947745611	0.001933438168647367	0.002577917558196489	0.004511355726843856	0.002577917558196489	0.0012889587790982445	0.005155835116392978	0.003866876337294734	0.009022711453687712	0.005155835116392978	0.002577917558196489	0.003866876337294734	0.003866876337294734	0.003222396947745611	0.001933438168647367	0.004511355726843856	0.005155835116392978	0.007733752674589468	0.0012889587790982445	0.003222396947745611	0.002577917558196489	0.0012889587790982445	0.003866876337294734	0.003866876337294734	0.013534067180531566	0.003866876337294734	0.003866876337294734	0.003866876337294734	0.004511355726843856	0.004511355726843856	0.004511355726843856	0.004511355726843856	0.007089273285040345	0.009022711453687712	0.003222396947745611	0.002577917558196489	0.012889587790982444	0.0058003145059421	0.0232012580237684	0.007733752674589468	0.02642365497151401	0.01417854657008069	0.010956149622335078	0.0116006290118842	0.0116006290118842	0.02062334046557191	0.007089273285040345	0.010311670232785956	0.0232012580237684	0.012889587790982444	0.003222396947745611	0.007089273285040345	0.014823025959629811	0.008378232064138588	0.0232012580237684	0.0058003145059421	0.016111984738728057	0.03286844886700523	0.005155835116392978	0.005155835116392978	0.007089273285040345	0.005155835116392978	0.010311670232785956	0.01417854657008069	0.021267819855121033	0.010311670232785956	0.014823025959629811	0.010956149622335078	0.03157949008790699	0.02706813436106313	0.009022711453687712	0.021267819855121033	0.044469077878889436	0.46918099559176096	17.732850403444097	0.04962491299528241	0.018045422907375423	0.03029053130880874	0.07733752674589467	0.11922868706658761	1.9708179732412159	4.2026500992498255	0.038668763372947335	0.0174009435178263	0.02062334046557191	0.08764919697868062	1.3012038874996779	1.4539455028228196	13.239540099507618	0.12309556340388234	0.6438349101595732	11.52006908819056	0.15467505349178934	1.7046479853574283	2.6894124925884872	0.5838983269315048	8.926684024644892	9.575674769920859	10.14668350906138	2.1074476038256296	0.6373901162640818	8.370498311463999
V350082740_L01_86-86_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047455214141653816	0.005931901767706727	0.029659508838533636	0.011863803535413454	0.005931901767706727	0.03559141060624036	0.005931901767706727	0.0	0.011863803535413454	0.0	0.0	0.047455214141653816	0.0	0.005931901767706727	0.0	0.0	0.0	0.011863803535413454	0.0	0.0	0.005931901767706727	0.0	0.0	0.0	0.0	0.0	0.005931901767706727	0.005931901767706727	0.005931901767706727	0.0	0.0	0.005931901767706727	0.0	0.0	0.0	0.011863803535413454	0.0	0.0	0.0	0.0	0.0	0.005931901767706727	0.0	0.005931901767706727	0.0	0.0	0.011863803535413454	0.005931901767706727	0.011863803535413454	0.0	0.0	0.023727607070826908	0.023727607070826908	0.011863803535413454	0.0	0.011863803535413454	0.011863803535413454	0.01779570530312018	0.011863803535413454	0.0	0.011863803535413454	0.011863803535413454	0.011863803535413454	0.01779570530312018	0.029659508838533636	0.0	0.03559141060624036	0.023727607070826908	0.005931901767706727	0.011863803535413454	0.01779570530312018	0.01779570530312018	0.005931901767706727	0.005931901767706727	0.005931901767706727	0.0	0.005931901767706727	0.029659508838533636	0.04152331237394709	0.005931901767706727	0.011863803535413454	0.0	0.029659508838533636	0.01779570530312018	0.0	0.04152331237394709	0.011863803535413454	0.023727607070826908	0.03559141060624036	0.005931901767706727	0.011863803535413454	0.01779570530312018	0.01779570530312018	0.005931901767706727	0.03559141060624036	0.005931901767706727	0.01779570530312018	0.023727607070826908	0.0	0.005931901767706727	0.01779570530312018	0.13643374065725472	0.01779570530312018	0.029659508838533636	0.07711472298018746	0.023727607070826908	0.04152331237394709	0.011863803535413454	0.06525091944477399	0.08304662474789418	1.1567208447028117	41.11994305374303	0.11863803535413454	0.01779570530312018	0.005931901767706727	0.023727607070826908	0.10084233005101435	1.2279036659152924	4.668406691185194	0.08897852651560091	0.029659508838533636	0.01779570530312018	0.08897852651560091	0.9372404792976627	1.109265630561158	6.430181516194092	0.07711472298018746	0.3974374184363507	7.349626290188635	0.17795705303120182	1.4236564242496146	0.1542294459603749	0.5813263732352593	8.844465535650729	7.438604816704235	5.403962510380828	3.0608613121366712	0.6525091944477399	5.759876616443232
V350082740_L01_87-87_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5389670579168272	0.10206525927700302	0.25932907714258935	0.0770696855765125	0.11820823395856984	0.25412166595498714	0.025516314819250756	0.02499557370049054	0.02343335034420988	0.040617807263297126	0.1093556349396461	0.8654717393794849	0.017705198037847463	0.051553370757261734	0.014060010206525926	0.02968224376933251	0.025516314819250756	0.02082964475040878	0.036972619431975585	0.061968193132466126	0.02447483258173032	0.04113854838205735	0.019788162512888344	0.016142974681566804	0.025516314819250756	0.02343335034420988	0.031244467125613174	0.010935563493964611	0.015622233562806587	0.0078111167814032935	0.006248893425122635	0.007290375662643074	0.004165928950081756	0.009373340137683952	0.007290375662643074	0.009894081256444172	0.009373340137683952	0.03905558390701647	0.004165928950081756	0.01041482237520439	0.008331857900163511	0.004165928950081756	0.006769634543882854	0.004165928950081756	0.0026037055938010977	0.007290375662643074	0.01041482237520439	0.005207411187602195	0.01041482237520439	0.01249778685024527	0.0078111167814032935	0.016142974681566804	0.013539269087765708	0.006248893425122635	0.009373340137683952	0.008852599018923732	0.006248893425122635	0.0078111167814032935	0.005728152306362415	0.004165928950081756	0.007290375662643074	0.010935563493964611	0.009894081256444172	0.007290375662643074	0.021871126987929222	0.009894081256444172	0.017705198037847463	0.0078111167814032935	0.009894081256444172	0.009894081256444172	0.0078111167814032935	0.0078111167814032935	0.006769634543882854	0.01145630461272483	0.021350385869169004	0.13174750304633553	0.010935563493964611	0.02239186810668944	0.028640761531812074	0.02239186810668944	0.019267421394128126	0.09946155368320193	0.02239186810668944	0.013018527969005489	0.017184456919087245	0.03384817271941427	0.0775904266952727	0.021871126987929222	0.02239186810668944	0.09425414249559974	0.016142974681566804	0.0880052490704771	0.019788162512888344	0.03905558390701647	0.10518970598956436	0.021350385869169004	0.018225939156607685	0.021871126987929222	0.015622233562806587	0.017705198037847463	0.03645187831321537	0.11195934053344721	0.026557797056771193	0.02239186810668944	0.045304477332139104	0.03645187831321537	0.04165928950081756	0.026557797056771193	0.06457189872626722	0.0932126602580793	0.9711821864878095	29.91813949613089	0.09737858920816106	0.019788162512888344	0.04634595956965954	0.5853130174864868	0.16976160471583157	2.0626555714092296	3.1390274638866034	0.04322151285709822	0.026557797056771193	0.031244467125613174	0.09060895466427821	1.1180311819781914	1.1961423497922241	11.628669923034462	0.10206525927700302	0.5129300019788162	8.348000874845079	0.16142974681566805	1.4127706551964756	0.10258600039576325	0.6425945405501109	9.423331285084933	6.646218898736682	6.7519293458450065	2.1631586073299522	1.1607319537165295	6.576439588822813
V350082740_L01_88-88_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.324446010965108	1.971884709443947	6.671527172561639	0.8862376063135076	1.581515270759953	3.069361189504204	0.41233828155365587	0.22306825067656794	0.24938257894902022	0.40485439002662815	1.5469928033933413	15.697583185868483	0.15861021720184537	0.581812212262477	0.05238724068919398	0.1769578222358488	0.3819198837341239	0.06518228104185426	0.035488130789453995	0.022451674581083138	0.06107821149477456	0.09680775813993911	0.08280563850872598	0.02631432827245228	0.049490250420667126	0.00531114882563257	0.00531114882563257	0.0016899109899739997	0.012312208641239138	0.011105129362686282	0.005552564681343141	0.002172742701395142	0.003862653691369142	0.00531114882563257	0.0036212378356585704	0.009415218372712284	0.002655574412816285	0.02172742701395142	0.003862653691369142	0.004828317114211427	0.012070792785528568	0.005552564681343141	0.004345485402790284	0.0036212378356585704	0.0036212378356585704	0.004104069547079713	0.0024141585571057136	0.004586901258500856	0.005069732969921998	0.006035396392764284	0.005793980537053713	0.00700105981560657	0.005793980537053713	0.0028969902685268565	0.0028969902685268565	0.0024141585571057136	0.00700105981560657	0.004586901258500856	0.004104069547079713	0.0033798219799479993	0.0028969902685268565	0.004345485402790284	0.002655574412816285	0.002172742701395142	0.004586901258500856	0.008208139094159426	0.004104069547079713	0.0016899109899739997	0.0028969902685268565	0.0024141585571057136	0.003862653691369142	0.003138406124237428	0.004104069547079713	0.005552564681343141	0.03862653691369142	0.9325894506099373	0.003138406124237428	0.003862653691369142	0.008208139094159426	0.004586901258500856	0.014726367198344853	0.453378977024453	0.008449554949869997	0.04828317114211427	0.0036212378356585704	0.01617486233260828	0.2964586708125816	0.012070792785528568	0.031142645386663705	0.6032982234207178	0.02776282340671571	0.8077774532075718	0.003862653691369142	0.007966723238448855	0.012312208641239138	0.022451674581083138	0.0012070792785528568	0.007483891527027712	0.0014484951342634282	0.002172742701395142	0.008449554949869997	0.07097626157890799	0.0036212378356585704	0.006518228104185427	0.016416278188318853	0.029211318540979136	0.008690970805580569	0.012795040352660284	0.08570262877725283	0.06807927131038112	0.5185612580663074	15.101527438119081	0.07097626157890799	0.1096027984925994	1.3384095040594075	24.107063103690525	0.3877138642711776	0.3058738891852939	0.6593067019455704	0.05262865654490456	0.00700105981560657	0.02172742701395142	0.024383001426767706	0.2093075469010654	0.2561422229089162	2.610429647798408	0.04707609186356142	0.07218334085746084	0.9424875006940706	0.03234972466521656	0.21268736888101336	0.09125519345859598	0.10067041183130826	1.480120611361513	0.7464578258570866	0.9697674923893651	0.28293938289278964	0.7237647354202928	0.7549073808069566
V350082740_L01_89-89_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15757030059565036	0.027704668236597868	0.06810730941496976	0.015006695294823843	0.024241584707023135	0.029436210001385233	0.006348986470887012	0.008080528235674378	0.0051946252943621	0.0034630835295747335	0.0057718058826245556	0.058872420002770466	0.0005771805882624556	0.004617444706099645	0.0011543611765249112	0.008080528235674378	0.0034630835295747335	0.016161056471348755	0.0005771805882624556	0.0017315417647873668	0.0011543611765249112	0.0023087223530498225	0.0023087223530498225	0.0011543611765249112	0.0057718058826245556	0.0	0.0028859029413122778	0.0011543611765249112	0.0051946252943621	0.0017315417647873668	0.0005771805882624556	0.0017315417647873668	0.0017315417647873668	0.0011543611765249112	0.0005771805882624556	0.004040264117837189	0.006348986470887012	0.004040264117837189	0.0017315417647873668	0.0028859029413122778	0.0034630835295747335	0.0051946252943621	0.004040264117837189	0.0034630835295747335	0.0034630835295747335	0.0075033476474119214	0.0017315417647873668	0.004040264117837189	0.006926167059149467	0.0034630835295747335	0.0023087223530498225	0.012120792353511567	0.004617444706099645	0.0017315417647873668	0.0075033476474119214	0.0023087223530498225	0.006348986470887012	0.004617444706099645	0.009812070000461744	0.0034630835295747335	0.0075033476474119214	0.013852334118298934	0.0028859029413122778	0.004617444706099645	0.017892598236136124	0.0017315417647873668	0.012120792353511567	0.0103892505887242	0.0075033476474119214	0.012697972941774023	0.009812070000461744	0.00923488941219929	0.0051946252943621	0.006926167059149467	0.0051946252943621	0.0028859029413122778	0.008657708823936834	0.01962414000092349	0.028281848824860324	0.0103892505887242	0.015006695294823843	0.00923488941219929	0.024241584707023135	0.015006695294823843	0.009812070000461744	0.012697972941774023	0.00923488941219929	0.00923488941219929	0.00923488941219929	0.006926167059149467	0.0051946252943621	0.0103892505887242	0.009812070000461744	0.012120792353511567	0.017892598236136124	0.0075033476474119214	0.006348986470887012	0.009812070000461744	0.004617444706099645	0.00923488941219929	0.0103892505887242	0.06926167059149467	0.01327515353003648	0.015583875883086299	0.0363623770605347	0.024818765295285587	0.0207785011774484	0.015583875883086299	0.039825460590109434	0.07849656000369395	1.1006833818165027	40.80320450662603	0.08888581059241817	0.015583875883086299	0.02193286235397331	0.10158378353419219	0.12120792353511568	2.08015884009789	3.1017684813224364	0.03405365470748488	0.01846977882439858	0.020201320589185945	0.07445629588585677	0.8663480629819458	1.1532068153483863	10.769612596389159	0.11081867294639147	0.4184559264902803	7.220529159163319	0.11081867294639147	1.2599852241769405	0.07330193470933186	0.4652075541395391	7.957011589786213	6.806690677379139	6.214503393821859	2.2256083483400286	0.4288451770790045	5.008773144941589
V350082740_L01_90-90_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3803157666180712	0.41440491330376256	1.0682713483668849	0.22953565557244332	0.3108036849778219	0.7556065634790161	0.12221222742640901	0.049629330934582334	0.07692546294860263	0.10174012841589379	0.4150252799404448	3.677533422252551	0.0477682310245355	0.179906324637861	0.028536865287384843	0.05521263066472286	0.09367536213902417	0.0595551971214988	0.10111976177921152	0.14578615962033561	0.07878656285864946	0.10732342814603431	0.07630509631192034	0.06327739694159248	0.06327739694159248	0.08623096249883681	0.05769409721145197	0.03598126492757219	0.03660163156425447	0.017990632463786096	0.02109246564719749	0.013027699370327866	0.020472099010515214	0.011786966096963305	0.00930549955023419	0.019231365737150657	0.017990632463786096	0.08623096249883681	0.013027699370327866	0.011786966096963305	0.011166599460281026	0.00930549955023419	0.013648066007010143	0.005583299730140513	0.0024814665467291167	0.00806476627686963	0.012407332733645584	0.00868513291355191	0.00930549955023419	0.00930549955023419	0.0049629330934582334	0.00806476627686963	0.00806476627686963	0.011166599460281026	0.006203666366822792	0.004342566456775955	0.00806476627686963	0.0024814665467291167	0.0018610999100468375	0.0018610999100468375	0.010546232823598746	0.0049629330934582334	0.003101833183411396	0.005583299730140513	0.0049629330934582334	0.005583299730140513	0.006203666366822792	0.004342566456775955	0.006203666366822792	0.004342566456775955	0.00930549955023419	0.003101833183411396	0.0018610999100468375	0.010546232823598746	0.03722199820093676	0.8468004590713112	0.0049629330934582334	0.013648066007010143	0.00744439964018735	0.0148887992803747	0.022953565557244333	0.5161450417196564	0.03163869847079624	0.03536089829088992	0.005583299730140513	0.01861099910046838	0.2785446198703434	0.012407332733645584	0.01861099910046838	0.42184931294394984	0.015509165917056979	0.3492664164521232	0.03598126492757219	0.017990632463786096	0.0626570303049102	0.004342566456775955	0.0049629330934582334	0.003101833183411396	0.0012407332733645584	0.006824033003505071	0.01612953255373926	0.11973076087967989	0.004342566456775955	0.00930549955023419	0.00930549955023419	0.022953565557244333	0.027916498650702563	0.013027699370327866	0.06637923012500388	0.032879431744160796	0.01861099910046838	0.6135426036787741	0.0049629330934582334	0.009925866186916467	0.11849002760631533	1.9944787369335275	0.19851732373832934	0.9863829523248239	2.81708489717423	0.03536089829088992	0.00744439964018735	0.025435032103973448	0.057073730574769686	0.9224851887465493	0.806476627686963	8.056081143956078	0.07940692949533174	0.41750674648717395	6.918328732280778	0.1135270945128571	1.0571047489066037	0.07196252985514438	0.4423214119544651	6.335184093799436	7.131734855299482	12.493563696144422	2.383448618133317	27.74837929216167	4.6359998759266725
V350082740_L01_91-91_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034945072252628266	0.00541402527857621	0.027070126392881047	0.005906209394810411	0.006890577627278812	0.0063983935110446125	0.0019687364649368035	0.0009843682324684017	0.0	0.0019687364649368035	0.0063983935110446125	0.022640469346773242	0.0	0.0019687364649368035	0.0	0.0009843682324684017	0.0014765523487026027	0.004921841162342009	0.0	0.0004921841162342009	0.0004921841162342009	0.0019687364649368035	0.0004921841162342009	0.0019687364649368035	0.00541402527857621	0.0019687364649368035	0.0014765523487026027	0.0004921841162342009	0.004429657046107808	0.0	0.0004921841162342009	0.003937472929873607	0.0014765523487026027	0.0014765523487026027	0.0014765523487026027	0.009351498208449816	0.004429657046107808	0.004429657046107808	0.004921841162342009	0.007874945859747214	0.011812418789620822	0.0029531046974052054	0.0019687364649368035	0.004921841162342009	0.003937472929873607	0.003937472929873607	0.011812418789620822	0.00541402527857621	0.012796787022089225	0.00541402527857621	0.008367129975981415	0.009843682324684019	0.019195180533133835	0.014273339370791827	0.01771862818443123	0.011320234673386621	0.019195180533133835	0.014273339370791827	0.019687364649368037	0.009843682324684019	0.005906209394810411	0.017226444068197032	0.014273339370791827	0.018702996416899632	0.02559357404417845	0.011320234673386621	0.01624207583572863	0.007874945859747214	0.012796787022089225	0.028546678741583655	0.043804386344843876	0.014765523487026026	0.019687364649368037	0.01624207583572863	0.014273339370791827	0.01624207583572863	0.028546678741583655	0.02805449462534945	0.03691380871756507	0.031499783438988856	0.02756231050911525	0.02559357404417845	0.04035909753120447	0.04134346576367287	0.015257707603260227	0.024609205811710045	0.022640469346773242	0.01771862818443123	0.019687364649368037	0.011320234673386621	0.012796787022089225	0.020179548765602236	0.01673425995196283	0.02805449462534945	0.018210812300665433	0.018210812300665433	0.019195180533133835	0.020179548765602236	0.013288971138323424	0.01624207583572863	0.018702996416899632	0.022640469346773242	0.014765523487026026	0.018210812300665433	0.024117021695475842	0.019687364649368037	0.019687364649368037	0.010335866440918218	0.014765523487026026	0.020671732881836435	0.017226444068197032	0.017226444068197032	0.007874945859747214	0.01624207583572863	0.02805449462534945	0.034452888136394064	0.12452258140725284	1.9835019884238296	2.945229751545458	0.03248415167145726	0.02313265346300744	0.028546678741583655	0.08613222034098515	1.1773044060322087	1.1251328897113833	10.281234004016222	0.09597590266566917	0.3839036106626767	5.8707721384415485	0.13633500019687364	1.384513918966807	0.09302279796826396	0.526637004370595	7.738118675434107	6.922077410717802	6.212347915108084	2.9024097334330827	43.06906327518998	5.3175571917943065
V350082740_L01_92-92_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06101401354117462	0.017713745866792634	0.05707762557077625	0.009840969925995906	0.007872775940796726	0.011809163911195087	0.0	0.005904581955597544	0.0	0.0019681939851991814	0.007872775940796726	0.10037789324515824	0.0019681939851991814	0.0019681939851991814	0.0	0.003936387970398363	0.0019681939851991814	0.0019681939851991814	0.005904581955597544	0.005904581955597544	0.0019681939851991814	0.007872775940796726	0.0019681939851991814	0.009840969925995906	0.005904581955597544	0.003936387970398363	0.007872775940796726	0.0019681939851991814	0.003936387970398363	0.0	0.0	0.003936387970398363	0.0	0.0	0.0019681939851991814	0.003936387970398363	0.0	0.017713745866792634	0.007872775940796726	0.0019681939851991814	0.007872775940796726	0.0019681939851991814	0.003936387970398363	0.005904581955597544	0.005904581955597544	0.005904581955597544	0.003936387970398363	0.0019681939851991814	0.0019681939851991814	0.003936387970398363	0.0	0.005904581955597544	0.003936387970398363	0.005904581955597544	0.007872775940796726	0.005904581955597544	0.005904581955597544	0.003936387970398363	0.0019681939851991814	0.003936387970398363	0.009840969925995906	0.017713745866792634	0.007872775940796726	0.0019681939851991814	0.003936387970398363	0.005904581955597544	0.003936387970398363	0.009840969925995906	0.005904581955597544	0.007872775940796726	0.005904581955597544	0.0019681939851991814	0.005904581955597544	0.011809163911195087	0.009840969925995906	0.04526846165958117	0.007872775940796726	0.023618327822390175	0.027554715792788537	0.011809163911195087	0.013777357896394268	0.07675956542276806	0.025586521807589357	0.005904581955597544	0.0019681939851991814	0.013777357896394268	0.011809163911195087	0.0	0.003936387970398363	0.0314911037631869	0.0019681939851991814	0.023618327822390175	0.011809163911195087	0.009840969925995906	0.029522909777987716	0.0019681939851991814	0.0	0.01574555188159345	0.009840969925995906	0.009840969925995906	0.009840969925995906	0.013777357896394268	0.007872775940796726	0.005904581955597544	0.013777357896394268	0.011809163911195087	0.051173043615178715	0.013777357896394268	0.0314911037631869	0.1141552511415525	1.3364037159502442	43.15462131947725	0.10234608723035743	0.017713745866792634	0.0314911037631869	0.12990080302314597	0.07872775940796725	1.196661943001102	3.1609195402298855	0.009840969925995906	0.011809163911195087	0.01574555188159345	0.0629822075263738	0.9978743504959848	1.110061407652338	9.949220595181862	0.07085498346717053	0.47630294441820187	7.569674067076051	0.13186899700834515	1.1376161234451267	0.08266414737836561	0.4625255865218076	6.286411588726184	6.315934498504172	6.0443237285466855	3.4226893402613765	0.6652495669973233	4.692174460714848
