Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170
V350082740_L01_01-01_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17721011100708842	0.03343587000133744	0.1003076100040123	0.01671793500066872	0.026748696001069945	0.03677945700147118	0.006687174000267486	0.003343587000133743	0.003343587000133743	0.006687174000267486	0.006687174000267486	0.06352815300254112	0.0	0.006687174000267486	0.006687174000267486	0.013374348000534973	0.006687174000267486	0.03343587000133744	0.003343587000133743	0.0	0.006687174000267486	0.0	0.0	0.006687174000267486	0.01671793500066872	0.003343587000133743	0.006687174000267486	0.0	0.01003076100040123	0.0	0.003343587000133743	0.0	0.003343587000133743	0.003343587000133743	0.003343587000133743	0.003343587000133743	0.006687174000267486	0.01003076100040123	0.013374348000534973	0.006687174000267486	0.01003076100040123	0.003343587000133743	0.003343587000133743	0.0	0.006687174000267486	0.0	0.026748696001069945	0.006687174000267486	0.026748696001069945	0.003343587000133743	0.03677945700147118	0.006687174000267486	0.01003076100040123	0.003343587000133743	0.01003076100040123	0.01003076100040123	0.006687174000267486	0.003343587000133743	0.04012304400160492	0.006687174000267486	0.013374348000534973	0.02006152200080246	0.006687174000267486	0.006687174000267486	0.18055369800722215	0.0	0.01671793500066872	0.01003076100040123	0.030092283001203694	0.030092283001203694	0.22736391600909459	0.01671793500066872	0.01671793500066872	0.02006152200080246	0.03343587000133744	0.02006152200080246	0.06687174000267487	0.056840979002273646	0.026748696001069945	0.01003076100040123	0.003343587000133743	0.01003076100040123	0.01671793500066872	0.03343587000133744	0.0	0.07690250100307609	0.03343587000133744	0.023405109000936203	0.03677945700147118	0.023405109000936203	0.003343587000133743	0.013374348000534973	0.01003076100040123	0.1237127190049485	0.38116891801524677	0.01671793500066872	0.02006152200080246	0.02006152200080246	0.01003076100040123	0.01003076100040123	0.06352815300254112	0.8258659890330345	0.056840979002273646	0.03343587000133744	0.08024608800320984	0.046810218001872406	0.046810218001872406	0.02006152200080246	0.11368195800454729	0.02006152200080246	0.02006152200080246	0.10699478400427978	0.01671793500066872	0.02006152200080246	0.026748696001069945	0.023405109000936203	0.11368195800454729	1.8924702420756987	5.6640363782265615	0.026748696001069945	0.04346663100173866	0.04346663100173866	0.17052293700682092	1.7152601310686104	1.3875886050555035	9.418884579376757	0.12705630600508225	0.6152200080246087	12.976461147519059	0.22067674200882706	1.8055369800722216	0.11368195800454729	0.6988096830279524	10.552360572422094	11.425036779457	11.374882974454996	3.6712585261468504	11.996790156479872	9.873612411394944
V350082740_L01_02-02_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12909045663804902	0.020218987184272737	0.06532288167226577	0.020218987184272737	0.02955082742316785	0.032661440836132885	0.003110613412965037	0.004665920119447555	0.0	0.003110613412965037	0.006221226825930074	0.05754634813985318	0.0	0.004665920119447555	0.0015553067064825185	0.010887146945377629	0.004665920119447555	0.015553067064825182	0.0015553067064825185	0.0	0.003110613412965037	0.003110613412965037	0.004665920119447555	0.003110613412965037	0.010887146945377629	0.0015553067064825185	0.0015553067064825185	0.0	0.006221226825930074	0.0	0.003110613412965037	0.004665920119447555	0.003110613412965037	0.0015553067064825185	0.006221226825930074	0.003110613412965037	0.004665920119447555	0.003110613412965037	0.0	0.003110613412965037	0.006221226825930074	0.0015553067064825185	0.0015553067064825185	0.003110613412965037	0.003110613412965037	0.006221226825930074	0.012442453651860148	0.004665920119447555	0.006221226825930074	0.006221226825930074	0.003110613412965037	0.003110613412965037	0.007776533532412591	0.0015553067064825185	0.00933184023889511	0.00933184023889511	0.007776533532412591	0.003110613412965037	0.0171083737713077	0.00933184023889511	0.007776533532412591	0.007776533532412591	0.006221226825930074	0.004665920119447555	0.04510389448799303	0.0	0.006221226825930074	0.00933184023889511	0.00933184023889511	0.00933184023889511	0.06532288167226577	0.00933184023889511	0.012442453651860148	0.010887146945377629	0.020218987184272737	0.00933184023889511	0.012442453651860148	0.026440214010202814	0.026440214010202814	0.01866368047779022	0.020218987184272737	0.012442453651860148	0.01866368047779022	0.01866368047779022	0.013997760358342666	0.020218987184272737	0.0171083737713077	0.024884907303720297	0.010887146945377629	0.01866368047779022	0.0171083737713077	0.01866368047779022	0.02955082742316785	0.10576085604081126	0.5707975612790842	0.015553067064825182	0.013997760358342666	0.012442453651860148	0.0171083737713077	0.020218987184272737	0.11509269627970636	1.7854920990419312	0.023329600597237776	0.0171083737713077	0.04976981460744059	0.02955082742316785	0.024884907303720297	0.00933184023889511	0.03577205424909792	0.015553067064825182	0.021774293890755258	0.03732736095558044	0.010887146945377629	0.024884907303720297	0.023329600597237776	0.03577205424909792	0.09020778897598607	1.1587034963294762	5.451350006221227	0.05754634813985318	0.021774293890755258	0.031106134129650364	0.11198208286674133	0.8989672763468955	0.7154410849819585	9.137426900584796	0.0933184023889511	0.3437227821326366	5.740637053626975	0.10887146945377628	0.9114097299987557	0.07309941520467836	0.4183775040437974	6.6582680104516605	5.798183401766829	8.243125544357348	2.3174069926589524	43.22663929326863	4.21799178798059
V350082740_L01_03-03_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.3096396553063805	1.0049247231461989	2.695462668674543	1.297596098701664	1.9343690915347302	3.2896854615216693	0.7518435336646082	0.7148433597637909	0.5831227406768812	0.7178033736758562	1.2198957335099476	8.585890353684663	0.41995197377427673	1.323126218693228	0.37296175292023875	0.5971828067591918	0.6352929858770336	0.535762518083835	1.0315648483547872	1.615797594248693	0.9261143527374579	0.9002142310068857	0.6604531041295894	0.43697205376865267	0.5087523911362383	0.956454495336128	0.6900532432502433	0.48507227983971524	0.5376125267788758	0.23828111992126363	0.27306128338803193	0.23939112513828814	0.28749135120935065	0.18796088341615205	0.26381123991282757	0.30007141033562856	0.3807317894394104	0.902804243179943	0.16983079820475155	0.21793102427581412	0.19906093558639723	0.23014108166308384	0.45473213724104505	0.11396053561451738	0.06845032171651207	0.1468906903862448	0.24050113035531265	0.10397048866129671	0.12580059126277893	0.18241085733102944	0.11211052691947652	0.12543058952377076	0.18537087124309484	0.13579063821599963	0.10582049735633758	0.1265405947407953	0.09213043301303517	0.06623031128246304	0.057350269546266874	0.05809027302428321	0.06919032519452842	0.05846027476329138	0.06327029737039765	0.05661026606825052	0.06031028345833226	0.050320236505111575	0.05476025737320966	0.04847022781007071	0.06401030084841398	0.046620219115029844	0.05476025737320966	0.03626017042280099	0.04699022085403801	0.05439025563420149	0.10175047822724767	1.5343972116668947	0.06031028345833226	0.04514021215899715	0.04403020694197263	0.049950234766103406	0.062160292153373126	1.1921456030843345	0.06956032693353659	0.09805046083716594	0.04107019302990724	0.05661026606825052	0.6800631962970226	0.03367015824974377	0.05957027998031591	0.9142742970891963	0.09953046779319862	1.250605877847626	0.049950234766103406	0.033300156510735604	0.03626017042280099	0.07955037388675726	0.033300156510735604	0.03293015477172743	0.03367015824974377	0.03663017216180916	0.032190151293711076	0.032190151293711076	0.022940107818506746	0.03404015998875195	0.029600139120653866	0.04736022259304619	0.02664012520858848	0.037370175639825504	0.21867102775383046	0.0444002086809808	0.04144019476891542	0.05772027128527504	0.061420288675356774	0.1761208277678905	2.0905098253961794	39.465865489567804	0.572022688506636	0.030340142598670215	0.025160118252555787	0.03626017042280099	0.02886013564263752	0.04144019476891542	0.02553011999156396	0.035520166944784645	0.04292020172494811	0.1361606399550078	0.0222001043404904	0.06660031302147121	0.06290029563138946	0.049210231288087054	0.022570106079498574	0.09176043127402699	0.024420114774539443	0.06734031649948755	0.03515016520577646	0.06068028519734043	0.04625021737602167	0.3836918033514758	0.05106023998312792
V350082740_L01_04-04_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4447649351762671	0.05546954973853672	0.23801479524172114	0.039837222084949095	0.06858053422219085	0.12606715849667435	0.021683551261427986	0.01764940218953441	0.013110984483654132	0.015128059019600923	0.05345247520258992	0.4135002798690919	0.006051223607840369	0.038324416182989	0.0015128059019600922	0.018153670823521106	0.021683551261427986	0.017145133555547712	0.010085372679733948	0.011598178581694039	0.013615253117640828	0.010085372679733948	0.00958110404574725	0.0015128059019600922	0.01764940218953441	0.010589641313720645	0.010085372679733948	0.005042686339866974	0.010085372679733948	0.004538417705880276	0.005042686339866974	0.008572566777773856	0.009076835411760553	0.005546954973853672	0.007564029509800461	0.013110984483654132	0.012606715849667436	0.010589641313720645	0.010085372679733948	0.014623790385614224	0.013615253117640828	0.004538417705880276	0.0070597608758137635	0.012102447215680738	0.006555492241827066	0.018153670823521106	0.020170745359467897	0.010085372679733948	0.022692088529401383	0.008068298143787159	0.018153670823521106	0.013615253117640828	0.032777461209135335	0.007564029509800461	0.00958110404574725	0.019666476725481198	0.015128059019600923	0.011093909947707344	0.01563232765358762	0.015128059019600923	0.015128059019600923	0.023700625797374777	0.009076835411760553	0.017145133555547712	0.013615253117640828	0.008068298143787159	0.01563232765358762	0.014119521751627527	0.01764940218953441	0.012102447215680738	0.023700625797374777	0.013110984483654132	0.015128059019600923	0.02117928262744129	0.028239043503255054	0.04891405749670965	0.00958110404574725	0.041350027986909184	0.03529880437906882	0.019666476725481198	0.022692088529401383	0.051435400666643136	0.04336710252285597	0.022692088529401383	0.022187819895414688	0.050426863398669745	0.040845759352922485	0.032777461209135335	0.04689698296076286	0.057486624274483505	0.022692088529401383	0.06908480285617755	0.023700625797374777	0.04286283388886928	0.22540807939205373	0.021683551261427986	0.025717700333321568	0.028239043503255054	0.03328172984312203	0.032777461209135335	0.06000796744441699	0.16035742560776978	0.022187819895414688	0.024204894431361475	0.025717700333321568	0.039332953450962396	0.06454638515029727	0.025717700333321568	0.03529880437906882	0.05647808700651011	0.06757199695421745	0.05294820656860323	0.029751849405215143	0.033785998477108725	0.2309550343659074	3.33624128245599	0.21633124398029316	2.8571860801686273	3.662503088645383	0.05294820656860323	0.046392714326776156	0.057990892908470204	0.14069094888228856	1.781581083875002	1.5682754516986288	11.962764804066422	0.14220375478424865	0.8259920224702103	14.926351566006243	0.3353386416011538	3.11335454623387	0.2077586772025193	0.7725395472676204	12.043447785504293	9.449489932276723	9.571522941701502	3.0851155027306145	6.319494521121291	9.174159258119987
V350082740_L01_05-05_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3428957790012557	0.05698831256640588	0.18641939534434462	0.050226987346662796	0.057954216169226316	0.125567468366657	0.017386264850767892	0.011590843233845263	0.015454457645127016	0.018352168453588332	0.03573843330435623	0.2347145754853666	0.014488554042306579	0.02124987926204965	0.010624939631024824	0.016420361247947456	0.011590843233845263	0.028977108084613158	0.007727228822563508	0.005795421616922631	0.014488554042306579	0.010624939631024824	0.016420361247947456	0.0067613252197430695	0.027045300878972278	0.016420361247947456	0.0067613252197430695	0.003863614411281754	0.013522650439486139	0.0067613252197430695	0.012556746836665699	0.012556746836665699	0.005795421616922631	0.005795421616922631	0.003863614411281754	0.009659036028204386	0.013522650439486139	0.012556746836665699	0.011590843233845263	0.02028397565922921	0.007727228822563508	0.005795421616922631	0.010624939631024824	0.0067613252197430695	0.019318072056408772	0.010624939631024824	0.016420361247947456	0.008693132425383946	0.014488554042306579	0.008693132425383946	0.013522650439486139	0.011590843233845263	0.019318072056408772	0.017386264850767892	0.015454457645127016	0.009659036028204386	0.0067613252197430695	0.009659036028204386	0.018352168453588332	0.010624939631024824	0.009659036028204386	0.02028397565922921	0.010624939631024824	0.017386264850767892	0.018352168453588332	0.0067613252197430695	0.022215782864870085	0.014488554042306579	0.008693132425383946	0.007727228822563508	0.011590843233845263	0.007727228822563508	0.011590843233845263	0.02414759007051096	0.022215782864870085	0.028977108084613158	0.008693132425383946	0.043465662126919734	0.02607939727615184	0.015454457645127016	0.02414759007051096	0.025113493673331398	0.03573843330435623	0.017386264850767892	0.011590843233845263	0.028011204481792715	0.025113493673331398	0.031874818893074475	0.014488554042306579	0.017386264850767892	0.02124987926204965	0.028011204481792715	0.02028397565922921	0.05988602337486719	0.24727132232203225	0.02124987926204965	0.022215782864870085	0.022215782864870085	0.023181686467690525	0.023181686467690525	0.05119289094948325	0.19801023857818992	0.018352168453588332	0.02028397565922921	0.027045300878972278	0.0424997585240993	0.04443156572974017	0.029943011687433595	0.023181686467690525	0.043465662126919734	0.05602240896358543	0.05312469815512412	0.016420361247947456	0.028977108084613158	0.05988602337486719	0.3110209601081812	0.18931710615280595	3.101516468656428	4.003670433690718	0.06568144499178982	0.045397469332560614	0.054090601757944556	0.11880614314691393	1.8342509417560129	1.7395923886796099	14.784120544769634	0.1429537332174249	0.7012460156476383	13.17202743166232	0.251134936733314	2.2012943108277794	0.15937409446537235	0.7389162561576355	11.416980585337583	9.634888438133874	10.656814449917897	2.7953250265623493	8.267168936540132	10.103351685501787
V350082740_L01_06-06_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13469662646176453	0.03428641400844915	0.07102185758893038	0.012245147860160411	0.018367721790240616	0.018367721790240616	0.0	0.006122573930080206	0.003673544358048123	0.008571603502112288	0.006122573930080206	0.0624502540868181	0.004898059144064165	0.007347088716096246	0.0012245147860160412	0.012245147860160411	0.007347088716096246	0.022041266148288743	0.003673544358048123	0.003673544358048123	0.007347088716096246	0.0012245147860160412	0.006122573930080206	0.006122573930080206	0.018367721790240616	0.0024490295720320824	0.0024490295720320824	0.0024490295720320824	0.006122573930080206	0.0024490295720320824	0.003673544358048123	0.003673544358048123	0.003673544358048123	0.004898059144064165	0.007347088716096246	0.003673544358048123	0.0024490295720320824	0.003673544358048123	0.003673544358048123	0.004898059144064165	0.008571603502112288	0.003673544358048123	0.0012245147860160412	0.006122573930080206	0.006122573930080206	0.007347088716096246	0.014694177432192493	0.004898059144064165	0.022041266148288743	0.004898059144064165	0.014694177432192493	0.004898059144064165	0.018367721790240616	0.00979611828812833	0.011020633074144371	0.0012245147860160412	0.004898059144064165	0.008571603502112288	0.011020633074144371	0.003673544358048123	0.007347088716096246	0.0208167513622727	0.0024490295720320824	0.01959223657625666	0.0208167513622727	0.004898059144064165	0.015918692218208536	0.00979611828812833	0.017143207004224576	0.0024490295720320824	0.029388354864384986	0.007347088716096246	0.007347088716096246	0.014694177432192493	0.011020633074144371	0.007347088716096246	0.017143207004224576	0.022041266148288743	0.024490295720320823	0.023265780934304783	0.013469662646176453	0.012245147860160411	0.03061286965040103	0.008571603502112288	0.013469662646176453	0.028163840078368946	0.015918692218208536	0.0208167513622727	0.028163840078368946	0.008571603502112288	0.012245147860160411	0.018367721790240616	0.017143207004224576	0.03061286965040103	0.10408375681136349	0.0208167513622727	0.01959223657625666	0.025714810506336866	0.00979611828812833	0.018367721790240616	0.029388354864384986	0.07836894630502664	0.022041266148288743	0.024490295720320823	0.0208167513622727	0.04040898793852936	0.03551092879446519	0.014694177432192493	0.04040898793852936	0.025714810506336866	0.044082532296577485	0.03918447315251332	0.015918692218208536	0.015918692218208536	0.03673544358048123	0.1995959101206147	0.1665340108981816	2.5971958611400234	3.230270005510317	0.05142962101267373	0.022041266148288743	0.03428641400844915	0.1273495377456683	1.7975877058715486	1.6310536949733667	12.463111492071267	0.13837017081981265	0.8130778179146514	14.399069368762627	0.25225004591930444	3.625788281393498	0.15306434825200513	0.7261372681075123	11.479826118900386	10.115716647278516	11.42594746831568	3.6319108553235777	9.279373048429559	9.710402253107207
V350082740_L01_07-07_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3054248231035945	0.04456376422507962	0.15977739856309034	0.02825994804517244	0.029346869123832917	0.051085290697042485	0.00760844755062335	0.005434605393302393	0.009782289707944307	0.009782289707944307	0.017390737258567657	0.08043215982087541	0.0010869210786604785	0.008695368629283828	0.0032607632359814356	0.0152168951012467	0.005434605393302393	0.03804223775311675	0.005434605393302393	0.0010869210786604785	0.0032607632359814356	0.004347684314641914	0.011956131865265264	0.0010869210786604785	0.013043052943925743	0.00760844755062335	0.006521526471962871	0.002173842157320957	0.009782289707944307	0.0032607632359814356	0.0032607632359814356	0.002173842157320957	0.0032607632359814356	0.0032607632359814356	0.005434605393302393	0.00760844755062335	0.004347684314641914	0.013043052943925743	0.009782289707944307	0.010869210786604785	0.011956131865265264	0.0032607632359814356	0.00760844755062335	0.008695368629283828	0.006521526471962871	0.010869210786604785	0.011956131865265264	0.00760844755062335	0.010869210786604785	0.010869210786604785	0.013043052943925743	0.005434605393302393	0.0152168951012467	0.013043052943925743	0.008695368629283828	0.016303816179907175	0.008695368629283828	0.016303816179907175	0.009782289707944307	0.008695368629283828	0.017390737258567657	0.026086105887851485	0.00760844755062335	0.018477658337228132	0.016303816179907175	0.010869210786604785	0.019564579415888614	0.0152168951012467	0.01412997402258622	0.02065150049454909	0.018477658337228132	0.016303816179907175	0.019564579415888614	0.027173026966511964	0.024999184809191003	0.02065150049454909	0.005434605393302393	0.040216079910437706	0.03478147451713531	0.029346869123832917	0.022825342651870046	0.019564579415888614	0.05651989609034488	0.017390737258567657	0.017390737258567657	0.04347684314641914	0.024999184809191003	0.04130300098909818	0.02825994804517244	0.023912263730530528	0.022825342651870046	0.024999184809191003	0.03478147451713531	0.058693738247665835	0.26520874319315674	0.018477658337228132	0.024999184809191003	0.027173026966511964	0.03586839559579579	0.024999184809191003	0.058693738247665835	0.1967327152375466	0.023912263730530528	0.02173842157320957	0.01412997402258622	0.033694553438474835	0.049998369618382006	0.02825994804517244	0.033694553438474835	0.04673760638240057	0.04673760638240057	0.051085290697042485	0.01412997402258622	0.018477658337228132	0.03912915883177723	0.09021444952881971	0.20216732063084902	2.7749095138202016	5.047661489299262	0.0706498701129311	0.029346869123832917	0.06738910687694967	0.14347358238318317	1.8977642033411952	1.9575448626675218	16.77227916480984	0.1565166353271089	0.7814962555568841	13.58542656217732	0.25977413779985437	2.269491212243079	0.16738584611371368	0.6901948849494038	10.953990630740302	11.294196928361032	12.343075769268394	2.873819331978305	1.1238763953349349	11.374629088181907
V350082740_L01_08-08_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1505472596329902	0.04068844854945681	0.08137689709891362	0.020344224274728404	0.020344224274728404	0.024413069129674086	0.008137689709891361	0.0	0.0	0.008137689709891361	0.020344224274728404	0.11392765593847907	0.0	0.012206534564837043	0.0	0.0040688448549456805	0.0	0.0	0.0040688448549456805	0.0	0.008137689709891361	0.0	0.008137689709891361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0040688448549456805	0.0040688448549456805	0.0	0.0	0.0	0.0	0.0	0.0040688448549456805	0.0	0.0040688448549456805	0.0040688448549456805	0.0040688448549456805	0.0	0.0	0.0040688448549456805	0.0040688448549456805	0.0	0.0	0.0040688448549456805	0.0040688448549456805	0.0	0.0040688448549456805	0.0040688448549456805	0.0040688448549456805	0.012206534564837043	0.008137689709891361	0.0	0.008137689709891361	0.0	0.0	0.0	0.0	0.008137689709891361	0.008137689709891361	0.008137689709891361	0.0	0.0	0.0040688448549456805	0.0040688448549456805	0.0040688448549456805	0.0	0.0040688448549456805	0.0040688448549456805	0.008137689709891361	0.0040688448549456805	0.008137689709891361	0.008137689709891361	0.0040688448549456805	0.0	0.0	0.0	0.0040688448549456805	0.0040688448549456805	0.0	0.0040688448549456805	0.016275379419782722	0.016275379419782722	0.0040688448549456805	0.012206534564837043	0.0	0.008137689709891361	0.012206534564837043	0.032550758839565444	0.25633722586157787	0.008137689709891361	0.012206534564837043	0.0040688448549456805	0.0	0.0040688448549456805	0.012206534564837043	0.17496032876266426	0.016275379419782722	0.012206534564837043	0.016275379419782722	0.0040688448549456805	0.012206534564837043	0.0040688448549456805	0.0040688448549456805	0.012206534564837043	0.020344224274728404	0.020344224274728404	0.0040688448549456805	0.032550758839565444	0.008137689709891361	0.016275379419782722	0.07730805224396795	2.1971762216706674	3.763681490824755	0.04882613825934817	0.024413069129674086	0.020344224274728404	0.10172112137364202	1.2898238190177809	1.5868494934288153	7.096065427025268	0.10578996622858772	0.801562436424299	16.714814664116854	0.22378646702201246	2.0466289620376776	0.18309801847255563	0.8219066606990276	12.320462220775521	12.995890466696505	12.751759775399766	5.2569475525898195	5.920169263945966	12.198396875127152
V350082740_L01_09-09_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24854154440954124	0.0448755566295005	0.12427077220477062	0.03797162484034658	0.03797162484034658	0.0448755566295005	0.003451965894576962	0.006903931789153924	0.003451965894576962	0.010355897683730885	0.003451965894576962	0.07249128378611619	0.010355897683730885	0.0	0.0	0.0	0.006903931789153924	0.003451965894576962	0.0	0.0	0.006903931789153924	0.0	0.0	0.0	0.003451965894576962	0.003451965894576962	0.003451965894576962	0.0	0.003451965894576962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003451965894576962	0.003451965894576962	0.003451965894576962	0.003451965894576962	0.0	0.0	0.010355897683730885	0.0	0.0	0.003451965894576962	0.003451965894576962	0.003451965894576962	0.0	0.01725982947288481	0.003451965894576962	0.02071179536746177	0.0	0.0	0.0	0.003451965894576962	0.006903931789153924	0.0	0.003451965894576962	0.003451965894576962	0.006903931789153924	0.0	0.0	0.006903931789153924	0.0	0.0	0.003451965894576962	0.003451965894576962	0.006903931789153924	0.02071179536746177	0.003451965894576962	0.003451965894576962	0.013807863578307848	0.0	0.003451965894576962	0.013807863578307848	0.013807863578307848	0.003451965894576962	0.010355897683730885	0.006903931789153924	0.010355897683730885	0.010355897683730885	0.013807863578307848	0.006903931789153924	0.013807863578307848	0.006903931789153924	0.01725982947288481	0.006903931789153924	0.003451965894576962	0.003451965894576962	0.003451965894576962	0.027615727156615696	0.02416376126203873	0.12081880631019365	0.003451965894576962	0.006903931789153924	0.02416376126203873	0.010355897683730885	0.010355897683730885	0.01725982947288481	0.09665504504815492	0.006903931789153924	0.010355897683730885	0.031067693051192655	0.02071179536746177	0.0448755566295005	0.010355897683730885	0.01725982947288481	0.006903931789153924	0.03451965894576962	0.0448755566295005	0.003451965894576962	0.02416376126203873	0.010355897683730885	0.05868342020780835	0.12427077220477062	2.2368738996858712	4.107839414546585	0.07249128378611619	0.006903931789153924	0.013807863578307848	0.089751113259001	1.439469778038593	1.5395767889813248	7.042010424937002	0.07939521557527013	0.7732403603852394	17.618833925920814	0.1967620559908868	2.7166971590320688	0.18985812420173287	0.8319237805930477	13.583485795160344	12.761917912251027	12.844765093720875	4.9432151610342085	4.276985743380855	10.852980772549966
V350082740_L01_10-10_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10530665564723603	0.021327930257668055	0.04798784307975313	0.007997973846625522	0.009330969487729775	0.017328943334355296	0.0013329956411042535	0.002665991282208507	0.005331982564417014	0.003998986923312761	0.007997973846625522	0.025326917180980818	0.006664978205521268	0.003998986923312761	0.002665991282208507	0.015995947693251043	0.002665991282208507	0.017328943334355296	0.0013329956411042535	0.002665991282208507	0.005331982564417014	0.0013329956411042535	0.003998986923312761	0.002665991282208507	0.01866193897545955	0.006664978205521268	0.0013329956411042535	0.0	0.013329956411042536	0.002665991282208507	0.0	0.005331982564417014	0.0013329956411042535	0.005331982564417014	0.002665991282208507	0.003998986923312761	0.0013329956411042535	0.005331982564417014	0.005331982564417014	0.011996960769938282	0.007997973846625522	0.007997973846625522	0.002665991282208507	0.005331982564417014	0.002665991282208507	0.009330969487729775	0.011996960769938282	0.0013329956411042535	0.010663965128834028	0.006664978205521268	0.007997973846625522	0.006664978205521268	0.007997973846625522	0.003998986923312761	0.007997973846625522	0.005331982564417014	0.002665991282208507	0.003998986923312761	0.003998986923312761	0.0013329956411042535	0.007997973846625522	0.025326917180980818	0.006664978205521268	0.011996960769938282	0.003998986923312761	0.007997973846625522	0.003998986923312761	0.005331982564417014	0.006664978205521268	0.010663965128834028	0.021327930257668055	0.005331982564417014	0.005331982564417014	0.015995947693251043	0.009330969487729775	0.006664978205521268	0.007997973846625522	0.021327930257668055	0.017328943334355296	0.013329956411042536	0.01866193897545955	0.010663965128834028	0.03599088230981485	0.01866193897545955	0.006664978205521268	0.03465788666871059	0.006664978205521268	0.023993921539876565	0.003998986923312761	0.011996960769938282	0.005331982564417014	0.013329956411042536	0.013329956411042536	0.02665991282208507	0.009330969487729775	0.01466295205214679	0.011996960769938282	0.011996960769938282	0.017328943334355296	0.009330969487729775	0.01466295205214679	0.009330969487729775	0.005331982564417014	0.019994934616563802	0.01466295205214679	0.025326917180980818	0.05331982564417014	0.019994934616563802	0.011996960769938282	0.027992908463189324	0.04132286487423186	0.0373238779509191	0.01866193897545955	0.015995947693251043	0.04132286487423186	0.0973086818006105	0.13996454231594663	2.0621442567882804	4.394886628720724	0.04132286487423186	0.011996960769938282	0.04665484743864887	0.08131273410735947	1.5689358695797067	1.576933843426332	12.503499113557897	0.12796758154600835	0.6798277769631693	12.631466695103907	0.25060318052759967	2.311414441674776	0.10797264692944454	0.6238419600367907	10.381370052919927	9.321638518242045	10.249403484450607	4.092296618190058	15.652034817846145	9.641557472107067
