Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
V350082740_L01_01-01_1	1.0	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	1.5	2.0	4.0	6.0	5.0	5.0	14.0	55.5	256.0	3244.5	27870.0	30259.5	26086.0	43185.5	37681.0	38026.0	65414.5	96869.5	102571.0	86831.5	75984.5	79358.0	71324.5	57584.0	55116.5	43403.0	27322.0	20969.0	31147.5	37079.0	29339.5	15962.5	3179.5	756.5	848.0	737.0	476.0	374.5	97.0	51.5	36.5	21.0	11.0	8.0	5.5	3.0	2.5	4.5	6.0	7.5	7.5	3.0	0.0	1.0	1.5	0.5	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V350082740_L01_01-01_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.5	1.5	2.0	1.0	0.0	0.0	0.0	1.5	2.5	1.0	2.5	5.0	8.0	52.0	1253.5	1595.5	3379.0	34614.0	36580.0	10102.5	20006.5	52677.5	53374.5	58136.5	87834.5	88661.5	82320.5	69219.0	70760.5	75950.5	70447.5	54609.5	37254.0	35231.0	30136.5	22581.0	20502.0	12403.5	5152.0	17454.0	17540.5	7400.5	13521.5	10714.5	2977.5	3017.5	1616.5	303.0	88.5	36.5	22.5	21.5	11.0	5.0	4.5	3.0	0.5	1.0	3.5	9.5	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V350082740_L01_02-02_1	4.0	2.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.5	1.0	2.5	5.5	8.5	9.0	18.0	61.5	376.5	5026.0	49154.5	53817.5	37524.0	61111.5	55107.5	54669.5	76785.0	104584.0	114934.0	105123.0	131398.0	146255.5	97848.0	63551.0	73423.0	75949.5	49411.0	29815.5	60469.0	69623.5	48025.0	31168.0	7248.0	1606.5	2200.0	2162.5	724.5	184.5	106.5	72.5	52.5	31.0	19.0	9.5	6.5	4.5	0.5	2.0	4.0	16.5	21.0	9.0	3.0	8.5	8.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V350082740_L01_02-02_2	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	1.5	1.0	0.0	0.0	1.0	2.5	2.5	1.5	3.0	4.0	2.0	2.5	3.0	1.5	4.5	8.5	38.5	1297.0	1661.5	3820.0	50627.0	54335.0	12837.0	30735.5	75414.5	69094.5	61855.0	87868.5	95443.0	97777.0	79379.5	76124.0	86225.5	93299.0	83907.0	66500.0	68992.0	75036.5	55631.0	43790.0	32332.5	8907.5	25594.0	27767.5	14821.0	56200.5	53644.5	9194.0	5830.5	2898.0	492.5	126.5	70.5	39.5	24.5	12.0	12.5	13.0	8.0	4.0	4.0	5.5	19.0	16.0	1.0	0.5	0.5	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V350082740_L01_03-03_1	0.0	1.0	1.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	3.5	5.0	6.0	12.0	14.5	20.5	36.5	117.5	159.5	139.0	265.5	459.5	545.0	815.0	1274.5	1793.0	2005.0	1989.5	2602.5	3082.0	4723.5	6669.5	11496.0	17828.0	18820.0	24842.5	69023.0	105280.5	103567.5	79009.5	39757.5	21764.0	20495.0	29481.0	24638.0	14176.5	20941.0	16920.0	10484.0	45075.5	49417.5	12823.0	2798.0	1357.5	1468.5	3454.5	23083.0	157014.5	180810.0	50338.5	12376.5	39994.0	37122.0	3793.0	372.5	64.0	18.5	7.0	3.0	2.5	1.5	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V350082740_L01_03-03_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.5	1.0	0.5	3.5	5.0	8.5	15.0	18.0	41.5	53.5	67.5	218.0	261.5	199.0	289.0	625.0	794.0	1065.0	1347.0	1422.5	1758.5	2047.5	3095.0	4390.5	6209.5	14306.5	18861.0	29371.0	41971.5	111418.5	124801.5	56288.5	40716.0	30821.0	20187.0	18439.5	23505.0	19553.0	13555.5	25465.5	25234.5	9083.5	4081.5	11331.0	46437.0	45987.0	15272.5	35438.0	39061.0	13234.0	5138.0	8063.5	49054.0	169960.5	149761.0	27194.0	5829.5	1891.0	788.5	346.0	145.0	61.5	30.5	15.0	9.5	6.5	3.5	3.0	2.0	0.5	0.5	0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V350082740_L01_04-04_1	9.0	6.5	2.0	1.0	1.0	0.0	0.0	0.5	1.0	0.5	0.0	0.0	0.5	0.5	0.0	0.0	1.0	2.5	4.0	5.5	11.5	18.5	28.0	54.5	110.0	255.0	955.5	11184.0	71439.0	89229.5	112297.5	184664.5	200436.0	229930.5	356110.0	516877.0	569355.0	508156.5	431363.5	451236.0	416239.5	327446.0	296775.0	232219.5	168912.0	138498.0	185675.5	224538.5	160728.5	68198.5	14512.0	4071.0	4756.5	4348.0	3075.0	2447.5	1095.0	689.0	467.5	2367.5	2573.5	561.5	109.0	58.0	65.5	152.5	1154.0	9722.0	11595.5	3275.5	658.5	2230.5	2089.5	171.0	19.5	4.5	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V350082740_L01_04-04_2	0.0	0.0	0.0	0.5	0.5	0.5	1.0	1.0	1.0	1.5	1.5	0.5	0.0	0.5	1.0	2.0	2.0	2.0	2.5	3.5	5.5	6.0	11.0	24.5	269.5	6321.5	8053.0	14489.0	77863.5	81795.5	50407.5	106436.0	280287.5	309606.0	340481.0	471519.0	488385.0	516229.0	457326.5	430649.0	445279.5	416843.0	327685.5	207110.0	179097.5	142213.5	100333.5	116172.5	77003.5	29500.0	72574.5	69879.0	30327.5	55241.0	45052.0	12325.5	12204.0	7416.5	1393.0	363.5	427.0	2470.0	2531.5	662.0	1987.5	2234.5	655.0	209.0	375.5	3092.0	11213.0	9499.5	1263.0	246.0	90.5	42.0	24.5	12.5	4.5	2.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V350082740_L01_05-05_1	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	2.0	3.0	7.0	14.5	26.0	39.0	106.5	574.5	7302.5	47188.0	55100.0	67917.5	108478.0	110209.0	121478.5	192182.0	283202.5	303094.5	256424.0	227139.0	247212.0	218109.5	169373.0	154128.5	114984.0	80810.0	73874.5	104576.5	116843.0	78959.5	36679.0	7398.0	2025.0	2058.5	1757.0	1346.0	1108.0	350.0	182.5	115.5	214.5	218.5	66.5	25.0	21.0	22.5	37.0	201.5	484.0	394.5	107.0	38.0	134.0	124.0	11.0	2.0	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
