Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
V350082740_L01_01-01_1	35.3942	34.9466	35.3359	35.1844	35.2919	34.9035	35.3818	35.3061	35.5541	35.3078	35.1184	35.322	35.3287	35.2162	35.1458	35.5048	35.2148	35.2601	35.2045	35.3	35.1904	35.3427	35.3002	34.9779	35.3916	35.3885	35.312	35.2104	35.1997	35.3085	35.1602	35.2236	35.3383	35.4057	35.4295	35.4853	35.5377	35.3972	35.482	35.5075	35.4927	35.4838	35.5217	35.4072	35.471	35.3978	35.3452	35.4122	35.3948	35.4395	35.4731	35.3694	35.3721	35.5882	35.4294	35.4401	35.3162	35.3777	35.4388	35.2812	35.382	35.4398	35.4148	35.3765	35.1636	35.3953	35.3396	35.3675	35.405	35.3731	35.2689	35.464	35.3345	35.3929	35.3435	35.3299	35.3584	35.3576	35.3858	35.2241	35.1667	35.1051	35.2812	35.1535	35.0131	35.0772	35.1475	35.0178	35.1751	35.2123	35.106	35.2731	35.1006	34.7172	35.1189	34.9564	34.9739	35.1222	35.0408	34.9527
V350082740_L01_02-02_1	35.7818	35.3102	35.6482	35.5562	35.6871	35.3769	35.7333	35.659	35.8416	35.6382	35.5006	35.6456	35.5989	35.6727	35.5335	35.8919	35.5758	35.6475	35.6577	35.7356	35.5484	35.7421	35.7893	35.3473	35.7833	35.7742	35.5792	35.5474	35.5564	35.7117	35.5686	35.511	35.7274	35.708	35.8036	35.8125	35.8698	35.7598	35.8564	35.8393	35.8357	35.7467	35.7471	35.739	35.7661	35.7296	35.6285	35.7581	35.7386	35.7714	35.8139	35.7164	35.7239	35.9221	35.7308	35.7704	35.6899	35.6638	35.7557	35.4682	35.6592	35.7301	35.7375	35.5784	35.4666	35.6633	35.6828	35.7417	35.768	35.6897	35.6816	35.8158	35.6294	35.714	35.6469	35.6516	35.585	35.6294	35.6708	35.4933	35.4703	35.3597	35.6204	35.4242	35.428	35.4179	35.4825	35.3819	35.4584	35.5367	35.5259	35.5182	35.3076	35.0823	35.4704	35.0036	35.3451	35.3903	35.3919	35.1292
V350082740_L01_03-03_1	35.4356	35.0969	35.0497	35.5308	35.4727	35.7389	35.2875	34.7049	35.2089	34.7897	35.3899	34.4125	35.0738	35.0635	34.9614	35.2839	34.8659	34.5776	35.136	35.1371	35.1847	33.3893	35.3409	35.2394	34.8367	34.934	34.9023	35.0312	34.51	35.0919	34.4834	34.4665	35.0945	35.0537	35.1166	34.7086	35.2074	34.5935	34.3431	34.5081	34.9947	34.6187	34.7415	34.4973	33.4474	34.7508	34.8775	34.7235	34.825	34.6603	34.8643	34.6586	34.8824	34.255	32.492	33.8734	34.5013	34.1146	33.3555	34.599	33.3887	33.6409	34.1832	34.425	33.69	34.4744	33.4722	32.7335	33.8188	34.4411	34.0694	33.9254	33.95	34.6441	33.7445	33.9394	34.4058	34.2503	34.0705	33.2775	33.8295	32.0726	33.9408	33.7607	34.4183	32.9131	34.2638	33.2373	32.9595	32.8543	33.5578	33.3061	33.4079	34.0745	33.3295	32.7344	33.662	30.4349	32.8003	33.511
V350082740_L01_04-04_1	35.7875	35.4265	35.7324	35.6285	35.6861	35.4656	35.7741	35.6967	35.8709	35.694	35.5868	35.7236	35.7481	35.6072	35.505	35.8636	35.5927	35.7218	35.58	35.7322	35.6044	35.6828	35.7088	35.5376	35.7898	35.7613	35.7146	35.6992	35.6765	35.6326	35.6604	35.6445	35.7539	35.7527	35.7832	35.8198	35.8433	35.7134	35.8069	35.8501	35.8229	35.7791	35.8519	35.7244	35.7761	35.7437	35.7472	35.77	35.7865	35.7452	35.7891	35.7318	35.7345	35.8485	35.7241	35.7234	35.6827	35.691	35.7871	35.6015	35.7191	35.7544	35.735	35.7389	35.6027	35.7619	35.6691	35.6927	35.73	35.6608	35.6094	35.7571	35.6621	35.7242	35.6345	35.6495	35.6587	35.633	35.7609	35.5742	35.5344	35.4904	35.5965	35.5591	35.4207	35.5047	35.4874	35.4569	35.5058	35.478	35.3675	35.5773	35.4203	35.1476	35.4103	35.3289	35.4144	35.3776	35.367	35.2584
V350082740_L01_05-05_1	35.7868	35.4198	35.7398	35.6321	35.6975	35.4322	35.7854	35.711	35.891	35.7004	35.5777	35.7382	35.7609	35.6274	35.5041	35.8855	35.6126	35.7185	35.5906	35.7464	35.6244	35.6918	35.7092	35.4871	35.8008	35.7825	35.7253	35.6971	35.6724	35.677	35.6744	35.6348	35.7354	35.7615	35.803	35.8368	35.8729	35.7501	35.8277	35.8744	35.8466	35.794	35.8674	35.7386	35.8039	35.7497	35.7497	35.7692	35.8134	35.7769	35.817	35.7455	35.7866	35.8865	35.7742	35.7567	35.696	35.6908	35.8194	35.6333	35.7568	35.7823	35.7662	35.7522	35.6329	35.7838	35.7009	35.7191	35.7643	35.7006	35.634	35.7994	35.7098	35.7568	35.6602	35.6805	35.6651	35.6294	35.7729	35.6276	35.5475	35.5272	35.6179	35.565	35.4159	35.5336	35.501	35.4812	35.5549	35.5111	35.4166	35.6327	35.4176	35.1149	35.4591	35.3275	35.4407	35.4605	35.4028	35.2626
V350082740_L01_06-06_1	35.9378	35.5582	35.8786	35.7764	35.8429	35.6003	35.9147	35.8639	36.0353	35.837	35.7529	35.8708	35.9063	35.7599	35.6764	36.0239	35.7548	35.8764	35.7452	35.8805	35.7834	35.8349	35.8366	35.655	35.9341	35.9257	35.8744	35.8299	35.8235	35.8114	35.8064	35.7746	35.8903	35.9154	35.9248	35.9853	36.0116	35.8805	35.9596	35.9966	35.9831	35.936	36.0207	35.8912	35.9628	35.8946	35.8938	35.9208	35.937	35.9208	35.948	35.8693	35.8847	36.0278	35.8653	35.8854	35.8206	35.8529	35.9575	35.7588	35.8685	35.9156	35.8814	35.882	35.7738	35.8877	35.8149	35.8508	35.8791	35.8363	35.7557	35.9025	35.8253	35.8783	35.8127	35.797	35.817	35.784	35.8806	35.7434	35.6871	35.6485	35.7756	35.6973	35.4997	35.6386	35.6217	35.6078	35.67	35.6462	35.5469	35.7537	35.553	35.2661	35.5853	35.4597	35.5312	35.5952	35.5092	35.4225
V350082740_L01_07-07_1	35.5308	35.141	35.4851	35.3458	35.4383	35.1327	35.5216	35.4426	35.6728	35.4504	35.2953	35.4809	35.5085	35.3099	35.214	35.6352	35.3459	35.4407	35.2616	35.4708	35.3471	35.4357	35.4356	35.2153	35.5313	35.531	35.4691	35.4031	35.3772	35.3773	35.3883	35.4131	35.4738	35.5171	35.5454	35.5851	35.6184	35.4705	35.5626	35.615	35.5876	35.5586	35.6491	35.4815	35.5579	35.4786	35.4828	35.5054	35.5328	35.508	35.5446	35.4815	35.508	35.626	35.5164	35.4958	35.4025	35.4388	35.5674	35.3556	35.4787	35.5101	35.4912	35.4881	35.2984	35.5123	35.4225	35.4304	35.4831	35.4074	35.35	35.5335	35.448	35.4928	35.3904	35.4301	35.4354	35.3636	35.5339	35.3131	35.2619	35.2415	35.3455	35.2538	35.075	35.2156	35.2117	35.1447	35.2449	35.2313	35.1035	35.3059	35.1579	34.7844	35.1495	35.0971	35.1136	35.144	35.0572	34.9634
V350082740_L01_08-08_1	35.124	34.662	35.1109	34.9593	35.0107	34.6899	35.1579	35.0769	35.3435	35.1118	34.8715	35.0898	35.0803	34.8992	34.8535	35.2709	34.9528	35.0365	34.9471	35.0487	34.9681	35.0832	35.0016	34.7673	35.1595	35.1383	35.0926	35.0285	34.9842	35.0656	34.9636	35.0232	35.1163	35.2068	35.2058	35.2651	35.304	35.1642	35.2213	35.2711	35.2726	35.2485	35.3499	35.1701	35.2746	35.2092	35.1318	35.1912	35.1503	35.2257	35.2428	35.1628	35.137	35.3744	35.1738	35.1963	35.0644	35.1563	35.2025	35.0358	35.1692	35.2092	35.2114	35.1777	35.0109	35.1446	35.1002	35.1252	35.1508	35.1228	35.0376	35.2033	35.1263	35.1667	35.1174	35.1076	35.151	35.1319	35.1851	34.998	34.9487	34.8639	35.0762	34.9878	34.7518	34.8603	34.8929	34.8145	34.8893	34.9553	34.8068	35.0533	34.9184	34.4831	34.8379	34.7588	34.7538	34.8986	34.7737	34.7423
V350082740_L01_09-09_1	35.2217	34.789	35.2222	35.064	35.1211	34.7728	35.2461	35.1655	35.4466	35.2055	34.9776	35.2059	35.1777	35.0579	35.017	35.3487	35.0759	35.1138	35.0727	35.1411	35.0814	35.2281	35.1157	34.8592	35.2868	35.2522	35.2082	35.1449	35.0773	35.1886	35.0294	35.0844	35.1875	35.2712	35.2785	35.3522	35.4123	35.267	35.3318	35.3478	35.3413	35.353	35.4338	35.2846	35.3743	35.2899	35.2382	35.2543	35.2398	35.3117	35.3129	35.215	35.2224	35.4535	35.2805	35.2864	35.1579	35.2257	35.2935	35.1534	35.2458	35.3076	35.2853	35.2784	35.1196	35.2523	35.1967	35.2102	35.2374	35.2289	35.1415	35.2875	35.1747	35.2766	35.2122	35.1825	35.222	35.2055	35.2445	35.0717	35.0159	34.9817	35.1238	35.0494	34.867	34.9322	35.014	34.9628	34.9999	35.056	34.9258	35.1522	34.9876	34.6241	34.9389	34.8762	34.8191	35.0009	34.906	34.8942
V350082740_L01_10-10_1	35.6747	35.2677	35.6215	35.4621	35.5611	35.2813	35.6293	35.6062	35.781	35.5527	35.4171	35.5805	35.617	35.4434	35.3981	35.7586	35.458	35.578	35.4632	35.571	35.4752	35.5242	35.5328	35.3334	35.6711	35.6222	35.5904	35.5626	35.5221	35.5387	35.5119	35.4855	35.6174	35.6267	35.6787	35.7115	35.7517	35.602	35.6705	35.7318	35.7256	35.699	35.7787	35.6419	35.7096	35.6171	35.6335	35.6691	35.6543	35.6537	35.6927	35.6151	35.6032	35.7875	35.6109	35.629	35.5633	35.6019	35.7013	35.4906	35.6095	35.6612	35.6201	35.5774	35.4764	35.6662	35.5506	35.5725	35.5785	35.5282	35.486	35.6491	35.5766	35.6079	35.57	35.5308	35.5412	35.5331	35.5965	35.4785	35.4219	35.379	35.4868	35.467	35.2627	35.3963	35.3372	35.34	35.4186	35.3928	35.2919	35.4793	35.2883	35.0139	35.3001	35.1601	35.2365	35.3125	35.2799	35.175
