Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
V350082740_L01_01-01_1	35.3638	34.6209	35.0493	35.311	35.2972	35.1819	35.1127	35.0719	34.9108	34.9023	34.9575	34.8376	34.9869	35.1511	35.229	34.8488	34.8469	34.8657	34.7928	34.6319	34.6853	34.9001	34.6665	34.9693	34.6752	35.1532	34.832	35.1379	34.8827	34.8085	34.6382	34.5913	35.0029	34.7677	35.0593	34.9015	35.0712	34.9829	35.1527	34.725	34.9225	34.9838	34.5485	34.8508	34.5301	34.736	34.6978	34.8027	34.7397	35.0189	34.7395	34.6837	34.8893	34.619	34.6071	34.7531	34.8762	34.9633	34.7402	34.6812	34.8457	34.5869	34.6678	34.7348	34.5264	34.5502	34.5551	34.8681	34.8051	34.3349	34.3848	34.7415	34.5097	34.1353	34.4276	34.7068	34.5427	34.4476	34.5054	34.3231	34.5001	34.5472	34.4911	34.4106	34.7025	34.2751	34.2092	34.1993	34.2017	34.2725	34.4501	34.3213	34.3657	34.0009	34.3241	34.3282	34.3693	34.1782	34.2571	34.2892
V350082740_L01_02-02_1	35.4933	34.7692	35.1402	35.5604	35.5572	35.3925	35.4068	35.4422	35.2201	35.2728	35.2697	35.2273	35.2767	35.4532	35.5505	35.1965	35.2592	35.2714	35.1306	35.023	35.0337	35.2612	34.9857	35.3356	35.1121	35.5672	35.2414	35.6049	35.2409	35.2914	35.0989	35.2121	35.4917	35.2482	35.3885	35.2436	35.3943	35.2224	35.611	35.1976	35.4028	35.4033	34.6954	35.3952	34.8623	35.211	35.1599	35.3288	35.2862	35.5244	35.2931	35.2284	35.3841	35.1124	35.2376	35.3379	35.4364	35.545	35.3247	35.2959	35.3064	35.1451	35.2868	35.2716	35.1794	35.0086	34.9898	35.3551	35.2772	34.973	35.0225	35.1864	35.1696	34.6637	35.0263	35.1677	35.2364	35.067	35.0975	34.8959	35.0798	35.1205	35.143	35.0184	35.2817	34.9035	34.8548	34.7865	34.658	34.9416	34.958	34.8796	34.8734	34.6724	34.9694	34.9706	34.8699	34.7483	34.9529	34.876
V350082740_L01_03-03_1	36.03	35.9224	36.1738	35.979	36.1684	36.1395	34.9099	36.0409	36.0288	36.0866	36.039	35.9724	34.0088	35.9905	35.8291	35.7758	35.989	35.9281	35.9927	36.0622	35.6623	35.9255	35.9537	36.1051	35.6879	35.8513	35.0584	35.6325	35.0619	35.2814	35.9381	35.6131	35.6075	35.8274	35.7419	35.9952	35.9662	35.8662	35.7743	35.7171	35.5336	35.8245	35.6143	35.4321	35.881	35.4787	35.477	35.9382	35.5573	35.938	35.353	35.3716	36.0228	35.9129	35.6926	35.8517	35.7216	35.855	35.5809	35.4319	35.2501	35.8121	35.9498	35.8231	34.7451	35.3102	34.0231	35.69	35.401	35.764	35.5376	35.5857	35.3927	35.3896	35.3731	35.5956	35.614	35.2195	35.9411	34.9458	35.3239	35.0283	34.7	35.4342	34.4865	35.2869	35.5121	35.3095	35.6811	35.0829	34.3558	35.1891	35.3185	35.3071	35.1578	34.2587	35.4657	35.2304	34.8402	34.9244
V350082740_L01_04-04_1	35.5222	34.9229	35.4236	35.5521	35.5981	35.5155	35.5168	35.4992	35.3144	35.3353	35.4314	35.2028	35.4241	35.5576	35.5999	35.2913	35.3242	35.3848	35.2279	35.1976	35.194	35.4192	35.2612	35.4587	35.2257	35.6119	35.3054	35.5877	35.4153	35.2971	35.2135	35.2112	35.4553	35.3279	35.522	35.406	35.5066	35.3588	35.5744	35.2007	35.3526	35.4316	35.2592	35.3515	35.2102	35.2956	35.34	35.363	35.2103	35.4754	35.2318	35.2009	35.4151	35.1856	35.1443	35.3091	35.3653	35.4404	35.2916	35.2704	35.3688	35.2146	35.2275	35.3049	35.1235	35.2733	35.2525	35.478	35.4064	34.9186	34.9514	35.2751	35.1338	34.791	35.0632	35.2551	35.0989	35.0427	35.1928	34.975	35.1421	35.244	35.1557	35.0043	35.2423	34.8873	34.9463	34.8957	34.8703	34.9754	35.1107	34.9821	35.034	34.7521	35.0056	34.9133	34.9985	34.9498	34.9255	34.9938
V350082740_L01_05-05_1	35.5801	34.9595	35.3894	35.5882	35.6546	35.5074	35.5207	35.5052	35.3295	35.3282	35.3818	35.2574	35.4089	35.548	35.5919	35.2684	35.3119	35.4163	35.2375	35.2085	35.2058	35.43	35.241	35.4455	35.2175	35.6084	35.2818	35.5659	35.4122	35.282	35.2075	35.1918	35.4713	35.3044	35.5099	35.4049	35.5005	35.3763	35.5675	35.1859	35.3698	35.4254	35.1988	35.3593	35.2348	35.2945	35.2884	35.3197	35.1548	35.4624	35.2005	35.1836	35.407	35.1399	35.0629	35.278	35.3708	35.4363	35.2176	35.2013	35.317	35.1836	35.2059	35.2885	35.1145	35.2352	35.2187	35.4461	35.3794	34.8571	34.8389	35.2574	35.1159	34.6904	35.0064	35.207	35.015	35.0208	35.0948	34.916	35.0846	35.1976	35.0976	34.9469	35.2273	34.8821	34.8551	34.8484	34.8192	34.9267	35.0603	34.9022	34.9505	34.6735	34.9514	34.842	34.9485	34.8485	34.8338	34.8945
V350082740_L01_06-06_1	35.576	34.8637	35.3063	35.4867	35.4694	35.3593	35.3417	35.2938	35.135	35.0935	35.1711	34.9743	35.1832	35.3455	35.4223	35.0586	35.0557	35.1421	35.025	34.8909	34.9994	35.2022	35.0155	35.186	34.9322	35.3891	35.0137	35.3735	35.1687	35.006	34.956	34.8902	35.2442	34.9947	35.2934	35.1702	35.3101	35.1601	35.3517	34.91	35.0926	35.1809	34.988	35.0944	34.935	35.0292	35.051	35.0894	34.9405	35.2553	34.9204	34.9119	35.1804	34.9172	34.7968	34.9423	35.0984	35.1783	34.9789	34.9417	35.127	34.8601	34.9156	35.0201	34.7852	34.9525	34.8876	35.1594	35.0782	34.5354	34.606	34.9799	34.775	34.4015	34.6635	34.9626	34.7489	34.6706	34.714	34.6413	34.7893	34.9051	34.7341	34.6112	34.9373	34.5269	34.4943	34.5658	34.4046	34.5829	34.7514	34.5593	34.6625	34.2686	34.5692	34.5053	34.5301	34.4553	34.52	34.543
V350082740_L01_07-07_1	35.3716	34.6699	35.2032	35.4057	35.4484	35.3229	35.3619	35.3344	35.1347	35.1576	35.2345	35.0407	35.2477	35.3873	35.4613	35.1342	35.1289	35.204	35.0451	35.0078	35.013	35.2602	35.0079	35.2474	35.0205	35.4208	35.0902	35.3848	35.215	35.0757	34.9929	34.9728	35.2696	35.1044	35.3002	35.2225	35.3304	35.2366	35.3903	35.0198	35.1684	35.2246	34.9759	35.1299	34.9269	35.0492	35.0512	35.0725	34.9283	35.2668	34.9941	34.9418	35.2007	34.894	34.8195	35.0415	35.1758	35.2474	34.9824	34.9927	35.1084	34.9756	34.9455	35.0659	34.8903	34.9869	35.0165	35.2182	35.142	34.5946	34.6214	35.0684	34.8624	34.3956	34.7712	34.9955	34.8044	34.8346	34.8509	34.6838	34.8629	34.9845	34.8405	34.7287	35.0435	34.6846	34.6632	34.6391	34.6408	34.682	34.8173	34.6842	34.6836	34.4346	34.7211	34.6301	34.7651	34.6856	34.6151	34.7113
V350082740_L01_08-08_1	35.2134	34.5425	35.0856	35.3017	35.3331	35.2379	35.2263	35.2074	35.0397	35.0222	35.1498	34.8995	35.1325	35.2603	35.3776	34.9868	34.9646	35.0329	34.9131	34.8344	34.8621	35.1066	34.905	35.1435	34.8701	35.3016	34.9841	35.2596	35.0972	34.9518	34.8239	34.8074	35.1507	34.9966	35.2328	35.0933	35.2293	35.1499	35.3005	34.9729	35.1036	35.1658	34.8669	35.075	34.8204	34.9415	34.9344	34.9626	34.8784	35.1953	34.9366	34.8799	35.0616	34.8453	34.7369	34.8923	34.9993	35.0945	34.9535	34.9511	35.0624	34.8524	34.8898	34.9492	34.7795	34.922	34.8617	35.0853	35.0675	34.5378	34.5711	34.9455	34.7708	34.4066	34.6822	34.9333	34.7347	34.7243	34.7613	34.6011	34.7989	34.8336	34.738	34.6635	34.8672	34.5613	34.5816	34.5463	34.5181	34.5818	34.7413	34.6005	34.6226	34.3615	34.6373	34.6097	34.7077	34.5247	34.5057	34.6553
V350082740_L01_09-09_1	35.144	34.5224	35.0875	35.3106	35.3596	35.248	35.275	35.2247	35.0896	35.0498	35.1606	34.9526	35.1619	35.3154	35.391	35.0278	35.0331	35.1098	34.9434	34.9127	34.9258	35.1742	34.951	35.2158	34.9261	35.3929	35.0073	35.2958	35.1819	35.0389	34.8981	34.8875	35.2131	35.0531	35.2831	35.1524	35.2876	35.2207	35.3629	35.036	35.1738	35.2301	34.9652	35.162	34.9281	34.9717	35.0099	35.0555	34.9802	35.2909	35.0221	34.973	35.1132	34.9455	34.8758	35.0246	35.1427	35.1696	35.0637	35.0535	35.1386	34.9505	34.996	35.0356	34.9168	34.9946	34.9651	35.1914	35.1949	34.6753	34.7133	35.0551	34.9171	34.5073	34.7886	35.0211	34.8202	34.8377	34.8788	34.7449	34.9416	34.9791	34.8945	34.8158	35.0078	34.6843	34.6755	34.7089	34.6898	34.7359	34.9006	34.7294	34.7702	34.5124	34.7914	34.7363	34.8397	34.6709	34.6793	34.8006
V350082740_L01_10-10_1	35.5254	34.9609	35.3885	35.5368	35.5697	35.4641	35.4836	35.4327	35.2571	35.2975	35.3493	35.1709	35.3282	35.4818	35.541	35.2197	35.2059	35.3214	35.1951	35.1317	35.1535	35.3667	35.1914	35.3492	35.1603	35.5292	35.2341	35.5189	35.3383	35.2049	35.1185	35.0605	35.3742	35.175	35.4155	35.3343	35.4376	35.3373	35.4906	35.1097	35.2366	35.3453	35.1586	35.2972	35.1594	35.208	35.2071	35.2487	35.108	35.4244	35.1498	35.0825	35.2831	35.052	34.9558	35.1332	35.2845	35.3607	35.1323	35.1067	35.244	35.0316	35.0837	35.186	35.0265	35.1472	35.1473	35.3123	35.254	34.703	34.7677	35.1537	34.9781	34.6664	34.8959	35.1336	34.9484	34.9321	34.9727	34.82	35.0156	35.0949	34.9869	34.8505	35.0808	34.7819	34.7702	34.7291	34.6376	34.7849	34.9491	34.8237	34.8813	34.5246	34.863	34.6977	34.784	34.7253	34.7147	34.7863
