,cluster1,cluster2,cluster3
23692,1.0,,
23858,1.0,3.0,4.0
23972,1.0,,
23977,1.0,1.0,2.0
24181,1.0,,
24316,1.0,,1.0
24320,1.0,2.0,
24550,2.0,1.0,2.0
24574,2.0,,
24731,1.0,1.0,
24952,1.0,1.0,5.0
24986,1.0,2.0,1.0
25380,1.0,,
25571,1.0,1.0,1.0
25578,2.0,1.0,5.0
25688,1.0,5.0,8.0
26071,1.0,,1.0
26104,1.0,2.0,3.0
26133,1.0,,1.0
26161,1.0,4.0,4.0
26164,1.0,1.0,
26228,1.0,,
26572,1.0,,1.0
26601,1.0,1.0,
26728,1.0,,4.0
26753,1.0,,
26801,1.0,,1.0
26862,1.0,,
26942,1.0,,1.0
26979,2.0,2.0,1.0
27009,1.0,2.0,3.0
27092,1.0,,
27119,1.0,,
27467,1.0,2.0,2.0
27476,2.0,1.0,1.0
27488,1.0,,3.0
27752,1.0,,1.0
27893,1.0,1.0,1.0
27962,3.0,1.0,4.0
28031,2.0,1.0,
28093,1.0,,2.0
28123,1.0,,3.0
28651,2.0,1.0,
28697,2.0,2.0,2.0
28760,1.0,,1.0
28806,2.0,1.0,
28819,2.0,1.0,2.0
28836,2.0,1.0,1.0
28866,1.0,,
28919,1.0,1.0,1.0
28988,1.0,,
29090,2.0,1.0,1.0
29135,2.0,,1.0
29160,1.0,,
29187,2.0,2.0,1.0
29353,2.0,1.0,2.0
29386,2.0,1.0,2.0
29420,2.0,,
29451,3.0,2.0,1.0
29482,1.0,,
29560,2.0,2.0,1.0
29686,2.0,1.0,5.0
10,1.0,,
17,1.0,2.0,1.0
18,1.0,1.0,2.0
20,1.0,,
84,1.0,,
151,1.0,,
281,1.0,1.0,1.0
304,1.0,1.0,
371,1.0,,
403,1.0,,
573,1.0,,
857,1.0,,
928,1.0,,
1118,1.0,,
1235,1.0,3.0,1.0
1251,1.0,,
1268,1.0,1.0,
1276,1.0,,
1367,1.0,,1.0
1485,1.0,2.0,1.0
1495,1.0,,
1589,1.0,,1.0
1742,1.0,,
1751,1.0,,1.0
1836,1.0,1.0,
1933,1.0,2.0,2.0
1995,1.0,,2.0
2051,1.0,2.0,3.0
2399,1.0,2.0,1.0
2426,1.0,,
2528,1.0,,
2539,1.0,1.0,
2554,1.0,1.0,1.0
2555,1.0,,1.0
2561,1.0,,1.0
2571,1.0,,2.0
2600,1.0,1.0,1.0
2630,1.0,,
2678,1.0,1.0,5.0
2680,1.0,,1.0
2687,1.0,,
2691,1.0,,5.0
2695,1.0,1.0,4.0
2780,1.0,,1.0
2918,1.0,,
3041,1.0,,
3072,1.0,,
3105,1.0,2.0,2.0
3131,1.0,2.0,
3134,1.0,,1.0
3202,1.0,,
3351,1.0,1.0,2.0
3369,1.0,,3.0
4043,1.0,,
4080,1.0,,1.0
4099,1.0,,
4267,1.0,,
4317,1.0,,4.0
4331,1.0,,4.0
4434,1.0,,
4474,1.0,,
4508,1.0,1.0,
4511,1.0,,
4514,1.0,,3.0
4694,1.0,,
4754,1.0,,4.0
4757,1.0,,3.0
4809,1.0,,
5000,1.0,1.0,1.0
5003,1.0,,1.0
5276,1.0,1.0,3.0
5296,1.0,,1.0
5361,1.0,,1.0
5405,1.0,,
5600,1.0,2.0,1.0
5604,1.0,,1.0
5621,1.0,,
5754,1.0,,
5757,1.0,1.0,1.0
5779,1.0,1.0,2.0
5962,1.0,,
6041,1.0,1.0,4.0
6042,1.0,1.0,4.0
6044,1.0,1.0,4.0
6045,1.0,1.0,4.0
6046,2.0,3.0,8.0
6047,1.0,2.0,5.0
6052,1.0,1.0,2.0
6056,1.0,1.0,4.0
6058,1.0,1.0,4.0
6060,1.0,1.0,4.0
6062,1.0,1.0,4.0
6065,1.0,2.0,4.0
6159,1.0,,1.0
6195,1.0,,2.0
6231,1.0,,
6289,1.0,,
6295,1.0,1.0,1.0
6344,1.0,,1.0
6401,1.0,,
6432,2.0,,
6532,1.0,1.0,
6563,1.0,,1.0
6568,1.0,,1.0
6576,1.0,,2.0
6582,1.0,,2.0
6583,1.0,,1.0
6675,1.0,,
6696,1.0,,
6725,1.0,2.0,
6795,1.0,,
6983,1.0,,2.0
7091,1.0,,
7158,1.0,,2.0
7162,2.0,,
7244,2.0,,4.0
7252,1.0,,6.0
7454,1.0,,
7544,1.0,,1.0
7667,1.0,1.0,4.0
7823,1.0,,1.0
7876,1.0,1.0,4.0
7883,1.0,,4.0
7895,1.0,1.0,3.0
7899,1.0,1.0,3.0
7987,2.0,,
8011,1.0,1.0,
8164,1.0,,
8251,1.0,1.0,1.0
8363,1.0,,1.0
8464,1.0,,2.0
8578,1.0,,
8595,1.0,,
8702,1.0,,2.0
8886,1.0,,3.0
8901,1.0,,
8927,1.0,,1.0
9133,1.0,1.0,1.0
9237,1.0,1.0,1.0
9283,1.0,1.0,3.0
9349,1.0,,
9471,1.0,1.0,2.0
9551,1.0,,1.0
9569,1.0,2.0,
9584,1.0,,1.0
9615,1.0,,3.0
9617,1.0,,1.0
9671,1.0,1.0,1.0
9685,1.0,1.0,
9693,1.0,,1.0
9695,1.0,,
9838,1.0,1.0,
9929,1.0,,1.0
9998,1.0,1.0,1.0
10157,1.0,,3.0
10321,1.0,,
10341,1.0,,
10637,1.0,,1.0
10645,1.0,2.0,6.0
10658,1.0,1.0,4.0
10731,1.0,,
10748,1.0,,
10770,1.0,1.0,1.0
10887,1.0,,3.0
10892,1.0,1.0,
10914,1.0,,
10998,1.0,1.0,
11257,1.0,,
11267,1.0,1.0,1.0
11414,1.0,,
11436,1.0,,1.0
11532,1.0,,
11580,1.0,,
12052,1.0,,
12156,2.0,2.0,2.0
12409,1.0,1.0,2.0
12552,1.0,,1.0
12849,1.0,1.0,
12938,1.0,,
13053,1.0,,1.0
13095,2.0,1.0,4.0
13105,1.0,1.0,4.0
13148,1.0,,
13206,1.0,1.0,3.0
13207,1.0,,
13505,2.0,1.0,3.0
13533,1.0,1.0,2.0
13596,1.0,1.0,3.0
13639,1.0,1.0,
13939,1.0,,
13957,1.0,,1.0
14044,1.0,1.0,1.0
14649,1.0,,2.0
14750,1.0,,
14923,1.0,,2.0
15203,1.0,,
15285,1.0,1.0,2.0
15290,1.0,1.0,2.0
15292,1.0,,1.0
15800,1.0,2.0,5.0
15805,1.0,,3.0
15810,1.0,1.0,2.0
15819,1.0,1.0,4.0
15820,1.0,1.0,4.0
15822,1.0,1.0,4.0
15824,1.0,1.0,4.0
15826,1.0,2.0,4.0
15935,1.0,,1.0
16002,1.0,,1.0
16137,1.0,,
16182,1.0,,
16360,1.0,1.0,
16367,2.0,1.0,
16440,1.0,,
16507,1.0,1.0,4.0
16508,1.0,1.0,4.0
16515,1.0,1.0,4.0
16523,1.0,1.0,4.0
16526,1.0,1.0,4.0
16710,1.0,,1.0
16897,1.0,,1.0
16903,1.0,,
16912,2.0,2.0,2.0
16957,1.0,,2.0
17096,1.0,,
17197,1.0,,1.0
17231,1.0,,1.0
17302,1.0,,1.0
17304,1.0,1.0,
17555,1.0,,
17896,1.0,,
17938,1.0,,1.0
18049,1.0,2.0,5.0
18056,1.0,1.0,
18178,2.0,2.0,2.0
18355,1.0,,3.0
18361,1.0,,3.0
18374,1.0,,1.0
18382,1.0,1.0,1.0
18412,1.0,,1.0
18520,1.0,2.0,5.0
18525,1.0,,3.0
18530,1.0,2.0,3.0
18538,2.0,1.0,3.0
18724,1.0,,
18814,1.0,1.0,
18817,1.0,2.0,
18948,1.0,,1.0
18954,1.0,1.0,3.0
18985,1.0,,
19106,1.0,,1.0
19178,1.0,,1.0
19238,1.0,1.0,1.0
19245,1.0,1.0,
19300,1.0,1.0,5.0
19327,1.0,,
19534,1.0,,5.0
19536,1.0,,4.0
19604,1.0,,
19622,1.0,,
19627,1.0,,1.0
19645,1.0,1.0,1.0
19648,1.0,,2.0
19653,1.0,1.0,4.0
19849,1.0,2.0,
19870,1.0,2.0,
19912,1.0,,2.0
20019,1.0,,1.0
20111,1.0,,
20164,1.0,,
20224,1.0,1.0,
20248,1.0,,
20293,1.0,,
20307,1.0,,
20677,1.0,,
20730,1.0,,4.0
20746,1.0,,1.0
21133,1.0,,
21159,1.0,1.0,
21164,1.0,1.0,
21310,1.0,,
21444,1.0,1.0,4.0
21452,1.0,1.0,4.0
21454,1.0,1.0,4.0
21459,1.0,1.0,4.0
21490,1.0,1.0,4.0
21503,1.0,,
21648,1.0,,1.0
21686,1.0,,1.0
21719,1.0,,1.0
21732,1.0,,1.0
21917,1.0,,3.0
21926,1.0,,
21930,1.0,,
21952,1.0,,3.0
22049,1.0,,
22226,1.0,,
22336,1.0,1.0,2.0
22381,1.0,1.0,
22383,1.0,,
22704,1.0,1.0,5.0
22713,1.0,1.0,4.0
22718,1.0,1.0,4.0
22783,1.0,,
22814,1.0,2.0,4.0
22818,1.0,,
22883,1.0,1.0,4.0
22890,1.0,1.0,4.0
22893,1.0,3.0,7.0
22894,1.0,1.0,4.0
22895,1.0,1.0,4.0
22900,1.0,2.0,6.0
22901,1.0,1.0,4.0
22902,1.0,1.0,5.0
22903,1.0,1.0,3.0
22904,1.0,1.0,4.0
22906,1.0,1.0,1.0
22907,1.0,1.0,3.0
22908,1.0,1.0,4.0
22909,1.0,,3.0
22910,1.0,2.0,3.0
22912,1.0,,2.0
22913,1.0,,2.0
22914,1.0,,1.0
22915,1.0,,3.0
22918,1.0,1.0,3.0
22925,1.0,,1.0
22926,2.0,2.0,1.0
22933,1.0,,2.0
22940,1.0,,3.0
22943,1.0,,
23148,1.0,,
23161,1.0,2.0,
23349,1.0,1.0,4.0
23351,1.0,,4.0
23360,1.0,1.0,4.0
23367,1.0,1.0,4.0
23373,1.0,1.0,4.0
23376,1.0,,4.0
23478,1.0,,
23492,1.0,,1.0
23549,1.0,1.0,3.0
23577,1.0,,
23726,1.0,,
23735,1.0,,
23741,1.0,,
23795,1.0,,1.0
24134,1.0,1.0,2.0
24201,1.0,1.0,
24228,1.0,1.0,1.0
24280,1.0,2.0,
24285,1.0,,2.0
24290,1.0,,1.0
24293,1.0,,
24545,1.0,,
24649,1.0,1.0,3.0
24651,1.0,,1.0
24745,1.0,,1.0
24834,1.0,1.0,2.0
24836,1.0,,
24961,1.0,,4.0
24967,1.0,1.0,3.0
25244,1.0,1.0,
25318,1.0,1.0,1.0
25361,1.0,,
25516,1.0,1.0,1.0
25690,1.0,10.0,11.0
25730,1.0,8.0,11.0
25734,1.0,,
25757,1.0,,
25767,1.0,1.0,
25803,1.0,,
25805,1.0,1.0,2.0
25816,1.0,,1.0
25824,1.0,,2.0
25859,1.0,1.0,4.0
25899,1.0,,1.0
25944,1.0,,3.0
25979,1.0,,1.0
25993,1.0,1.0,
26024,1.0,,2.0
26155,1.0,,
26173,1.0,,1.0
26185,1.0,,
26305,2.0,,
26327,1.0,1.0,4.0
26332,1.0,2.0,5.0
26335,1.0,,1.0
26431,1.0,,1.0
26447,1.0,,1.0
26991,1.0,1.0,1.0
26998,1.0,1.0,
27059,1.0,1.0,
27147,1.0,2.0,
27170,1.0,1.0,
27223,1.0,,1.0
27225,1.0,,
27226,1.0,,
27228,1.0,,
27229,1.0,3.0,5.0
27233,1.0,3.0,6.0
27238,1.0,,2.0
27242,1.0,,1.0
27244,1.0,1.0,1.0
27245,1.0,,
27247,1.0,,1.0
27248,1.0,2.0,4.0
27366,1.0,2.0,4.0
27431,1.0,,1.0
27503,1.0,,
27526,1.0,,
27632,1.0,,2.0
27635,1.0,,1.0
27754,1.0,1.0,1.0
27758,1.0,,
27762,1.0,1.0,2.0
27831,1.0,1.0,2.0
28132,1.0,1.0,1.0
28183,1.0,,
28443,1.0,,
28476,2.0,1.0,2.0
28491,1.0,1.0,
28514,1.0,1.0,
28557,1.0,2.0,
28589,1.0,1.0,1.0
28609,1.0,1.0,
28638,1.0,2.0,
28663,1.0,2.0,
28681,1.0,3.0,2.0
28687,1.0,1.0,
28717,1.0,2.0,2.0
28728,2.0,1.0,1.0
28833,2.0,,
28944,1.0,,
28959,1.0,1.0,
28960,1.0,,
29022,1.0,1.0,
29157,1.0,,
29174,1.0,1.0,
29247,1.0,,1.0
29250,1.0,1.0,
29345,1.0,2.0,1.0
29484,1.0,1.0,2.0
29553,1.0,,3.0
29569,1.0,1.0,
29632,1.0,1.0,4.0
29634,2.0,2.0,4.0
29635,1.0,2.0,4.0
29663,1.0,1.0,5.0
29682,1.0,1.0,4.0
29683,2.0,1.0,5.0
29696,2.0,,
29766,1.0,,1.0
29853,2.0,1.0,
1379,1.0,,1.0
2727,1.0,1.0,1.0
22462,1.0,,1.0
26002,1.0,,
27131,1.0,2.0,
29085,1.0,1.0,
7065,1.0,2.0,1.0
13297,1.0,,
26588,3.0,,
26603,1.0,,1.0
1929,1.0,1.0,
2146,1.0,,
2177,1.0,1.0,
3145,1.0,,
3212,1.0,,1.0
3530,1.0,2.0,2.0
4428,2.0,2.0,3.0
8318,2.0,1.0,
9112,1.0,,1.0
11094,1.0,1.0,
11799,1.0,,1.0
13599,1.0,3.0,3.0
15846,1.0,1.0,1.0
17312,1.0,1.0,
18698,1.0,1.0,3.0
20217,1.0,,
28398,2.0,,
28419,1.0,,
29061,1.0,,1.0
29091,1.0,,
3404,1.0,1.0,2.0
6066,1.0,,1.0
7728,1.0,1.0,3.0
13377,1.0,2.0,2.0
14529,1.0,1.0,1.0
15879,1.0,1.0,5.0
19879,1.0,1.0,
21121,1.0,,1.0
23574,1.0,2.0,1.0
25106,1.0,1.0,1.0
29651,1.0,1.0,4.0
7586,1.0,9.0,4.0
9438,1.0,2.0,2.0
17004,1.0,,1.0
20077,1.0,,
22851,1.0,,1.0
27213,1.0,,1.0
139,1.0,2.0,1.0
174,1.0,1.0,
240,1.0,1.0,2.0
2086,1.0,,
2471,1.0,2.0,1.0
3759,1.0,1.0,4.0
4871,1.0,,
5820,1.0,1.0,5.0
6738,1.0,,
8960,1.0,1.0,
9690,1.0,2.0,2.0
10096,1.0,,
10364,1.0,,
12153,1.0,,1.0
15273,1.0,,
15279,1.0,1.0,
19868,1.0,,1.0
22638,1.0,,
22920,1.0,,3.0
22985,1.0,1.0,
22986,1.0,1.0,1.0
25959,1.0,2.0,
26549,1.0,,
26593,1.0,,
27116,1.0,,1.0
1601,,1.0,
1796,,1.0,4.0
1805,,1.0,3.0
2044,,1.0,4.0
2150,,2.0,
2859,,1.0,
3345,,1.0,1.0
3753,,1.0,1.0
3755,,1.0,3.0
3923,,1.0,5.0
3927,,1.0,2.0
3929,,1.0,3.0
3932,,1.0,4.0
3944,,1.0,2.0
3947,,1.0,2.0
3950,,2.0,4.0
4920,,1.0,2.0
4936,,1.0,1.0
5594,,1.0,
5761,,1.0,
5824,,1.0,4.0
5830,,1.0,3.0
5837,,1.0,2.0
5840,,1.0,3.0
5842,,1.0,2.0
6511,,1.0,1.0
6516,,1.0,
6533,,1.0,
6581,,1.0,2.0
6799,,1.0,1.0
6800,,1.0,3.0
6805,,1.0,3.0
6806,,1.0,4.0
6807,,1.0,2.0
6812,,1.0,2.0
6813,,1.0,1.0
6814,,1.0,1.0
6815,,1.0,3.0
6822,,1.0,4.0
7578,,1.0,2.0
7650,,1.0,4.0
7653,,1.0,4.0
7657,,1.0,4.0
7664,,1.0,4.0
7670,,1.0,2.0
7673,,1.0,2.0
7675,,2.0,5.0
7677,,1.0,3.0
8583,,1.0,1.0
8730,,1.0,3.0
8733,,1.0,3.0
8735,,1.0,3.0
8742,,1.0,4.0
9620,,1.0,3.0
9623,,1.0,4.0
11588,,1.0,4.0
11589,,2.0,4.0
12294,,2.0,2.0
12296,,1.0,1.0
12308,,1.0,2.0
12516,,1.0,
13283,,1.0,5.0
13459,,2.0,1.0
13585,,1.0,1.0
13586,,1.0,3.0
14310,,1.0,2.0
14314,,1.0,3.0
14318,,1.0,2.0
15222,,1.0,
15243,,2.0,
15268,,3.0,7.0
16054,,1.0,
16141,,1.0,1.0
16336,,1.0,3.0
16338,,1.0,1.0
16349,,1.0,3.0
16351,,1.0,1.0
17898,,1.0,
20506,,1.0,1.0
21161,,2.0,2.0
21163,,2.0,
21173,,1.0,
21178,,1.0,1.0
22687,,2.0,2.0
22693,,1.0,4.0
22694,,1.0,5.0
22696,,1.0,3.0
22698,,1.0,4.0
22706,,1.0,4.0
22712,,1.0,4.0
22716,,1.0,4.0
22717,,2.0,6.0
22824,,1.0,
22886,,1.0,4.0
22905,,2.0,3.0
22911,,1.0,2.0
23090,,1.0,3.0
23093,,2.0,4.0
23103,,1.0,1.0
23111,,2.0,3.0
23142,,1.0,
23545,,1.0,4.0
23547,,1.0,3.0
24328,,1.0,4.0
24334,,1.0,5.0
24336,,1.0,4.0
24342,,1.0,4.0
24343,,1.0,3.0
24344,,1.0,4.0
24346,,1.0,4.0
24347,,1.0,4.0
24348,,1.0,4.0
24351,,1.0,4.0
24352,,1.0,4.0
24944,,1.0,2.0
24951,,2.0,2.0
24959,,1.0,2.0
24971,,2.0,4.0
25850,,2.0,5.0
25852,,2.0,7.0
25857,,1.0,4.0
25858,,1.0,5.0
25867,,1.0,2.0
25868,,1.0,4.0
25870,,1.0,4.0
25872,,1.0,4.0
25877,,1.0,4.0
26028,,3.0,4.0
26031,,3.0,4.0
26042,,1.0,2.0
26044,,1.0,2.0
27234,,1.0,
27978,,1.0,1.0
28958,,1.0,
29041,,1.0,
29077,,1.0,
29256,,1.0,
29638,,1.0,3.0
29666,,1.0,4.0
29670,,1.0,5.0
29673,,1.0,5.0
29688,,1.0,5.0
2516,,1.0,1.0
2942,,3.0,1.0
11290,,2.0,28.0
11293,,2.0,27.0
11294,,2.0,25.0
13439,,3.0,
13647,,1.0,
13740,,1.0,
23603,,9.0,6.0
26591,,2.0,
27805,,26.0,27.0
1625,,1.0,
6828,,1.0,1.0
10396,,1.0,
10406,,6.0,5.0
13852,,2.0,1.0
15346,,1.0,
16750,,1.0,
17331,,1.0,
21855,,1.0,1.0
22993,,11.0,11.0
23311,,1.0,1.0
24964,,1.0,2.0
25269,,1.0,
25712,,5.0,3.0
25844,,1.0,4.0
27806,,14.0,14.0
28360,,13.0,17.0
28897,,2.0,
29858,,7.0,
6785,,2.0,
9539,,3.0,2.0
10412,,4.0,5.0
11616,,1.0,1.0
12119,,1.0,1.0
17375,,1.0,1.0
22319,,9.0,2.0
22994,,5.0,6.0
26579,,2.0,1.0
137,,1.0,
18013,,4.0,
23876,,2.0,
2910,,1.0,1.0
22670,,1.0,
27204,,2.0,
21034,,1.0,1.0
22998,,1.0,
25680,,4.0,2.0
26576,,4.0,4.0
2951,,1.0,
2983,,1.0,
6367,,2.0,
18246,,2.0,1.0
362,,1.0,1.0
11379,,2.0,2.0
18844,,3.0,1.0
21501,,2.0,2.0
22949,,1.0,
24926,,1.0,1.0
25691,,3.0,4.0
27808,,8.0,8.0
28896,,1.0,
21335,,1.0,2.0
21558,,1.0,3.0
1263,,1.0,
1892,,1.0,
2662,,1.0,1.0
4421,,1.0,1.0
4811,,2.0,2.0
5986,,2.0,
6861,,1.0,1.0
7002,,1.0,
14790,,1.0,
14935,,1.0,2.0
19360,,1.0,
20397,,1.0,
21492,,2.0,5.0
21502,,2.0,6.0
21993,,2.0,2.0
22476,,1.0,
22536,,1.0,1.0
22996,,3.0,8.0
23821,,1.0,1.0
24507,,1.0,
25616,,3.0,2.0
1274,,1.0,1.0
1593,,1.0,
11284,,1.0,9.0
11285,,1.0,10.0
11286,,1.0,15.0
11288,,1.0,18.0
11292,,1.0,23.0
15642,,1.0,
21486,,2.0,3.0
21629,,2.0,
21639,,1.0,
25062,,1.0,
26458,,1.0,
26490,,2.0,3.0
27661,,1.0,3.0
2485,,1.0,
8849,,1.0,
18994,,1.0,1.0
25605,,3.0,4.0
25613,,1.0,
27942,,1.0,
27643,,1.0,1.0
3698,,1.0,
14913,,1.0,1.0
21608,,1.0,
27637,,2.0,
1091,,1.0,
2212,,2.0,2.0
18457,,1.0,2.0
23230,,1.0,
26167,,1.0,2.0
5178,,1.0,1.0
9035,,1.0,1.0
11401,,1.0,2.0
19999,,1.0,1.0
22768,,1.0,
26962,,1.0,
697,,1.0,
1519,,1.0,
10981,,1.0,
25614,,2.0,1.0
28893,,2.0,
29067,,1.0,1.0
4718,,1.0,
24337,,1.0,3.0
27434,,1.0,
7972,,1.0,
22388,,1.0,
10605,,1.0,
16375,,1.0,1.0
20238,,2.0,
22317,,2.0,2.0
26456,,2.0,
191,,2.0,1.0
968,,1.0,1.0
1010,,2.0,
1196,,2.0,1.0
1319,,1.0,
1713,,2.0,1.0
2724,,1.0,2.0
4069,,3.0,2.0
4799,,3.0,2.0
4880,,2.0,3.0
6524,,1.0,1.0
10525,,3.0,2.0
15448,,2.0,3.0
15538,,1.0,1.0
15858,,1.0,
18864,,3.0,1.0
19602,,1.0,1.0
19777,,2.0,2.0
20240,,1.0,1.0
20745,,1.0,1.0
24616,,1.0,
26487,,1.0,3.0
27670,,3.0,1.0
29732,,3.0,2.0
9,,1.0,
32,,1.0,
78,,1.0,
86,,1.0,1.0
90,,1.0,1.0
109,,1.0,
114,,1.0,
160,,1.0,
173,,1.0,
178,,1.0,
210,,1.0,
374,,1.0,1.0
428,,1.0,
431,,1.0,
441,,1.0,1.0
611,,1.0,
719,,1.0,3.0
784,,2.0,2.0
826,,2.0,2.0
839,,1.0,2.0
854,,1.0,
1365,,1.0,2.0
1401,,1.0,
1462,,1.0,1.0
1524,,1.0,2.0
1583,,1.0,
1604,,3.0,
1640,,1.0,1.0
1889,,2.0,
1899,,1.0,2.0
1944,,1.0,
1997,,1.0,
2025,,1.0,
2070,,1.0,
2585,,1.0,
2652,,1.0,
2736,,1.0,1.0
2744,,1.0,
2771,,2.0,
2883,,1.0,1.0
3104,,1.0,
3107,,1.0,
3194,,1.0,
3443,,1.0,1.0
3644,,1.0,
3885,,2.0,3.0
4194,,1.0,
4212,,1.0,
4214,,2.0,3.0
4294,,1.0,
4384,,1.0,
4517,,1.0,
4796,,1.0,
4883,,2.0,
4965,,1.0,2.0
4997,,1.0,1.0
5266,,1.0,
5340,,1.0,
5346,,1.0,
5668,,2.0,
5753,,2.0,
5858,,1.0,
5931,,1.0,1.0
5964,,1.0,
5967,,1.0,2.0
6002,,1.0,1.0
6094,,2.0,1.0
6113,,1.0,
6218,,1.0,
6250,,1.0,
6296,,2.0,1.0
6769,,1.0,1.0
6888,,1.0,2.0
7031,,1.0,3.0
7110,,1.0,1.0
7121,,1.0,
7417,,1.0,1.0
7541,,1.0,
7791,,1.0,
7931,,1.0,2.0
8201,,1.0,
8255,,1.0,
8367,,1.0,
8398,,1.0,
8438,,1.0,
8447,,1.0,1.0
8454,,1.0,1.0
8466,,1.0,
8549,,1.0,
8553,,1.0,
8587,,1.0,
8664,,1.0,1.0
8678,,1.0,
8787,,1.0,
8883,,1.0,
8897,,1.0,
9053,,2.0,2.0
9077,,1.0,1.0
9113,,1.0,1.0
9207,,1.0,
9233,,1.0,
9463,,1.0,
9675,,2.0,
9705,,1.0,
9761,,1.0,
10159,,1.0,
10322,,1.0,
10326,,1.0,4.0
10328,,1.0,
10332,,2.0,
10343,,2.0,2.0
10345,,1.0,
10401,,1.0,1.0
10416,,1.0,
10756,,1.0,1.0
10798,,1.0,3.0
10802,,1.0,
10841,,1.0,
10894,,1.0,
11179,,1.0,
11269,,1.0,
11339,,1.0,1.0
11344,,1.0,
11447,,1.0,
11775,,1.0,
11844,,1.0,1.0
12019,,1.0,
12493,,1.0,
12543,,1.0,
12550,,1.0,
12572,,1.0,
12651,,1.0,
12710,,1.0,1.0
12767,,1.0,
12917,,1.0,4.0
12923,,1.0,
12951,,1.0,1.0
13011,,1.0,
13026,,2.0,
13281,,2.0,3.0
13430,,2.0,
13618,,1.0,1.0
13903,,1.0,
13946,,1.0,
14020,,1.0,1.0
14114,,2.0,1.0
14290,,1.0,1.0
14468,,1.0,3.0
14488,,1.0,
14619,,1.0,1.0
14701,,1.0,1.0
14836,,1.0,
14948,,2.0,1.0
15105,,1.0,1.0
15138,,1.0,
15208,,2.0,
15282,,1.0,
15336,,1.0,4.0
15356,,1.0,1.0
15367,,1.0,1.0
15488,,1.0,
15589,,1.0,
15600,,1.0,1.0
15613,,1.0,1.0
15670,,1.0,
15766,,1.0,
15932,,1.0,
15962,,1.0,1.0
16033,,1.0,
16247,,1.0,1.0
16405,,1.0,1.0
16539,,2.0,
16588,,1.0,
16629,,1.0,
16694,,1.0,
16702,,1.0,1.0
16756,,1.0,
16765,,1.0,1.0
16777,,1.0,
16880,,2.0,
16883,,1.0,
16954,,1.0,
17176,,1.0,
17202,,1.0,
17309,,1.0,1.0
17488,,1.0,
17613,,2.0,4.0
17632,,1.0,
17854,,1.0,
18176,,1.0,1.0
18278,,2.0,1.0
18424,,1.0,2.0
18477,,1.0,4.0
18578,,1.0,1.0
18610,,1.0,
18668,,1.0,
18707,,1.0,
18714,,1.0,
18826,,1.0,
18851,,1.0,1.0
18856,,1.0,1.0
18940,,3.0,
18968,,1.0,
19045,,1.0,
19075,,1.0,
19325,,1.0,
19532,,2.0,2.0
19539,,1.0,3.0
19696,,1.0,
19701,,1.0,1.0
19756,,1.0,2.0
19908,,1.0,1.0
19951,,1.0,
19952,,1.0,1.0
20022,,1.0,
20069,,1.0,
20156,,1.0,
20301,,1.0,
20521,,1.0,1.0
20623,,1.0,
20648,,1.0,
20702,,1.0,4.0
20888,,1.0,4.0
20921,,1.0,1.0
20928,,1.0,1.0
20974,,1.0,
21314,,1.0,1.0
21320,,1.0,1.0
21344,,1.0,3.0
21364,,1.0,
21367,,1.0,2.0
21381,,1.0,1.0
21474,,1.0,
21481,,1.0,1.0
21499,,1.0,3.0
21500,,1.0,2.0
21504,,1.0,2.0
21513,,1.0,1.0
21538,,1.0,1.0
21641,,1.0,
21662,,1.0,1.0
21807,,1.0,1.0
21909,,1.0,2.0
22009,,1.0,
22022,,1.0,
22075,,1.0,
22139,,1.0,1.0
22167,,1.0,2.0
22220,,2.0,
22229,,1.0,
22241,,2.0,
22273,,1.0,
22458,,1.0,
22487,,1.0,
22518,,1.0,1.0
22522,,2.0,
22530,,1.0,
22730,,1.0,1.0
22800,,1.0,
22837,,1.0,
23034,,1.0,
23053,,1.0,1.0
23130,,1.0,
23149,,1.0,
23258,,2.0,1.0
23320,,1.0,
23384,,1.0,
23390,,1.0,1.0
23543,,1.0,
23611,,1.0,
23701,,1.0,1.0
23766,,1.0,2.0
23768,,1.0,1.0
23832,,1.0,1.0
23851,,1.0,
24074,,1.0,1.0
24087,,1.0,
24089,,1.0,
24114,,1.0,1.0
24387,,1.0,1.0
24502,,1.0,
24521,,1.0,
24641,,2.0,2.0
24757,,1.0,
24762,,2.0,1.0
24831,,1.0,
24865,,2.0,
24941,,1.0,4.0
24974,,1.0,1.0
25313,,1.0,
25320,,2.0,1.0
25329,,1.0,3.0
25427,,2.0,
25433,,1.0,
25650,,2.0,
25669,,2.0,2.0
25681,,2.0,2.0
25717,,4.0,7.0
25718,,2.0,2.0
25721,,2.0,
26065,,1.0,
26158,,1.0,
26213,,1.0,
26478,,1.0,
26559,,1.0,
26565,,1.0,1.0
26585,,1.0,
26630,,2.0,
26730,,2.0,1.0
26852,,1.0,1.0
26985,,1.0,1.0
27158,,2.0,1.0
27183,,1.0,
27227,,2.0,3.0
27339,,1.0,2.0
27621,,1.0,
27697,,1.0,
27889,,2.0,1.0
27948,,1.0,2.0
28011,,1.0,
28018,,1.0,1.0
28083,,1.0,
28335,,1.0,
28354,,2.0,
28439,,1.0,
28475,,2.0,
28576,,1.0,1.0
28754,,1.0,
28796,,1.0,
28903,,1.0,
28979,,1.0,1.0
29118,,1.0,
29210,,1.0,
29218,,1.0,
29459,,1.0,2.0
29474,,2.0,1.0
29730,,1.0,
1687,,2.0,
