Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
V350082740_L14_54-54_2	V350082740_L14_54-54_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15822093.0	0.0	100.0	39.0	2.4821517446759125	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_55-55_1	V350082740_L14_55-55_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19580485.0	0.0	100.0	37.0	2.5917919192481715	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_55-55_2	V350082740_L14_55-55_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19580485.0	0.0	100.0	38.0	2.5577701010874527	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_56-56_1	V350082740_L14_56-56_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18279384.0	0.0	100.0	41.0	3.1277260469558863	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_56-56_2	V350082740_L14_56-56_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18279384.0	0.0	100.0	41.0	2.749466828501874	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_57-57_1	V350082740_L14_57-57_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12975718.0	0.0	100.0	37.0	2.4969181424462397	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_57-57_2	V350082740_L14_57-57_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12975718.0	0.0	100.0	38.0	2.6476732142138872	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_58-58_1	V350082740_L14_58-58_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19618249.0	0.0	100.0	38.0	2.7060431624508285	100.0	pass	pass	pass	warn	warn	pass	pass	fail	fail	pass
V350082740_L14_58-58_2	V350082740_L14_58-58_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19618249.0	0.0	100.0	38.0	2.5871002495694313	100.0	pass	pass	pass	warn	warn	pass	pass	fail	fail	pass
V350082740_L14_59-59_1	V350082740_L14_59-59_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27706173.0	0.0	100.0	38.0	2.8050656544560586	100.0	pass	pass	pass	warn	warn	pass	pass	fail	fail	pass
V350082740_L14_59-59_2	V350082740_L14_59-59_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27706173.0	0.0	100.0	39.0	2.4138981058139497	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_60-60_1	V350082740_L14_60-60_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23528729.0	0.0	100.0	37.0	2.855977237269288	100.0	pass	pass	pass	warn	warn	pass	pass	fail	fail	pass
V350082740_L14_60-60_2	V350082740_L14_60-60_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23528729.0	0.0	100.0	38.0	2.8392010263028933	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_61-61_1	V350082740_L14_61-61_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4693896.0	0.0	100.0	42.0	7.415165668442845	100.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
V350082740_L14_61-61_2	V350082740_L14_61-61_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4693896.0	0.0	100.0	43.0	8.504008428250495	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_62-62_1	V350082740_L14_62-62_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14588251.0	0.0	100.0	38.0	2.799217008032351	100.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
V350082740_L14_62-62_2	V350082740_L14_62-62_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14588251.0	0.0	100.0	39.0	2.885371761898006	100.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
V350082740_L14_63-63_1	V350082740_L14_63-63_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7979654.0	0.0	100.0	38.0	2.9617040793862586	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_63-63_2	V350082740_L14_63-63_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7979654.0	0.0	100.0	38.0	3.6169635500749746	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_64-64_1	V350082740_L14_64-64_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14198970.0	0.0	100.0	38.0	3.3130186711480047	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_64-64_2	V350082740_L14_64-64_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14198970.0	0.0	100.0	38.0	3.3097913624986486	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_65-65_1	V350082740_L14_65-65_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22736064.0	0.0	100.0	37.0	2.9405325874278128	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_65-65_2	V350082740_L14_65-65_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22736064.0	0.0	100.0	38.0	2.4814387145694132	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_66-66_1	V350082740_L14_66-66_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15014437.0	0.0	100.0	38.0	2.726217875363358	100.0	pass	pass	pass	warn	warn	pass	pass	fail	fail	pass
V350082740_L14_66-66_2	V350082740_L14_66-66_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15014437.0	0.0	100.0	38.0	2.9278911344335685	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_67-67_1	V350082740_L14_67-67_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11169619.0	0.0	100.0	38.0	3.0764208562462914	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_67-67_2	V350082740_L14_67-67_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11169619.0	0.0	100.0	38.0	3.1925141886188815	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_68-68_1	V350082740_L14_68-68_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7064344.0	0.0	100.0	41.0	4.086713396145817	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_68-68_2	V350082740_L14_68-68_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7064344.0	0.0	100.0	41.0	4.334186613084204	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_69-69_1	V350082740_L14_69-69_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13055368.0	0.0	100.0	37.0	3.1372796063688555	100.0	pass	pass	pass	warn	warn	pass	pass	fail	fail	pass
V350082740_L14_69-69_2	V350082740_L14_69-69_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13055368.0	0.0	100.0	38.0	3.108313879349224	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_70-70_1	V350082740_L14_70-70_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16001646.0	0.0	100.0	37.0	2.9309783083300465	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_70-70_2	V350082740_L14_70-70_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16001646.0	0.0	100.0	38.0	3.0218433463345837	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_71-71_1	V350082740_L14_71-71_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5377067.0	0.0	100.0	39.0	4.565860814556353	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_71-71_2	V350082740_L14_71-71_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5377067.0	0.0	100.0	40.0	4.72847352019304	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_72-72_1	V350082740_L14_72-72_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10939410.0	0.0	100.0	38.0	2.829980893478583	100.0	pass	pass	pass	warn	warn	pass	pass	fail	fail	pass
V350082740_L14_72-72_2	V350082740_L14_72-72_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10939410.0	0.0	100.0	38.0	3.1706236527584677	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_73-73_1	V350082740_L14_73-73_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11301369.0	0.0	100.0	39.0	3.330562073833427	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_73-73_2	V350082740_L14_73-73_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11301369.0	0.0	100.0	40.0	3.179634482216822	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_74-74_1	V350082740_L14_74-74_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13349514.0	0.0	100.0	40.0	4.593639852911341	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_74-74_2	V350082740_L14_74-74_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13349514.0	0.0	100.0	40.0	4.811690221502321	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_75-75_1	V350082740_L14_75-75_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11133434.0	0.0	100.0	38.0	3.27543429298178	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_75-75_2	V350082740_L14_75-75_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11133434.0	0.0	100.0	38.0	3.225292406128282	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_76-76_1	V350082740_L14_76-76_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4723999.0	0.0	100.0	41.0	5.648498086722978	100.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
V350082740_L14_76-76_2	V350082740_L14_76-76_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4723999.0	0.0	100.0	41.0	5.990601388830514	100.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
V350082740_L14_77-77_1	V350082740_L14_77-77_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5353181.0	0.0	100.0	42.0	4.947970258797922	100.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
V350082740_L14_77-77_2	V350082740_L14_77-77_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5353181.0	0.0	100.0	43.0	4.734698097566467	100.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
V350082740_L14_78-78_1	V350082740_L14_78-78_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8594346.0	0.0	100.0	38.0	3.0112394201074633	100.0	pass	pass	pass	warn	warn	pass	pass	fail	fail	pass
V350082740_L14_78-78_2	V350082740_L14_78-78_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8594346.0	0.0	100.0	39.0	3.34033634041109	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_79-79_1	V350082740_L14_79-79_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10317540.0	0.0	100.0	37.0	3.545607432875862	100.0	pass	pass	pass	warn	warn	pass	pass	fail	fail	pass
V350082740_L14_79-79_2	V350082740_L14_79-79_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10317540.0	0.0	100.0	38.0	4.204137461448407	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_80-80_1	V350082740_L14_80-80_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14097989.0	0.0	100.0	38.0	2.5838288112252132	100.0	pass	pass	pass	warn	warn	pass	pass	fail	fail	pass
V350082740_L14_80-80_2	V350082740_L14_80-80_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14097989.0	0.0	100.0	39.0	2.9662107442119914	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_81-81_1	V350082740_L14_81-81_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8575993.0	0.0	100.0	37.0	2.9010002820089604	100.0	pass	pass	pass	warn	warn	pass	pass	fail	fail	pass
V350082740_L14_81-81_2	V350082740_L14_81-81_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8575993.0	0.0	100.0	38.0	3.0316843003661744	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_82-82_1	V350082740_L14_82-82_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4378169.0	0.0	100.0	38.0	3.934173418428976	100.0	pass	pass	pass	warn	warn	pass	pass	fail	fail	pass
V350082740_L14_82-82_2	V350082740_L14_82-82_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4378169.0	0.0	100.0	38.0	4.216395396162401	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_83-83_1	V350082740_L14_83-83_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10422548.0	0.0	100.0	38.0	3.167428525943753	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_83-83_2	V350082740_L14_83-83_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10422548.0	0.0	100.0	38.0	3.3939075370436007	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_84-84_1	V350082740_L14_84-84_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7410621.0	0.0	100.0	38.0	3.00746653726994	100.0	pass	pass	pass	warn	warn	pass	pass	fail	fail	pass
V350082740_L14_84-84_2	V350082740_L14_84-84_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7410621.0	0.0	100.0	38.0	3.4915466100888692	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_85-85_1	V350082740_L14_85-85_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16158737.0	0.0	100.0	37.0	2.876417152508761	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_85-85_2	V350082740_L14_85-85_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16158737.0	0.0	100.0	38.0	2.917595997580528	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_86-86_1	V350082740_L14_86-86_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1812992.0	0.0	100.0	38.0	4.741057875600113	100.0	pass	pass	pass	warn	warn	pass	pass	fail	fail	pass
V350082740_L14_86-86_2	V350082740_L14_86-86_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1812992.0	0.0	100.0	39.0	5.062570601524993	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_87-87_1	V350082740_L14_87-87_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17176538.0	0.0	100.0	38.0	3.24191543324459	100.0	pass	pass	pass	warn	warn	pass	pass	fail	fail	pass
V350082740_L14_87-87_2	V350082740_L14_87-87_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17176538.0	0.0	100.0	38.0	3.394811856994541	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_88-88_1	V350082740_L14_88-88_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11478650.0	0.0	100.0	45.0	3.306142194256243	100.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
V350082740_L14_88-88_2	V350082740_L14_88-88_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11478650.0	0.0	100.0	46.0	3.210245136607823	100.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
V350082740_L14_89-89_1	V350082740_L14_89-89_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15103574.0	0.0	100.0	38.0	2.730406952307258	100.0	pass	pass	pass	warn	warn	pass	pass	fail	fail	pass
V350082740_L14_89-89_2	V350082740_L14_89-89_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15103574.0	0.0	100.0	38.0	2.9577180441733066	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_90-90_1	V350082740_L14_90-90_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11820788.0	0.0	100.0	38.0	3.4999267280942754	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_90-90_2	V350082740_L14_90-90_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11820788.0	0.0	100.0	39.0	3.361491061588926	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_91-91_1	V350082740_L14_91-91_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17444057.0	0.0	100.0	37.0	2.514260484331414	100.0	pass	pass	pass	warn	warn	pass	pass	fail	fail	pass
V350082740_L14_91-91_2	V350082740_L14_91-91_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17444057.0	0.0	100.0	39.0	2.2606989245206055	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_92-92_1	V350082740_L14_92-92_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5045783.0	0.0	100.0	37.0	3.4792116201854664	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_92-92_2	V350082740_L14_92-92_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5045783.0	0.0	100.0	38.0	3.740482463046623	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_93-93_1	V350082740_L14_93-93_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5719636.0	0.0	100.0	37.0	3.8299701502364303	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_93-93_2	V350082740_L14_93-93_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5719636.0	0.0	100.0	38.0	4.173737713555426	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_94-94_1	V350082740_L14_94-94_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2539541.0	0.0	100.0	37.0	4.49683106386764	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_94-94_2	V350082740_L14_94-94_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2539541.0	0.0	100.0	38.0	4.686833063113405	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_95-95_1	V350082740_L14_95-95_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11180793.0	0.0	100.0	37.0	2.704937047506951	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_95-95_2	V350082740_L14_95-95_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11180793.0	0.0	100.0	38.0	3.0002658492182386	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
V350082740_L14_96-96_1	V350082740_L14_96-96_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15644063.0	0.0	100.0	37.0	2.9217804446274305	100.0	pass	pass	pass	warn	warn	pass	pass	fail	fail	pass
V350082740_L14_96-96_2	V350082740_L14_96-96_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15644063.0	0.0	100.0	38.0	2.9708040119455625	100.0	pass	pass	pass	warn	fail	pass	pass	fail	fail	pass
