	freyja/V350082740_L14_43-43_variants.tsv
summarized	[('Gamma', 0.8954260488047382), ('Other', 0.02578578144776453), ('Lambda', 0.004020631663874962)]
lineages	P.1.15 P.1.12 B.1.478 B.1.177.72 C.37 P.1.13 B.1.177.45 B.1.177.17 B.1.187 P.1.14 P.1.1 P.1.16 B.1.177.75
abundances	0.87227971 0.01713336 0.01493140 0.00507556 0.00402063 0.00265194 0.00199472 0.00157364 0.00120289 0.00116596 0.00112728 0.00106780 0.00100757
resid	15.60551056236158
coverage	100.0
