,BA.2.57,BA.2.23,BA.2.68,B.1.1.529,BA.2.31,XQ,BA.2.9.1,BA.2.67,BA.2.29,BA.2.32,BA.2.27,BA.2.66,BA.2.21,BA.2.5,BA.2.2.1,BA.2.53,XR,BA.2.1,BA.2.50,XY,BA.2.59,BA.2.10.1,BA.2.3.7,BA.2.8,BA.2.24,BA.2.61,XAA,BA.2.33,BA.2.9.5,BA.2.65,BA.2.62,BA.2.64,BA.2.63,BA.2.28,XU
0.025,0.7223747661676152,0.1660292607094943,0.016768975769757898,0.0055043420566562255,0.00351610094513978,0.002202413837014451,0.0015965596267010465,0.0020158310216109496,0.0014546974422960568,0.0016148110701839108,0.0,0.0012350225243432382,0.0011587957873506144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.7227546142093889,0.1665860395846718,0.016841400229923188,0.006211528697035651,0.003536945099276293,0.0022191767205029457,0.0016313296307691489,0.002019225982068778,0.0014841786230388597,0.0016513562199185392,0.0,0.001252633461438445,0.0011909572243996157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.7239748434984681,0.16787017468168464,0.017190976773966124,0.0072852991909985055,0.003927155331993624,0.0023309479394280986,0.0018112484016533782,0.0021299164269505387,0.0015888066952541697,0.0017220474872245261,0.0011617903964779954,0.0013302374719876783,0.0012991887668725136,0.0011161982816759641,0.0010637955475435068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.7252922466252332,0.16884425917534168,0.017407998536842967,0.008180121571077694,0.00417331993722176,0.00240241937983469,0.00192382762677938,0.0022417705051723308,0.0016693224378456957,0.0017658231628703935,0.0012619134709077103,0.0013899008723860184,0.0013517271041660144,0.001262286466415359,0.0011317925723182435,0.0010853060575846695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.7262104704890286,0.16992262469019637,0.01771289126484248,0.008867501912334827,0.004349737932936303,0.002457419100141758,0.0020724619277438937,0.0023554182663882988,0.0017643931416483015,0.0018112462140753558,0.0013831099793313445,0.0014747874149363281,0.0014044533064533169,0.0014330504071085744,0.0011734973305174122,0.00119080736489967,0.001054208551636923,0.0010033203897811115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.95,0.7271718084478638,0.17129180122432658,0.018029522493339695,0.009616502031821949,0.00476931597577689,0.0025843258766852168,0.0022426659279368728,0.0024456238570050035,0.0019063872660042014,0.0018830508226396851,0.001539847015945082,0.0015989485809375593,0.0014977126324777921,0.0016900034906059058,0.0012473352322979888,0.0012863760246224968,0.0011344648183138275,0.0011154301009487278,0.0010593685269194388,0.0010691544471149576,0.001073603735694854,0.0010070270294629563,0.0010412362819550507,0.001006535272300348,0.0010866257744922162,5.0114148965690716e-05,0.0,0.0,0.0,0.0,0.0010426913885605343,0.0,0.0,0.0,0.0
0.975,0.7273459847161691,0.17253182047145516,0.0181454653809015,0.009761662478120109,0.0048416813008568165,0.0026366717774650742,0.002285957584711504,0.0024667940302715175,0.0019452802707812422,0.0018998284887532036,0.001582465752060847,0.0016673952893029244,0.0015138856139090878,0.001744337000525581,0.0012551417174558313,0.0013051861362256818,0.0011994846904694978,0.00113906740721903,0.0011015268697180415,0.0011004701219830366,0.0011351359588245922,0.0010425763537201447,0.0010634792138303204,0.0010570879885610108,0.0011454541564543765,0.0010146007064425757,0.0,0.0,0.0,0.0,0.001054362529358696,0.0,0.0,0.0,0.0005415301273259568
