	freyja/V350082740_L14_09-09_variants.tsv
summarized	[('Other', 0.9061354758511194)]
lineages	N.4 B.1.478 B.1.13 B.1.274 B.1.1.165
abundances	0.88334277 0.01400980 0.00596459 0.00181609 0.00100223
resid	12.026954285590689
coverage	100.0
