	freyja/V350082740_L14_18-18_variants.tsv
summarized	[('Other', 0.867871496409637)]
lineages	C.26 B.1.1.1 N.6 B.1.177 B.1.195 B.1.177.17 C.13 B.1.177.72 B.1.187 B.1.177.43 D.2 N.7 N.4 B.1.76 AA.8 B.1.1.86 B.1.134 B.1.177.25 B.1.1.217 B.1.177.75 B.1.97 B.1.1.361 B.1.478 B.1.70 B.1.177.10 B.1.483 B.1.177.77 N.5 B.1.199 B.1.201 B.1.1.255 V.2 B.1.23 B.1.1.98 B.1.1.251 N.1 W.2 B.1.1.120 B.1.1.339 AP.1 N.2 B.1.1.123 B.1.1.408 B.1.1.437 B.1.277 B.1.444 B.1.1.29 B.1.629 B.1.177.32 B.1.1.44 B.1.585 B.1.1.356 B.1.1.388 B.1.1.138 B.1.524 B.1.1.420 B.1.77 B.1.1.109 B.1.203 B.1.393 AM.3 Z.1 B.1.423
abundances	0.52539692 0.20292231 0.03343343 0.01591798 0.00427979 0.00382710 0.00298081 0.00280971 0.00251093 0.00243450 0.00222599 0.00195561 0.00193843 0.00192095 0.00185081 0.00175475 0.00169551 0.00168741 0.00160883 0.00159589 0.00158744 0.00158635 0.00156430 0.00153257 0.00153025 0.00148179 0.00146650 0.00142857 0.00140054 0.00139049 0.00132704 0.00130184 0.00129998 0.00128768 0.00127540 0.00123910 0.00123683 0.00123371 0.00119781 0.00119711 0.00118835 0.00118812 0.00118333 0.00117037 0.00114725 0.00114449 0.00114430 0.00114420 0.00113943 0.00113436 0.00112661 0.00111678 0.00111594 0.00110572 0.00109120 0.00109119 0.00106774 0.00106219 0.00105992 0.00105650 0.00104621 0.00102810 0.00100621
resid	12.301698729323324
coverage	100.0
