,BA.2.56,BA.2.23,BA.2,BA.2.68,BA.2.52,BA.2.9.1,BA.2.31,BA.2.29,BA.2.11,BA.2.21,BA.2.57,BA.2.53,BA.2.59,BA.2.62,BA.2.9.5,BA.2.40,BA.2.5,BA.2.71,BA.2.2.1,BA.2.13.1,BA.2.7,BA.2.50,BA.2.34,BA.2.33,BA.2.8,BA.2.45,BA.2.63,BA.2.18,BA.2.27,BA.2.10.1,BA.2.1,BA.2.55,BA.2.44,BA.2.25,BA.2.46,BA.2.60,BG.1,BA.2.54,XL,BA.2.43,BA.2.41,XAA,XAK,BA.2.72,BA.2.66,BA.2.79,BA.2.65,BA.2.25.1,BA.2.28,BA.2.10,BA.2.48,BA.2.42,BA.2.32,BA.2.16,BA.2.26,BA.2.64,BA.2.3.7,BA.2.77,BA.2.24
0.025,0.41568941042083574,0.22710962173298363,0.22221781983356093,0.004791666031801942,0.00272921121702356,0.0024454139454317277,0.0017825722120152112,0.0020175999347227525,0.0021038856195459725,0.0019306243464906388,0.0011457763248999278,0.0018247379349052998,0.0017642082571152685,0.0,0.0015961862211086157,0.0016228899013750614,0.0012153751375340999,0.0016262365078805528,0.0013720801515942867,0.0012257505220157686,0.0011408916659600497,0.001123188594812185,0.0,0.001121487618867794,0.0012926817450349829,0.0010429662873634117,0.0,0.0,0.0011542228738675737,0.0,0.0,0.0,0.0,0.0,0.0010627041352942752,0.0,0.0,0.0,0.0,0.0010260595628363497,0.0,0.0010557986850586736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.41616843772990314,0.22753294873275146,0.22240024783929926,0.004817559390691295,0.0027556119423909065,0.0024644682196480736,0.0018327234335143302,0.0020389047809912402,0.002119143974863134,0.0019481641975060769,0.0012264066633513118,0.0018436498346761107,0.001801794192969927,0.0,0.0016314768485258958,0.0017250631658920876,0.0012720200091830074,0.001673666475961126,0.0014042464421141635,0.0012508318893468707,0.001158723797133725,0.0011549050432468901,0.0,0.0011558823419118675,0.0013172001700167734,0.0010676244124049117,0.0,0.0,0.001176224414802377,0.0,0.0,0.0,0.0,0.0,0.0010921268458389806,0.001035319460324406,0.0,0.0,0.0,0.0010357675503186157,0.0,0.0010622806564869105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.4181164428738947,0.22891315434128728,0.22387341356869656,0.004947035716912753,0.0029305285839196934,0.0026126410922844324,0.002022100514572376,0.002119841738524239,0.0022524203459461985,0.0020331678120003058,0.0014951410669155677,0.001976443793202738,0.0018863040718670515,0.0,0.0017532931439813684,0.001879439736024586,0.0014261229120410912,0.0018421338090211584,0.001517359993206119,0.0014658947545975018,0.0013127763761722538,0.0013064350434213144,0.0011310211333541136,0.0012815917494948907,0.0013586999384606893,0.0011971402058584158,0.0011322065146142587,0.0010184467257127838,0.0013237251963582068,0.0,0.0010465047037868935,0.0010813514596270354,0.0,0.0,0.0012059749647309013,0.0011358396740556997,0.0,0.0010378005334243296,0.0,0.0011318839207037756,0.0,0.001163592830044848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.4199388112209006,0.22968677102341872,0.22493333173531865,0.00502254361775459,0.0030890373714833764,0.002691902687309548,0.0021604161806140594,0.002183625149735459,0.0023316396908324454,0.002096858932398764,0.0017343906495607018,0.0020500620327088045,0.00194255108209374,0.0011378182560805813,0.0018029648541493895,0.00206280520369899,0.0015429783091646858,0.0019650326712543054,0.0015839238771634867,0.0015793826553428324,0.001406050143577016,0.0013671665872759182,0.001219129097295275,0.0013476147920990574,0.0013858782470487726,0.0012492704953436854,0.001260312304807271,0.0011719595938454914,0.0014263751193684428,0.0010225286352201894,0.0011268339775160978,0.0012258069766807886,0.0010739835364564454,0.0011211548584649082,0.0013258023273382735,0.0012768080964469866,0.0010438655997903493,0.0010876129880078521,0.0010405749013338446,0.001178445680744327,0.0010559993253103856,0.0012187678657945298,0.0,0.00105253254255234,0.001002915304986528,0.0010753682949067396,0.0,0.0,0.0010083099185975478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.4219634151755957,0.23081266975241096,0.22627579194085398,0.005113126794178243,0.003225602575457986,0.002769884051255213,0.002272601490554327,0.002247697140824012,0.0024124522725974644,0.0021435035987264336,0.0019033003399885813,0.0021350767481199376,0.0020065201163363723,0.001659446008190622,0.0018555476835900796,0.0022494391095950897,0.0016738583234757042,0.0020527637466854973,0.0016382737374205422,0.0016901818586200466,0.0015290612196635388,0.0014727021604597017,0.0013214600041721552,0.0014435068760925737,0.0014171603528532295,0.0013325315074438487,0.0013283022273505437,0.0012475390601715524,0.0015443442588143363,0.0011007013521246141,0.0012423385533458465,0.0013983910386929142,0.0011546777345036111,0.0013569805369537994,0.0014707502003109374,0.0013931406795908922,0.0010932121164328673,0.0011491375807288697,0.0011381025017253529,0.0012650663060995288,0.0011296811249183814,0.0012927659193885512,0.0010264560717741789,0.001126007606175248,0.0010506810881118832,0.001167931867329987,0.001033345133792733,0.0,0.0010729380421639074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.95,0.42380594624551565,0.23161560543605436,0.22750923190455602,0.005229810448954697,0.003433813496127255,0.002904350704508023,0.002468963749019576,0.002306174723058953,0.002487730086480701,0.0022329603104357595,0.002360191139508204,0.002244853309110913,0.002087799992722839,0.0022483299729947966,0.0019671524286873,0.00250784440901294,0.0018594326337323904,0.002186278073234971,0.001750562306584205,0.0018675146431381146,0.0016977012815907026,0.0016102501652481653,0.0014427663090440773,0.0015690633250984016,0.0014526809644791988,0.0014615842782689814,0.001482556922441215,0.001445023525351221,0.0016901257844684932,0.0012307729390573427,0.0013442441301636473,0.0016206988901729268,0.0013750821439902144,0.001651506811072655,0.0016366806505093484,0.0014722469235160774,0.0011989073910334705,0.0012664421892372242,0.0012314882830740516,0.0013544600006349568,0.0012171963837614066,0.0013723811464878151,0.0011286543488316031,0.0012175100843079887,0.0011292242137601993,0.001264076545762071,0.0011715939943266027,0.0011766149677869039,0.0011594641201588412,5.019363916389261e-05,0.0010090180182878087,0.0,0.0010751310604089363,0.001001168970162891,0.0,0.0010748580476186258,5.0992124812797646e-05,0.0,0.0010083078353048227
0.975,0.4243721190861116,0.23227843843402765,0.22786168888157673,0.0052806353057412905,0.0034699716647104183,0.0029756277216359123,0.002484508318152614,0.00231932547506732,0.002534575658304235,0.002269303307603407,0.002423348981812314,0.0022826089166432762,0.0021150313706365265,0.002271472938097212,0.0019902311775028938,0.0025561207453684886,0.001904824321159813,0.0022141812354003884,0.001772600702056865,0.0018930606084847682,0.0017787386203881842,0.0016351662585915164,0.001471652075859501,0.0016123463453399595,0.0014721830897889694,0.0015048212910697553,0.0015076823921138518,0.0014556582998956832,0.0017503706679910438,0.0012561962111506452,0.0013686027420163978,0.0017229282800773982,0.0014371130330459944,0.0017420458483652715,0.0016726693287686615,0.0015160212635855314,0.0012118169090039354,0.0012860943274005396,0.00127911686064664,0.0013725102415004461,0.0012461324900808382,0.0013867883387932837,0.0011502039387057152,0.0012390994500034143,0.0011368260795275407,0.001277287262535772,0.001244813511011425,0.0014029121060534521,0.001197978180749201,0.001005706805044517,0.0010270129366966145,0.00052923387321842,0.0012785256133077613,0.0010335111729061308,0.0,0.0011160068903142252,0.0010312814957240328,0.0,0.001021969727843453
