	freyja/V350082740_L14_14-14_variants.tsv
summarized	[('Other', 0.8922978148875474), ('A', 0.0011920229048274333)]
lineages	N.4 B.1.177.20 B.1.177 B.1.177.2 B.1.177.17 B.1.1.217 B.1.1.109 B.1.177.77 B.1.177.43 B.1.70 B.1.177.33 N.5 B.1.77 A.3 B.1.579 B.1.1.388 B.1.177.75 B.1.1.361 B.1.106 N.7 B.1.177.25 B.1.177.10 B.1.177.72 W.1 AM.3 B.1.1.176 B.1.478 AP.1 B.1.1.338
abundances	0.84053855 0.00934441 0.00877092 0.00304677 0.00232060 0.00158544 0.00158282 0.00150558 0.00149654 0.00139925 0.00138080 0.00135843 0.00126883 0.00119202 0.00118977 0.00118757 0.00117745 0.00117279 0.00116009 0.00115568 0.00115026 0.00112814 0.00111446 0.00109759 0.00107757 0.00103404 0.00102713 0.00101523 0.00101110
resid	12.932718212817914
coverage	100.0
