,Omicron,BA.2* [Omicron (BA.2.X)],Other,BA.5* [Omicron (BA.5.X)]
0.025,0.9527516550227303,0.0010385186734845296,0.0,0.0
0.05,0.9533534897356116,0.0010715625244408751,0.0,0.0
0.25,0.9546413097890609,0.001957253579154335,0.0,0.0
0.5,0.9553433263276269,0.002545422484803635,0.0,0.0
0.75,0.9558762387105177,0.002969420250230615,0.0010095219393456316,0.0
0.95,0.9572495477797722,0.003412983512424066,0.0010683125327081142,0.0
0.975,0.957302523187725,0.003987459981877464,0.0011127938972247222,0.001014691197810953
