	freyja/V350082740_L14_56-56_variants.tsv
summarized	[('BA.2* [Omicron (BA.2.X)]', 0.5654645334438408), ('Other', 0.20658389659354667), ('Gamma', 0.07206205386744244), ('Omicron', 0.03515147800450512), ('Lambda', 0.0028986513061177665), ('BA.5* [Omicron (BA.5.X)]', 0.0015350500000239204)]
lineages	BA.2 BA.2.5 miscBA2BA1PostSpike BA.2.23 P.1.7 B.1.1.529 BA.2.38 P.1.12 BA.2.9 B.1.177.72 BA.2.65 XZ P.1.10 BA.2.11 BA.2.9.1 B.1.70 C.37 BA.2.51 B.1.177.17 BA.2.59 BA.2.52 BA.2.7 B.1.187 BA.2.57 BA.2.31 P.1.16 BA.2.9.5 BA.2.8 BA.2.13.1 BA.2.71 BA.2.34 BA.2.29 BA.2.43 BA.2.21 N.5 BA.2.46 BA.2.10.1 B.1.603 XY BA.5.6.1 BA.2.68 P.1.7.1 BG.1 BA.2.24 BA.2.33 B.1.177.75 B.1.1.109 BA.2.27 BA.2.3.7 BA.2.2.1 C.2.1 BA.2.60 B.1.97 BA.2.16 B.1.203 BA.2.63 BA.2.22 BA.2.18 BA.2.40.1 BA.2.28 B.1.23 XL BA.2.50 AM.3 BA.2.72 BF.1.1 B.1.546 B.1.1.338 B.1.127 AH.1 B.1.579 BA.2.53 B.1.177.87 B.1.393 AP.1 B.1.106 B.1.177.25 BA.2.25.1 B.1.1.437 XAE P.1.1 BA.2.64 B.1.1.420 BA.2.55 B.1.131 BA.2.42 P.1.14 B.1.1.224 BA.2.44 W.2 N.10 BA.2.66 B.1.177.4 BA.2.48 BA.2.61
abundances	0.16955473 0.16571692 0.16313513 0.13361620 0.04601499 0.02533640 0.01728189 0.01717494 0.00543474 0.00367586 0.00351407 0.00334328 0.00316667 0.00307212 0.00301299 0.00299349 0.00289865 0.00287107 0.00283528 0.00283367 0.00282797 0.00271255 0.00257092 0.00253807 0.00215120 0.00207084 0.00206685 0.00203947 0.00200864 0.00194845 0.00191947 0.00190718 0.00180546 0.00180005 0.00175573 0.00173297 0.00169974 0.00164573 0.00155749 0.00153505 0.00152488 0.00149635 0.00149420 0.00149288 0.00147189 0.00146673 0.00144017 0.00142867 0.00138820 0.00138488 0.00136839 0.00136259 0.00134121 0.00132886 0.00131140 0.00126287 0.00125356 0.00123085 0.00122080 0.00121009 0.00120235 0.00117857 0.00116878 0.00116807 0.00116616 0.00115131 0.00114549 0.00114533 0.00114453 0.00114354 0.00114105 0.00113489 0.00113351 0.00112300 0.00112284 0.00112038 0.00111230 0.00110375 0.00109596 0.00109023 0.00108942 0.00108092 0.00108058 0.00107710 0.00106379 0.00105510 0.00104884 0.00103967 0.00103894 0.00103456 0.00102403 0.00100923 0.00100287 0.00100193 0.00100024
resid	22.96083956584602
coverage	100.0
