	freyja/V350082740_L14_27-27_variants.tsv
summarized	[('Epsilon', 0.9301938739507987), ('Other', 0.0021002999560483637)]
lineages	B.1.429 B.1.429.1 B.1.585 B.1.375
abundances	0.92896130 0.00123257 0.00106972 0.00103058
resid	17.538370279782292
coverage	100.0
