	freyja/V350082740_L14_51-51_variants.tsv
summarized	[('Omicron', 0.950782185246896), ('Lambda', 0.003631291990607983), ('BA.2* [Omicron (BA.2.X)]', 0.0010153126986506096)]
lineages	BA.4.1 C.37 BA.4.1.1 B.1.1.529 BA.4.1.3 BA.2.9.1
abundances	0.94663516 0.00363129 0.00148996 0.00146539 0.00119168 0.00101531
resid	18.025855035423742
coverage	100.0
