,C.4,B.1.1.1,C.14,B.1.177,B.1.177.72,B.1.478,B.1.195,C.13,B.1.177.17,B.1.177.77,C.27,B.1.70,C.26,B.1.76,W.2,B.1.1.98,C.23,B.1.277,B.1.1.133,B.1.177.32,C.37,B.1.201,B.1.199,B.1.1.408,B.1.177.75,B.1.177.43,B.1.177.25,B.1.215,B.1.1.351,B.1.524,B.58,B.1.187,B.1.179,B.1.393,C.32,B.1.1.312,B.1.1.109,B.1.273,B.1.1.255,B.1.1.86,B.1.203,B.1.1.217,B.1.134,B.1.1.388,B.1.177.33,C.2,B.1.131,B.1.23,V.2,B.1.474,C.5,B.1.1.437
0.025,0.3876261534353281,0.2528716225250596,0.1244470791881503,0.06503246241093559,0.00573627509413167,0.004748139894765115,0.0,0.0017290155405481175,0.0019049869155696453,0.0014223014069390573,0.0014188586421694045,0.0,0.0011466040851171103,0.0,0.0,0.0010233611462002732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.3878626988430129,0.2537071817997901,0.1252037613901216,0.06515836306232123,0.005873635334786902,0.004795691093940682,0.0,0.0018512522444130823,0.0019509865992788796,0.001450202257206585,0.0014420965880048786,0.0,0.0011929573749141034,0.0,0.0,0.0010597648951131866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.3893050756433046,0.2568919455614662,0.12653225733636775,0.06587202272171412,0.006305143416221052,0.0049490659556706024,0.0,0.0020177339168644956,0.002094215869014362,0.001572782752361825,0.001645279731134892,0.0010638797050948605,0.0013098021946848595,0.0010992942383947464,0.0010308615082148275,0.001188781796702543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010717559867865272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.39065086093057344,0.25822661622940524,0.12719778800001705,0.06681713395565012,0.006584426656426685,0.0050686917119836606,0.0,0.002139588945418926,0.0022091106677962456,0.0016693832114076153,0.001740849469373679,0.0012187361324854816,0.0013818196822971943,0.0011912835636430966,0.0011832197108496505,0.0012748486556079944,0.0010254682534712456,0.0,0.0011450408596975841,0.0,0.0,0.0,0.0,0.0,0.0011307227942542845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.3923825966668662,0.2598804458429733,0.12801528941422147,0.06762031053888515,0.006906005478291432,0.005184872719054282,0.0022349661293382954,0.002216524798499941,0.00236150813533866,0.0017325954507971901,0.0018713257595719545,0.0013450513837933195,0.001473924317697499,0.0013104579710003432,0.00127306276047342,0.0013487130640024401,0.0011052168003776236,0.0010398860873210452,0.00131783815684644,0.0010106556349146838,0.0,0.0,0.0,0.0,0.001221214785455833,0.0,0.0,0.0,0.0010286732985646337,0.001048021263471897,0.0,0.0,0.0,0.0,0.0,0.0,0.0010324209967868452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.95,0.3937060681129123,0.26302344457113047,0.12936251450559563,0.06878957419038283,0.007367362649333989,0.005297184152201115,0.0025889249084772455,0.0023741426209169672,0.002565974733817788,0.0018586784464785847,0.002044877945136886,0.0016667893322225129,0.0015918668338860242,0.0013874413144148888,0.0014386911869313924,0.0015021227806835274,0.0012681847104769322,0.0011151582225187463,0.0015802021274219234,0.001075534343939946,0.0010627224278929514,0.0018170305951502696,0.0012169890142956165,0.001089434862622815,0.0014438168490178024,0.0012411531077853005,0.0,0.0,0.0011167619444754106,0.0011565101850768826,5.33030560560536e-05,0.0012648155055990178,0.0010103291983938115,0.0012762505035290174,0.0010675075736544754,0.0010965549263353437,0.0011357434875623178,0.0,0.0010563742467057692,0.0010790275309093687,0.0,0.0,0.001009855828540963,0.0,0.0010320748078474318,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.975,0.394239387561053,0.26389114289356824,0.1297686515805976,0.06922140774399643,0.0075168244871233105,0.005349204734196554,0.0027148902145430077,0.0024486351911779045,0.002611465000931142,0.001912901994791394,0.0020908166600145167,0.00175533073554898,0.0016394473537288882,0.001405324068611647,0.0014515868944462338,0.0015481682172835134,0.0013059312148992963,0.0011334007531286505,0.0016638141410157245,0.0010896477302832198,0.0010824710663710766,0.00187784844969832,0.0013739018024154952,0.001144036639248967,0.0014578377196141096,0.0012644437712022829,0.0005284518023123996,0.0,0.00115741407293023,0.001180098939826209,0.001166502416290504,0.0013604684022912026,0.0010416042628474532,0.0013066441374515847,0.0011636631498591074,0.0011389887081534587,0.0011734243466874517,0.0010343838343689217,0.0011078088857064126,0.0011133425357321713,0.0,0.0005305477208333608,0.0010291277898575395,0.0,0.001083632165324338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
