,BA.2* [Omicron (BA.2.X)],Omicron,Other
0.025,0.9313450445945655,0.0064403011016320195,0.0
0.05,0.9325400753874532,0.007035462897349924,0.0
0.25,0.9339662362488883,0.007697839609321031,0.0
0.5,0.9351556953454596,0.00846209309441276,0.0
0.75,0.9362321806749871,0.009095148547881477,0.0002513800442966277
0.95,0.937998366124646,0.0101194208922433,0.0012257769843219257
0.975,0.9388845197461189,0.010712911582690509,0.0012620394046966878
