	freyja/V350082740_L14_59-59_variants.tsv
summarized	[('BA.2* [Omicron (BA.2.X)]', 0.6597351831172339), ('Lambda', 0.10263722100122247), ('Omicron', 0.06049026488569755), ('Other', 0.03829939174466328), ('BA.5* [Omicron (BA.5.X)]', 0.0010153483002204), ('A', 0.0010062100030253424)]
lineages	BA.2.56 BA.2.23 C.37 BA.2 BA.3 BA.2.12 B.1.177 BA.2.68 XZ B.1.177.72 BA.2.9.1 BA.2.52 B.1.177.17 BG.3 BA.2.11 BA.2.31 BA.2.59 BA.2.29 BA.2.9.5 BA.2.13.1 BA.2.71 BA.2.21 B.1.177.43 B.1.187 B.1.478 B.1.177.75 BA.2.46 BA.2.27 W.2 BA.2.8 BA.2.57 BA.2.34 AA.8 BA.2.33 B.1.177.77 B.1.1.109 B.1.1.529 BA.2.43 BA.2.53 BA.2.10.1 miscBA2BA1PostSpike BA.2.2.1 B.1.77 BA.2.24 BA.2.25.1 BA.2.72 BA.2.5 BA.2.55 proposed771 B.1.524 BA.2.50 B.1.1.207 B.1.564.1 BA.2.18 BA.2.7 BA.5.2.5 BA.2.64 A.3 Z.1
abundances	0.33030708 0.14565259 0.10263722 0.08819270 0.05403684 0.04765409 0.01334550 0.00283677 0.00272098 0.00266675 0.00266124 0.00248389 0.00244422 0.00244146 0.00235666 0.00227055 0.00214339 0.00212518 0.00207494 0.00198429 0.00185209 0.00182822 0.00180956 0.00176119 0.00168124 0.00155873 0.00155477 0.00154060 0.00143620 0.00142362 0.00141723 0.00139231 0.00135566 0.00131708 0.00131329 0.00131123 0.00129099 0.00128851 0.00128555 0.00125152 0.00124028 0.00120444 0.00117351 0.00114364 0.00110554 0.00110352 0.00109090 0.00108205 0.00107556 0.00106365 0.00105434 0.00103093 0.00102960 0.00102820 0.00101556 0.00101535 0.00101212 0.00100621 0.00100231
resid	19.902380880398994
coverage	100.0
