	freyja/V350082740_L14_65-65_variants.tsv
summarized	[('Omicron', 0.9542731056503219), ('Other', 0.0022173197010305224)]
lineages	BA.1.1.15 BA.1.1.16 B.1.1.529 BA.1 BA.1.20 BA.1.3 BA.1.16.2 BA.1.1.14 BA.1.17.2 BA.1.5 BA.1.10 BA.1.17.1 BA.1.15.1 BA.1.1.10 BA.1.1.17 BA.1.14.2 BA.1.1.3 proposed441 BA.1.1.11 BA.1.1.4 BA.1.1.18 BA.1.8 BA.1.1.6 BA.1.1.5 proposed446
abundances	0.52158117 0.16785687 0.16371011 0.04105985 0.03390733 0.00289384 0.00198593 0.00193910 0.00167263 0.00164903 0.00157729 0.00144613 0.00130919 0.00127774 0.00126891 0.00122896 0.00117658 0.00117119 0.00116299 0.00116104 0.00114405 0.00113877 0.00107153 0.00105406 0.00104613
resid	17.837107027590204
coverage	100.0
