	freyja/V350082740_L14_04-04_variants.tsv
summarized	[('Other', 0.8970345054066895), ('A', 0.0010903899986013208)]
lineages	N.6 B.1.177.72 B.1.177.17 B.1.187 B.1.177.75 B.1.70 B.1.177.77 B.1.1.109 B.1.478 B.1.203 B.1.23 W.2 B.1.524 B.1.177.33 N.7 B.1.531 B.1.97 A.3 B.1.188
abundances	0.87119215 0.00308630 0.00295173 0.00223192 0.00172186 0.00152405 0.00147757 0.00139865 0.00132175 0.00118171 0.00116811 0.00115872 0.00113351 0.00113311 0.00112380 0.00112063 0.00109226 0.00109039 0.00101667
resid	11.200421167755877
coverage	100.0
