,N.6,B.1.478,B.1.177.72,B.1.177.17,B.1.187,B.1.177.75,B.1.177.77,B.1.70,B.1.177.43,B.1.177.33,W.2,B.1.524,N.5,B.1.177.25,B.1.93,N.7,B.1.77,B.1.203,B.1.97,B.1.1.109,B.1.1.217,AA.8,B.1.273,B.1.254,B.1.243.2,A.3,M.3,B.58,B.1.1.437,B.1.531,B.1.177.23,B.1.131,B.1.639,B.1.23
0.025,0.8856837860302672,0.002733388669410311,0.002768199684706938,0.002194450463011421,0.002025718552093269,0.0011942646025607465,0.0011119267048915798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.8867867929851736,0.0027851928313706153,0.002785008415189368,0.0022061741043184987,0.002068729890673543,0.001204179890501889,0.0011339275030380536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.8884086314160746,0.003000129102249931,0.0030879954834909045,0.002458052692011759,0.002172237907498115,0.0013055683417063733,0.0012047180876512856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.8892677807201026,0.0031086195524039567,0.0032973460918167235,0.002587483125393246,0.00225318848219628,0.0013988991145082626,0.001260369320136295,0.0010470716241090593,0.0,0.0010056253538231977,0.0010429030469549427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.890104993627485,0.003228546470444818,0.0034903403727890633,0.0027428853323194745,0.0023821653627540407,0.001488824609201836,0.0013292102845276848,0.0012331722166670231,0.0,0.001080816626265761,0.0011342499124882026,0.0010752199896536942,0.0,0.0010592915283611003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.95,0.8917519021984119,0.0034588852775982123,0.0037448267045570513,0.00294474891220235,0.0025196018830173253,0.0016225672956367383,0.0014179685064103196,0.0015188559325777355,0.001145278152224091,0.0011744196701730448,0.0012587860218927337,0.001122806922490362,0.0,0.0011444672191818059,0.0,0.0011061893411666041,0.0011316821291275198,0.0010747724159077595,0.0,0.0,5.125097104784225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0010375446393650844,0.0,0.0,0.0,0.0,0.0,0.0
0.975,0.8925410662205815,0.003473826002006882,0.003843993430327446,0.003002734411441945,0.0025365036721427215,0.0016618175218991208,0.0014503465304917013,0.0015985085360523442,0.001202436392002827,0.0012098529555130354,0.0013112544750327115,0.001167136034188788,0.0010146526581779746,0.001158616536702207,0.0,0.0011160276042789785,0.0011500958238225354,0.001108174040791446,0.0010376064800708589,0.0,0.0010495003028472756,0.0005485440899684141,0.0005265283699102479,0.0005252903389466764,0.0,0.001001156948040317,0.0,0.0010986723134926587,0.0,0.0,0.0,0.0,0.0,0.0
