	freyja/V350082740_L14_54-54_variants.tsv
summarized	[('Omicron', 0.9558338345680933), ('Lambda', 0.0057138209872912415)]
lineages	XAE B.1.1.529 C.37
abundances	0.90636382 0.04947001 0.00571382
resid	19.506705088632966
coverage	100.0
