,P.1.15,P.1.12,B.1.177.72,P.1.14,B.1.177.20,B.1.177.17,B.1.478,B.1.177.75,B.1.187,P.1.16,W.2,P.1.13,B.1.1.361,B.1.177.33,P.1.10,B.1.564.1,B.1.203,B.1.177.25,P.1.2,B.1.531,B.1.544,B.1.23,B.1.579,B.1.474,B.1.243.2,P.1.1,B.1.639,AP.1,B.1.423,N.7,B.1.131,B.1.188,B.1.524,B.1.1.437,P.1.7.1,V.2,B.1.177.43,B.1.1.217,B.1.444,B.1.603,B.1.1.109,B.1.93,P.1.9,B.1.1.320,B.1.1.147,B.1.273,B.1.128,B.1.205,B.1.1.353,B.1.404,B.1.1.338,N.1,N.5,W.1,P.1.11,B.1.1.186,B.1.421
0.025,0.8512399014705432,0.019436627160828647,0.0032192267415110934,0.002246832435419356,0.0018429159186892504,0.0019370280173555455,0.0019039216404958248,0.0010450629941285564,0.001474073346930921,0.0010184308848684273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.8514028557519168,0.019510553588009412,0.0033010821745292707,0.0023236371632435293,0.0018984264327197326,0.001978223608509723,0.0019383874806709466,0.0010860172657013241,0.001529817513325051,0.0010341718607097948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.85277033938643,0.020019345877512473,0.00366359857880596,0.002586992856345345,0.002190829270754698,0.002167100475446472,0.0020493449518962795,0.0012177182048653118,0.0017784991139015124,0.0011115649539078433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.8535246805625016,0.020359342387693692,0.003884181089577236,0.0027163803768433872,0.0023451572723896356,0.0023039604744257837,0.002131727667301465,0.0013102305484288443,0.001995808397748651,0.0011758246095677288,0.0,0.0,0.0,0.0,0.0010374205876314104,0.0,0.0,0.0,0.0010199774360894998,0.0010669823836359003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.8543121503385415,0.020714619468906206,0.0040719831498325035,0.0029196934823269203,0.0024986599724268616,0.002507543296901273,0.0021912010553163993,0.001384527890022991,0.0021649511557990655,0.0012354986364373655,0.0,0.001195237281266616,0.0010546303736577458,0.0011395601075559275,0.0011953772895250787,0.0,0.001007290658011422,0.0,0.001064272275010887,0.0011158010007856296,0.0,0.0,0.0,0.0,0.0,0.0010066565168323034,0.0,0.001002085533484454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.95,0.8556585342239013,0.021120273906328365,0.00429494025302673,0.00311780869999071,0.0028448180746248096,0.0026682513320345816,0.0023435561059539393,0.0015002970983178706,0.0023424328395729,0.0013012580526163872,0.0011816039864284756,0.0015422864585128773,0.0011815976042145343,0.0012696825035112874,0.0013698857429701025,0.0,0.0010949743002737142,0.001057646037518984,0.0011081737728893424,0.0011827192930908327,0.0010021872525071316,0.0010208395899104455,0.0010116443100210135,0.0010230889416797805,0.0,0.0011730134820599814,0.0010272771129967396,0.0010821426915342215,0.0,0.0,0.001020966647873149,0.00105277364083691,0.001036623558274715,5.0652983041875694e-05,0.001002745644363338,0.0,5.4962263618634395e-05,0.0011625933608201873,0.0010201078872026114,0.0,0.0011293149673250837,5.029139389252142e-05,0.0,0.0,0.0,0.0,0.0010439426964668282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.975,0.8562562272992728,0.021292049315798107,0.004433795758305377,0.0031747343010769063,0.002897739200231003,0.002727627830331661,0.002389827055113219,0.001518427192860024,0.002377222781841845,0.0013470816756912,0.0012375849771708355,0.0017021106705523868,0.0012486768368875768,0.001384450802932118,0.0014220568221147898,0.0,0.0011375250316770162,0.0010808259628753536,0.001125444427199881,0.0012277382497558249,0.0010354117049865184,0.001073568610165404,0.0010367295276368876,0.0010990924518075277,0.0,0.0012083778688226363,0.0010758808163113453,0.0011076089059972845,0.0005259216158276128,0.0005287980568118884,0.0010709809632117988,0.0010777074412501508,0.001052127980372635,0.0010284710639686262,0.0010577851484635018,0.0,0.0011648773784088842,0.0011883900072862522,0.0010275809997376548,0.0,0.0012000955483745838,0.0010274966771532943,0.0010289019188061473,0.0,0.0,0.0,0.0010699257966677066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
