,BA.2* [Omicron (BA.2.X)],Other,Omicron
0.025,0.7232611652085441,0.21138854524373243,0.0026226841693063685
0.05,0.7234541285954065,0.21208538994808515,0.00268972980982611
0.25,0.7258311874131933,0.21419276293090855,0.003670972647432797
0.5,0.7273144326689054,0.21599494228749155,0.004070245484923103
0.75,0.7289092297830694,0.21708477818504185,0.00506003633691994
0.95,0.7308819987744374,0.2183981177680049,0.005884604196776777
0.975,0.731350346587323,0.21876134063291386,0.006078975802850263
