,BA.2.56,BA.2,BA.2.23,BA.2.68,BA.2.31,BA.2.61,BA.2.9.1,BA.2.11,BA.2.9.5,BA.2.29,BA.2.52,BA.2.59,BA.2.71,BA.2.55,BA.2.2.1,BA.2.21,BA.2.32,BA.2.40,BA.2.34,BA.2.57,BA.2.53,BA.2.66,BA.2.33,BA.2.8,BA.2.27,BA.2.10.1,BA.2.16,BA.2.44,BA.2.25,BA.2.62,BA.2.3.7,BA.2.63,BA.2.43,BA.2.13.1,BA.2.5,BA.2.50,XAA,BA.2.72,BA.2.15,BA.2.46,BG.1,BA.2.7,BA.2.24,BA.2.45,BA.2.64,BA.2.60,C.37,BA.2.28,BA.2.54
0.025,0.3927478805525974,0.2785927931616034,0.2048987679463077,0.009376759315335888,0.003278613007939713,0.0021797633922545226,0.0020867155014307973,0.001806587369876298,0.0017928947417791999,0.0015196577554903868,0.0015534624155403413,0.0016204497519811398,0.0014911452974227465,0.0,0.0010402300338329914,0.0012682915321515146,0.0012540850426758004,0.0,0.001016997684459907,0.0,0.001085005190356162,0.0010399428646220487,0.0,0.0010680211873906288,0.0,0.0010369382450957812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.3936454489061191,0.2789503333861897,0.20547644123002956,0.009405969020623977,0.003309383667793906,0.0022078564166057254,0.00211941792214414,0.001881861027110143,0.0018222340501423146,0.001541416214608574,0.0016510410318175844,0.0016336052466557273,0.0015343837438011323,0.0,0.0010556835270569484,0.001288696528187202,0.0012794513851831788,0.0,0.001057439380311675,0.0,0.0011254063354836621,0.0010420141143195555,0.0,0.001080129748022335,0.0,0.0010525955140556855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.3952456972049289,0.28056743905996384,0.20689213703710485,0.009618494268524212,0.0035468446297308525,0.002289259943241567,0.0022391190670866517,0.0019866823138851007,0.001915743557728699,0.0016074998629648262,0.001848330352675467,0.001708632512475825,0.0016728107509014689,0.001119178079433028,0.0011574757386529006,0.0013833743280414106,0.0013237412497744561,0.0,0.0011990468951859705,0.001264646598793534,0.0012531307403197583,0.0011080591792936864,0.0,0.0011222840500563738,0.0010693464497318432,0.0011409749021340564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011816925569669578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.3966924151853991,0.28176528742326334,0.20778495572180705,0.009740044566007754,0.0037108900048120116,0.002350054853940924,0.0023361186807904204,0.0020475752132831657,0.001990536794165357,0.001669468806299235,0.0019695391970382184,0.0017628695767651584,0.0017770786265985656,0.001244492464164167,0.001229097756377551,0.0014492035136831178,0.0013737454789943158,0.0,0.0012823367253420822,0.0014475973603047297,0.0013493645471201214,0.0011947554056059627,0.0010664440116175157,0.0011581237775300404,0.001153706079965359,0.0012150740175138949,0.0,0.0,0.0,0.0,0.0,0.0010311118285622179,0.0010247913728323966,0.0013247807643385838,0.0010774103738202456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.39829725039212494,0.2827643989337478,0.20876514679724492,0.009923900617548042,0.003937943191089275,0.002428033750010331,0.002423119287719713,0.002133343287908505,0.0020568354039035533,0.0017451835969531002,0.0021133266252685184,0.0018239000183652278,0.001893194116264468,0.0013364895707679702,0.0013379841202197258,0.001500838242328878,0.001437640383861501,0.0011184837859754904,0.0013603750029865837,0.001658864423655394,0.001454987236973825,0.0012618470487776594,0.0011394490363160984,0.0011874061701451753,0.001243901091833401,0.001328930785232582,0.0010436654818303916,0.0,0.001040424219504804,0.0014685584539153194,0.0,0.001142063981787986,0.0010810054615472925,0.001447395260555233,0.0012101694890295992,0.0010024893934199276,0.0010618664473972129,0.0,0.001062737109220949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.95,0.400824306907248,0.28461852725948666,0.2092961435162044,0.010141670312091133,0.0043137659811206056,0.0025627603861715117,0.0025243605665368086,0.002303332158040105,0.0021633614278845996,0.001863181968170273,0.002311355585408787,0.0019065938201015802,0.0021081739761837225,0.0015477132058826614,0.001534474870518446,0.0016041907028229612,0.001493447741094768,0.0013064616873673808,0.001499723500617795,0.0020018102787277047,0.001576040988019939,0.001333930951103846,0.0012492304710559747,0.001244970025634708,0.0013872076962534422,0.001481397507764351,0.0011461124892897386,0.001151288405953326,0.0011079531285049576,0.0019916352306342186,0.0,0.0013039940032263564,0.0011441202382865853,0.0016395799065848364,0.0013307003759723097,0.0011394681929467816,0.0011877040891367157,0.0010778728481730055,0.0011915795245881922,0.0011362366372043042,5.031243174407023e-05,0.0,0.0,0.0,0.0,0.0,0.001043325127862918,0.0,0.0
0.975,0.40198235858762,0.2851240291533003,0.20970122126305754,0.010220437073804529,0.004390218457481361,0.0025989383934483965,0.0025347878715562965,0.002320303539465613,0.0021937891014571546,0.0018840358285419048,0.002381325139235168,0.001929266340865409,0.0021631039700101985,0.0016181567274770469,0.0015753654222834732,0.0016210705344512125,0.0015320917031011192,0.0014154406506933224,0.001557658857242045,0.002096225857254493,0.0016374477187592067,0.0013912004569413257,0.0013113208291011215,0.0012651836042124115,0.001417611599907946,0.0015080209351441083,0.0012353234236740253,0.0012326341410245913,0.0011399676888458204,0.00201923352911539,0.0,0.001345220985957183,0.0011723484950395713,0.0017373073590851982,0.0013914879024646198,0.0011709452476720394,0.0012046504533959287,0.0010865995397162517,0.0012296074149970076,0.0011852057490866514,0.0010209332547705815,0.0,0.001029695630213896,0.001010958091145583,0.0,0.0,0.0010673504537734037,0.0005364410953734945,0.0
