,BA.2* [Omicron (BA.2.X)],Omicron
0.025,0.9408259720657045,0.0026684323784316654
0.05,0.9414893512030635,0.0027596328178083342
0.25,0.9432624138522973,0.004070591841713944
0.5,0.9443356985814014,0.004617361724772548
0.75,0.945798172113373,0.005256334139931177
0.95,0.9480618784270597,0.006284815697463362
0.975,0.9487687261428689,0.006439941541644717
