,BA.2.12.1,BA.2.23,BA.2.68,BA.2.12,XQ,BA.2.67,BA.2.9.1,BG.3,BA.2.66,BA.2.57,BG.1,BA.2.29,BA.2.21,XY,BA.2.60,BA.2.10.1,BA.2.13.1,BA.2.2.1,BG.4,BA.2.31,XU,BA.2.50,XAA,BA.2.59,BA.2.27,B.1.1.529,BA.2.24,BA.2.32,proposed467,BA.2.8,BA.2.62,BA.2.28,BA.2.55,BA.2.33,BA.2.10.3,XL
0.025,0.7163388174062608,0.16143478803869027,0.01778623494605246,0.006653979334203426,0.0023072859750130808,0.0007534100681493937,0.0012830693287047745,0.0018078495506467997,0.0016698231245894847,0.0011981034079571627,0.0017069183187661083,0.0015691572595934215,0.0012507786909378505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.7171299120587089,0.16307677647017615,0.017799649154369362,0.007285480257074438,0.0023417400905031537,0.0017518397141287247,0.0013905579665262067,0.0018353750094961976,0.001705846663676459,0.0014262053096604902,0.0017293653787424535,0.0016003745253406695,0.001268732950112177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.7214236875522169,0.16451338021468723,0.01803704851760914,0.00942785028014629,0.0024639068259061344,0.0020428192181158405,0.001564995339609523,0.00191426491893146,0.0018643494584041,0.0017867267295300303,0.0018701854233651423,0.0017573598184847299,0.00140292136240664,0.0010823616566010951,0.0,0.0,0.0,0.0010905128732160753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.7239061997040215,0.16517766214405788,0.01824437391869161,0.012526325903388836,0.002562250627242132,0.0021950814364506514,0.0017343861927978678,0.0020106049487132937,0.0019508879565877976,0.0021731454759607834,0.001964329389288409,0.0018327421795136813,0.001452461604070908,0.0011703561642182141,0.0,0.0,0.0,0.0012030289367507053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.7263738146948938,0.16600283295308077,0.01858930221064293,0.014764217114424612,0.0026325702653748955,0.0023356700641399106,0.0018902989133955694,0.002123813153426751,0.0020520030787053328,0.0025215406021752667,0.0020419896951925608,0.0019298302151168458,0.0015247655085017017,0.0012960084192446815,0.0,0.001110179245466557,0.0,0.0013183464496757905,0.0,0.0014886570781570178,0.0010458292036369132,0.0,0.0,0.0,0.0010876716132716248,0.0010105012760484222,0.0,0.001156194941301542,0.0002513800442966277,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.95,0.7290705865721048,0.16781452378499506,0.018794184013884815,0.018797405585300506,0.0027181510987221336,0.0024963781944329104,0.002069475925365306,0.0023333525910926864,0.0021359878330085326,0.002874997699181162,0.002134581102066309,0.002085920909732182,0.0016652255205969393,0.0013835180906132131,0.001038345429864895,0.0012766824908215727,0.0011160872594097166,0.0014084788159996887,0.0,0.002816563062263781,0.0013046775034908317,0.001069871754821425,0.0010267991605503216,0.001077981418398813,0.0013029588666418977,0.0016414124555674445,0.001053363480420741,0.0015022432065028629,0.0012257769843219257,0.0010227042249764421,0.0,0.0,0.0,0.0010141000016838655,0.0,0.0
0.975,0.7297106682430976,0.16838624365412902,0.01891775882411725,0.01938696167374549,0.002817665065577229,0.002536011467128056,0.0021077430231661943,0.002439640896785083,0.002179145913420076,0.003325979057600363,0.002165221842107209,0.002145088988884581,0.0016816553288988279,0.0014051535219648528,0.0011229743147543297,0.0012977621517060878,0.0012378700852159828,0.001473781948645299,0.0,0.0031283460384203096,0.0013217083582255352,0.0011408477854291006,0.0010629682483084188,0.0012032324909599622,0.0013939209545862238,0.001872201037007349,0.0010819182446368547,0.0016005323610138813,0.0012620394046966878,0.001037775176401064,0.0,0.0,0.001042309343296202,0.001053413769759911,0.0,0.0
