	freyja/V350082740_L14_78-78_variants.tsv
summarized	[('BA.2* [Omicron (BA.2.X)]', 0.9442747133523259), ('Omicron', 0.0042205200868401845)]
lineages	BA.2.20 BA.2.23 XQ BA.2.9.1 BA.2.29 B.1.1.529 BA.2.2.1
abundances	0.74882503 0.19056912 0.00283934 0.00193717 0.00176085 0.00138118 0.00118254
resid	16.78974181808384
coverage	100.0
