,BA.2.3.9,BA.2.3.15,BA.2.3.12,BA.2.3.16,BA.2.9.1,BA.2.3.14,BA.2.3.7,BA.2.3.8,BA.2.3.18,BA.2.3.17,BA.2.3.13,BA.2.10.1,BA.2.3.11,BA.2.2.1,BA.2.8,P.1.7.1,AP.1,XL,XR,B.1.1.529,BA.2.3.4,XAA,B.1.1.224,BA.2.3.6,XY,BA.2.50,B.1.203,P.1.9,P.1.2,BA.2.59,N.10,BA.2.18,BA.2.42,BA.2.3.5,BA.2.33,BA.2.53,proposed467,BA.2.10.3,BA.2.25.1,BA.2.60,C.37,BA.2.12.2,BA.2.63,BA.2.3.2,BG.1,A.3,BA.2.61,BA.2.41,B.1.423,B.1.531,BA.2.21,AA.5,B.1.188,BA.2.26,B.1.629,B.1.1.251
0.025,0.7909477654360065,0.1168180397137883,0.0029347823148418682,0.0024547338214389123,0.0015258509183780024,0.0,0.0013440109144682954,0.001190434883202056,0.0013164838325642855,0.001158252435409834,0.0,0.0,0.0,0.0010368888519893982,0.0010580827317548955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.7914781640477662,0.11708537480940175,0.003016930454673582,0.002488439456984741,0.001536909078323241,0.0,0.0013496319215162368,0.0012600924206385925,0.001374769538527663,0.0012735091782043388,0.0,0.0,0.0,0.0010623715720161496,0.0010747709504140342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.7931665479962594,0.11778703925571997,0.003493629776487825,0.002654715693885352,0.0018323410806586197,0.0013561519785451927,0.0016489092652268382,0.0014616656885642378,0.0015637851070937233,0.001461954853025935,0.0,0.0010221030581268255,0.001000340127541545,0.001123069441471267,0.0012348714493960683,0.0,0.0,0.0,0.0,0.0,0.0010626773671965624,0.0010858565715500257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.7945785314456266,0.11846471659587761,0.0038380528288110786,0.0028144442811210008,0.002057357231675404,0.0017129598622120143,0.0018388219966529824,0.0015645552641171735,0.001701283085065659,0.0015852467558147548,0.0,0.001301990889377816,0.00114288856387086,0.0012006535210752323,0.0013537081273770344,0.0,0.0,0.0010020486843476358,0.0,0.0,0.0011919307081566422,0.0013473885181037775,0.0,0.0011170166151661803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.7956275183522884,0.11913818025292303,0.0041272208011042,0.0029525786597816408,0.0023496350636899727,0.0019488711004351483,0.0020586067186976528,0.0016953641872416696,0.001857459117763023,0.0017165343439191033,0.0,0.0015199177068753818,0.0012876357174146898,0.001291057271523896,0.001488632742121907,0.0,0.0,0.0010705205977097573,0.0010801268239808452,0.001201370641786203,0.0013551024549996813,0.0015926435881911296,0.00025124926711341645,0.0012326235109389114,0.0011234100761296293,0.0,0.0,0.0,0.001100839431125702,0.0,0.0,0.0,0.0,0.0010653164419026297,0.0,0.0,0.0,0.0010604603682020845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.95,0.7979472160856848,0.1199907648532694,0.004623234269751393,0.0031155396606575587,0.002600359138366428,0.0023430335718404196,0.0023837585831652398,0.0018962174150926275,0.0020963069483187443,0.001915717968362778,0.0011787064784951177,0.0018133452063104185,0.001474947335222837,0.0014021767640598052,0.0016397219411651168,0.0010955757645120215,0.0010046946860905724,0.0012125974483821014,0.0012105466221839125,0.0017269651251088029,0.0015908817467293653,0.001923084627323226,0.0011097021460568666,0.001461398229899772,0.0012901319769160055,0.0012535275128992224,0.0010262809179768678,0.0010970174184007709,0.0012787337781520742,0.001095387596215138,0.0010377737603477365,0.0010896552647141637,0.0,0.001234600949980953,0.0012647797202439777,0.0010311853246063433,0.0013939362545413658,0.0013096946531167392,0.0,0.0010555827365924823,0.0,0.0,0.0,0.0,5.368244666349485e-05,0.0,0.0,0.0,5.2059647132521585e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.975,0.7986225888431044,0.12052429170629284,0.004852580286120816,0.003154150728330166,0.002693807931569745,0.002426633656082098,0.0024759787615263886,0.0019770362003859623,0.0021346701811420857,0.002076449861966459,0.0012396332111380636,0.0018572769131592792,0.0015215589138225306,0.001434260065758184,0.0016862174999938682,0.0011408240343396651,0.0010156637117102697,0.001226750499107656,0.001255091920447567,0.0018330902458438144,0.0016446023441443309,0.0020516717258663246,0.0011314815701140128,0.0015592215986230714,0.0013491338427887678,0.0013738873409135496,0.0010529705798207167,0.0011448204146546255,0.001313270613243582,0.0011550631150860035,0.0010550727415659564,0.0011339879816404195,0.0005314195472708467,0.0012879896996923167,0.0012983988169890704,0.0010705624126111694,0.001486923468005634,0.0013760780929876863,0.0010545657159023755,0.0010735718368254199,0.0005452342478228008,0.0,0.0,0.0010323088488537922,0.0011477801291593683,0.0,0.0005436189492035276,0.000555908513172464,0.0011054455324047184,0.0,0.0,0.0,0.0010184050081114852,0.0,0.0,0.0
