	freyja/V350082740_L14_70-70_variants.tsv
summarized	[('Omicron', 0.8712472298619196), ('Lambda', 0.0758188000002337), ('Other', 0.00105522000502292)]
lineages	BA.1.1.16 BA.1.1.15 B.1.1.529 BA.1 C.37 BA.1.20 C.37.1 BA.1.3 BA.1.1.14 BA.1.15.1 BA.1.1.10 BA.1.1.3 BA.1.1.11 BA.1.16.2 BA.1.5 BA.1.10 BA.1.17.2 BA.1.21.1 BA.1.17.1 BA.1.1.6 BA.1.1.4 BA.1.1.18 BC.1 proposed441 BA.1.8
abundances	0.33733040 0.25634891 0.12613825 0.09683208 0.05643155 0.02821886 0.01938725 0.00265940 0.00251528 0.00198663 0.00179104 0.00167207 0.00165158 0.00164098 0.00157880 0.00157525 0.00148457 0.00122525 0.00120079 0.00111159 0.00109998 0.00108291 0.00106978 0.00105522 0.00103282
resid	15.608615311735495
coverage	100.0
