	freyja/V350082740_L14_37-37_variants.tsv
summarized	[('Other', 0.897527714088467)]
lineages	B.1.1.348 B.1.177 B.1.177.72 B.1.177.17 B.1.187 B.1.177.75 B.1.1.217 B.1.177.77 AA.8 B.1.478 D.2 B.1.1.437 W.2 B.1.177.33 B.1.177.32 B.1.97 B.1.531 B.1.543 B.1.273
abundances	0.80328460 0.07056971 0.00282402 0.00226913 0.00219955 0.00138701 0.00131849 0.00129755 0.00128970 0.00127871 0.00125966 0.00113993 0.00110065 0.00108503 0.00107837 0.00106781 0.00105143 0.00101739 0.00100897
resid	13.759827841740437
coverage	100.0
