	freyja/V350082740_L14_22-22_variants.tsv
summarized	[('Other', 0.8637022650347342), ('A', 0.001088480302141808)]
lineages	C.26 B.1.1.1 B.1.177 B.1.177.72 B.1.274 B.1.195 B.1.8 B.1.177.17 B.1.187 B.1.478 B.1.254 B.1.76 AA.8 B.1.70 B.1.201 B.1.1.109 B.1.199 B.1.97 B.1.177.75 B.1.67 B.1.639 B.1.1.98 B.3 B.1.177.77 B.1.393 A.3 B.1.483 B.1.177.32 B.58 B.1.128
abundances	0.51738034 0.21051625 0.09619260 0.00349477 0.00268472 0.00245655 0.00237882 0.00225689 0.00198011 0.00154560 0.00137784 0.00137528 0.00135479 0.00134691 0.00132985 0.00127205 0.00126037 0.00122369 0.00120319 0.00117760 0.00115662 0.00113883 0.00112567 0.00112321 0.00110299 0.00108848 0.00108405 0.00107208 0.00104604 0.00104456
resid	11.444463937168694
coverage	100.0
