	freyja/V350082740_L14_88-88_variants.tsv
summarized	[('Omicron', 0.4744369135506114), ('BA.2* [Omicron (BA.2.X)]', 0.15294969147261447), ('BA.5* [Omicron (BA.5.X)]', 0.11869562434912402), ('Other', 0.07737547257486094), ('Gamma', 0.03312037878212141), ('Lambda', 0.020070816999431085), ('Theta', 0.0010234239960394392), ('BA.2.75* [Omicron (BA.2.75.X)]', 0.0010145399997722887)]
lineages	BG.1 BA.5 BA.2.23 B.1.1.529 C.37 P.1.12 P.1.7 BA.4.1 B.1.177.72 XQ BA.2.9.1 BA.4.1.3 BG.3 BA.2.68 BA.2.58 BA.2.29 BA.2.67 AA.8 BA.2.21 BA.2.9.5 B.1.177.43 B.1.177.17 B.1.187 N.7 BA.4.1.5 B.1.1.109 BA.4.1.1 BA.2.2.1 BA.2.8 BA.2.42 BA.5.1_no27438 B.1.177.77 proposed771 BG.4 B.1.1.361 B.1.478 W.2 B.1.177.10 B.1.70 BA.4.3 XL B.1.77 B.1.177.32 B.1.23 C.2 P.1.7.1 B.1.188 B.1.1.207 B.1.524 XY B.1.97 BA.2.10.1 B.1.177.87 BA.5.6.1 BA.5.2.5 B.1.177.75 B.1.1.338 BA.2.50 U.3 V.2 B.1.1.224 B.1.1.437 B.1.415.1 BA.2.66 B.1.137 AH.1 B.1.1.519 B.1.1.217 N.2 BA.2.41 B.1.629 BA.2.57 B.1.600 B.1.177.25 B.1.603 P.1.16 BA.2.72 B.1.1.251 BA.2.74 B.1.444 BA.2.37 BA.2.28 AM.3 BA.2.77 B.1.384 B.1.404 B.1.640.2 C.2.1 BA.2.26 N.10 B.1.106 BA.2.62 B.1.1.176 B.1.549 B.1.531 BA.5.1.7 P.3 BA.2.75
abundances	0.36964676 0.11497356 0.11291424 0.07253417 0.02007082 0.01558027 0.01491598 0.01092993 0.00539788 0.00404798 0.00393532 0.00389455 0.00341425 0.00309572 0.00307374 0.00272219 0.00271650 0.00260304 0.00259410 0.00255247 0.00251792 0.00221409 0.00206247 0.00196208 0.00196119 0.00194952 0.00193424 0.00177101 0.00175147 0.00171231 0.00170261 0.00163379 0.00163145 0.00162234 0.00161925 0.00155157 0.00154698 0.00154261 0.00153872 0.00152125 0.00150479 0.00149366 0.00148774 0.00147733 0.00147425 0.00147132 0.00146810 0.00145460 0.00144034 0.00142547 0.00142433 0.00142156 0.00138979 0.00134642 0.00134473 0.00133841 0.00131531 0.00131432 0.00129032 0.00128780 0.00126977 0.00126097 0.00124934 0.00124763 0.00123331 0.00121903 0.00120861 0.00120350 0.00120012 0.00119323 0.00118777 0.00118455 0.00117691 0.00117240 0.00116290 0.00115282 0.00114995 0.00114947 0.00113168 0.00113162 0.00112132 0.00111952 0.00110715 0.00110558 0.00109934 0.00109796 0.00108199 0.00107677 0.00106810 0.00106795 0.00105832 0.00105319 0.00105085 0.00105005 0.00104341 0.00103092 0.00102342 0.00101454
resid	21.944534800054363
coverage	100.0
