,N.4,B.1.177,B.1.177.72,B.1.274,B.1.195,B.1.478,B.1.8,B.1.177.2,B.1.187,B.1.177.17,B.1.201,B.1.76,B.1.97,B.1.393,B.1.177.77,AA.8,B.1.199,B.1.215,B.1.177.75,B.1.139,B.1.177.33,W.2,B.1.1.86,B.1.1.109,B.1.205,B.1.277,B.1.1.217,B.1.1.361,B.1.177.32,B.1.69,V.2,B.1.177.43,B.1.483,B.1.137,B.1.254,B.1.179,N.7,B.1.70,D.2,B.1.181,B.1.1.420,B.1.128,B.1.1.123,B.1.629,B.1.1.437,B.1.639,B.1.375,B.1.13,B.1.564.1,Z.1,B.1.474,B.1.273,B.1.585,B.1.77,AP.1,B.1.524,B.1.338,B.1.203,B.1.600,B.1.1.312,B.1.153,B.1.177.25,B.1.67,B.1.579,C.2.1,B.1.106,B.1.531,B.1.423,B.1.603,B.1.1.251,B.1.557,B.4.8,B.1.134,B.1.234,B.1.1.388,B.1.177.89,A.3,B.1.1.147,B.1.421,B.1.177.23,B.1.1.353,B.58,B.1.404,B.1.1.338,B.1.1.120
0.025,0.7456609493170189,0.061865123514023915,0.004543528733805322,0.0024065637369224306,0.002705564540993107,0.0022798872358415828,0.0019371785385019,0.0018629639077035074,0.0014639187268927043,0.0019660916127147497,0.0014357951925300077,0.001235525796084058,0.0,0.0,0.0011930339360679827,0.0,0.0,0.0,0.0012102887591746436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010056491268299898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.7460456701642135,0.06204253301328473,0.004717663646969584,0.00254453127198699,0.0027315260419136437,0.0023245653553294453,0.0019741347548865957,0.0019641734257765516,0.0015669498455443693,0.002083583909627538,0.0014852986695239915,0.0012672110660096826,0.0010218264581138528,0.0,0.0012038923660546972,0.0,0.001040181522326223,0.0,0.0012352988090210426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010211118855131577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.74812471398388,0.06318439806061164,0.005039148495952463,0.0027718975536900887,0.0029256218354862034,0.002451151621720599,0.0021609903556062296,0.0021341086554100643,0.0018062703377000012,0.002233341443585684,0.0016335757600323248,0.0013695078610432212,0.001191377086499745,0.0010090267531475035,0.0012749931083459326,0.0,0.0011354441868714547,0.0010832972687289284,0.0013180678804518974,0.0,0.0,0.0010561386347048536,0.0010865937538747455,0.0,0.0,0.0,0.0,0.0007534296736586737,0.0010744276257392336,0.0,0.0,0.0,0.0,0.0010468313109370125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.7498513104744121,0.0640416840306057,0.0053110103401256235,0.0028719973700542375,0.0030918228495240164,0.002523610095618567,0.0022943955249972938,0.0022384383686619423,0.002024215782091285,0.002347104530934797,0.001734856576703758,0.0014603336855172023,0.001332450071358549,0.0011267243738566184,0.0013303034155726168,0.0010706218218435376,0.0012399688207136068,0.0011532415397299024,0.0013817359757117976,0.0,0.0,0.0011535120553302159,0.0011844339207080952,0.001070216562968399,0.0,0.0,0.0,0.0010974943489528732,0.0011164993588669485,0.001107548556063034,0.0,0.0,0.0010228986270376665,0.0011444298969230183,0.0,0.0,0.0010092865322635066,0.0010815480294253132,0.0,0.0,0.0,0.0,0.0,0.0,0.0010650793146651477,0.0,0.0,0.0010364348916045447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.7511500880226275,0.06500387448582463,0.0055511414592298025,0.0030296550752343453,0.003226266266009215,0.0026295700800284443,0.00241026557316838,0.0023348059546935375,0.0021716650202894777,0.0024931329064070743,0.0018512605615967452,0.001520425825224096,0.0014908528807231862,0.0012575434528511065,0.0013828069718939302,0.0012094880937769908,0.0013138696687042262,0.0012440999733723326,0.0014760566099577376,0.0,0.0010993548501131798,0.0012740542495945813,0.001350656389036677,0.001197479565328968,0.0010115345060827815,0.0010155119078198687,0.001110625972536644,0.0011578918582320383,0.0011700907358381826,0.0011850525319913772,0.0,0.0011390417155507384,0.0010833489698590867,0.001218696401080506,0.00105953102875725,0.0,0.0010970303231663053,0.0012836318529693348,0.001057015859287251,0.0,0.0010016263025651008,0.0010393908495277733,0.0,0.0,0.001116757741970226,0.0,0.0,0.0011160296652749303,0.0,0.0,0.0010387220047314901,0.0,0.0010273058171430462,0.0,0.0,0.0010338764700626225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010137330583795845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.95,0.7529230158437882,0.06618764631746663,0.005892458882274784,0.0032278317241401463,0.003515745409356653,0.00274935194807567,0.0025885213044936923,0.0024620834526517905,0.0023563941883581016,0.0027444295295593426,0.00196742312289582,0.0016182322665451443,0.0016892513181986219,0.0015476238389510553,0.0014968507363046564,0.0013216568172022853,0.0014560042003013266,0.0013758542125433674,0.0015595589369995428,0.0010875245586943164,0.0012085917160832833,0.001438729410497829,0.001630350495704777,0.0013771068143439598,0.0011039246900160721,0.0011116283679501703,0.0012153565994604944,0.0012731755371513818,0.0012154011834495289,0.001302615141145701,0.001107045679018878,0.0015375674167696467,0.0012019005017061186,0.0013948658630651978,0.0012188379448809137,0.0011144268559719684,0.0011817526210638632,0.001597351825304482,0.0012118675459384973,0.0010681800627823843,0.0010857318876402314,0.001138672115627276,0.0,0.0,0.001252090565323982,0.0010736596181614095,0.0010793345041242007,0.0012597311975074948,0.0011075633596106848,0.0,0.0011680779272380893,0.0010813888775553383,0.0011312300485762947,0.0010380076869765911,0.0010328693578612418,0.0011403296082078288,0.0010481705933336777,0.0,0.001020614998894472,0.0010166472940124184,0.0,0.001021189466657786,0.0012816678169063588,0.001006221053669653,0.0010238168997163098,0.0011035998263908406,0.0010334608189044058,0.0010256004159578142,0.0,0.0,0.0,0.001006181758825455,0.0010117263356977564,0.0010488137883248624,0.001015042396753769,0.0,0.0,0.0010006495323321455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.975,0.7535254194831523,0.06641770738061588,0.006057295509560754,0.00328381969284343,0.0036099566035401576,0.0027759065115984197,0.002626121593505739,0.0024979159721964838,0.00239616581266183,0.002789012847204944,0.001983314332787276,0.0016711315840384378,0.0017151943120078282,0.0015682474792405633,0.0015284245869267457,0.0014092709584388422,0.0015232931332381878,0.0014529423667469102,0.0015846687298226487,0.0011300557704059134,0.0012502796471374638,0.0014708313806824432,0.0017470358060009416,0.0014207455836591967,0.0011305852171006468,0.0011344176437793837,0.0012423594100415538,0.0013149384576612187,0.001228790108058672,0.0013358985074313112,0.0011286583106924358,0.0015745455008011292,0.0012512930537602036,0.0014581670287329115,0.0012889600965045047,0.0011518408673418276,0.0012180093330524432,0.0016448074395319617,0.0012459501179231758,0.0011273687048536268,0.0011203978741796078,0.0011751032782230755,0.0,0.0,0.0012562314130386799,0.0011474780294455226,0.0010977920866272852,0.0012903345477124767,0.001135010710628506,0.0005271529105508927,0.001212290486831461,0.0011120548388759484,0.0011595728620268262,0.0010573205122847687,0.0010538403238995616,0.0011669448990312607,0.0010970122304385568,0.0005259161133524429,0.0010508642686116085,0.0010236226989875578,0.0,0.0010602586567354916,0.0013022969252937684,0.0010325488982832235,0.0010333024657819827,0.0011396068068822388,0.0010490313694866006,0.0010697174035172086,0.0,0.0005458911264082234,0.0005477434512142509,0.0010245614662353557,0.001059485054235674,0.0010687999266465998,0.0010442329672728495,0.0005296604963688941,0.0,0.0010234828038059604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
