	freyja/V350082740_L14_80-80_variants.tsv
summarized	[('BA.2* [Omicron (BA.2.X)]', 0.9329021154036193), ('Omicron', 0.007702975798800374)]
lineages	BA.2.12.1 BA.2.23 BA.2.68 BA.2.12 XQ BA.2.67 BG.3 BA.2.57 BA.2.66 BG.1 BA.2.29 BA.2.9.1 BA.2.21 XY BA.2.2.1 BA.2.27
abundances	0.72440911 0.16477370 0.01828810 0.01191200 0.00253062 0.00220257 0.00204942 0.00203886 0.00193455 0.00189742 0.00185244 0.00175338 0.00147335 0.00122552 0.00122348 0.00104058
resid	18.727534677024366
coverage	100.0
