	freyja/V350082740_L14_95-95_variants.tsv
summarized	[('Omicron', 0.9574072260984159)]
lineages	BA.1.1.15 BA.1.1.16 B.1.1.529 BA.1.20 BA.1 BA.1.1.14 BA.1.15.1 BA.1.3 BA.1.16.2 BA.1.1.11 BA.1.10 BA.1.1.12 BA.1.5
abundances	0.57188125 0.19071749 0.12898069 0.02911844 0.02587758 0.00156907 0.00156025 0.00152398 0.00134915 0.00133555 0.00127656 0.00113629 0.00108092
resid	16.726849965084917
coverage	100.0
