	freyja/V350082740_L14_85-85_variants.tsv
summarized	[('Omicron', 0.962156550818493)]
lineages	BA.4.1 BA.4.1.1 BA.4.1.3 BA.4.1.5 BA.4.3 XL
abundances	0.95531638 0.00178198 0.00146098 0.00140919 0.00115183 0.00103619
resid	18.984383969536964
coverage	100.0
