,N.4,B.1.177,B.1.478,B.1.177.72,B.1.177.17,B.1.177.2,B.1.70,B.1.187,B.1.177.77,B.1.177.43,B.1.1.217,B.1.177.33,B.1.177.75,AA.8
0.025,0.865320061865737,0.023756229036659044,0.0056097490924015515,0.00359660368301414,0.001735243295269578,0.0017121448076143923,0.0011632521521888718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.8658090412089702,0.024291802691848913,0.005629846553238822,0.0036329293847956854,0.0018010901776805731,0.0017442200057061897,0.0012125313304566254,0.0009721796899816538,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.8676827070146377,0.026349327169364254,0.005823128858282423,0.003920257591862948,0.0019954648649172053,0.0018348396475340463,0.0014566386191008922,0.0012557785667730156,0.0010502753541171209,0.0,0.0,0.0,0.0,0.0
0.5,0.8696846295169278,0.028742171313674673,0.005926174895851537,0.0042091620197049085,0.002161219147598735,0.0019140819962497483,0.0016422130124042736,0.0014003552557233566,0.0011082550600322002,0.0,0.0,0.0,0.0,0.0
0.75,0.8719759939784494,0.031084373479224565,0.006065247277258361,0.004407062446010367,0.0022798968422706217,0.001998198292135295,0.0018257687055062582,0.0015836865582338866,0.0011675439212641644,0.0010728529082282886,0.0,0.0,0.0,0.0
0.95,0.8736809095222945,0.032223189524093095,0.006254645339204765,0.004722536516634012,0.00252075439976371,0.0020930628605425883,0.002177281315506055,0.001816478090452768,0.0012553651466970569,0.0013136648312779063,0.001002650838921459,0.0010321936273271974,0.0010049881052873987,0.0
0.975,0.8744308666678439,0.03234477066010374,0.006370188452510284,0.004748144665513534,0.0025864858358472216,0.0021265621995965353,0.002336151607254381,0.001890991572380541,0.0012678145116108899,0.0013507351443273396,0.0010142350905483694,0.0010689477070436996,0.0010221561560461066,0.0
