	freyja/V350082740_L14_74-74_variants.tsv
summarized	[('Lambda', 0.9304357990181705), ('Other', 0.009919864966447286), ('BA.2* [Omicron (BA.2.X)]', 0.0012984469990577924)]
lineages	C.37 BA.2.9.1 B.1.177.39 B.1.97 B.1.603 B.1.524 B.1.128 B.1.1.338 B.1.243.2 B.1.444 AP.1
abundances	0.93043580 0.00129845 0.00124021 0.00115671 0.00112645 0.00112288 0.00109695 0.00108499 0.00105188 0.00102168 0.00101812
resid	15.067691997179656
coverage	100.0
