	freyja/V350082740_L14_84-84_variants.tsv
summarized	[('BA.2* [Omicron (BA.2.X)]', 0.9433773167368935), ('Omicron', 0.004759142469262326)]
lineages	BA.2.3.9 BA.2.3.15 BA.2.23 XQ BA.2.3.12 BA.2.3.14 B.1.1.529 BA.2.9.1 BA.2.3.17 BA.2.2.1 BA.2.8 BA.2.3.18 BA.2.3.8 BA.2.10.1 BA.2.3.4
abundances	0.60857242 0.26503000 0.05526371 0.00286218 0.00248384 0.00198351 0.00189696 0.00165130 0.00155645 0.00139766 0.00114457 0.00114142 0.00111309 0.00103350 0.00100585
resid	19.96569151766062
coverage	100.0
