,Omicron,BA.2* [Omicron (BA.2.X)],Other
0.025,0.9464177307294628,0.0,0.0
0.05,0.9468175625567778,0.0,0.0
0.25,0.9480746178515215,0.0,0.0
0.5,0.9489092657592375,0.0013120503111990573,0.0
0.75,0.9495522346865338,0.0015257858586864522,0.0010045981303038309
0.95,0.9510495066718416,0.001744372713546036,0.0011094021004492464
0.975,0.9515285440380684,0.0018097113107436893,0.001156562914103491
