,BA.2* [Omicron (BA.2.X)],Omicron,Other
0.025,0.9251442805129529,0.01446389474006603,0.0
0.05,0.9257629982472152,0.014657285303841599,0.0
0.25,0.9280550026880445,0.015648022385627812,0.0
0.5,0.9293821686065264,0.016089930032993745,0.0
0.75,0.9304366491358773,0.016755184485991947,0.0
0.95,0.9316083187297607,0.017926612610353658,0.0011511818297625985
0.975,0.9323091677152618,0.018350873633041956,0.0012335576028462492
