	freyja/V350082740_L14_02-02_variants.tsv
summarized	[('Other', 0.9281577753078065)]
lineages	N.6 B.1.478 B.1.177.72 B.1.177.17 B.1.70 B.1.177.75 B.1.187 B.1.177.77
abundances	0.91364873 0.00360432 0.00345519 0.00196442 0.00170814 0.00133882 0.00122498 0.00121318
resid	9.610124559166014
coverage	100.0
