	freyja/V350082740_L14_44-44_variants.tsv
summarized	[('Gamma', 0.8726737536994199), ('Other', 0.047816936610198896)]
lineages	P.1.1 P.1 B.1.177 P.1.12 B.1.478 B.1.177.72 B.1.187 P.1.13 B.1.177.17 P.1.15 B.1.70 B.1.177.75 B.1.177.2 B.1.177.4 P.1.14
abundances	0.65796191 0.19578404 0.01707782 0.01404628 0.01229140 0.00847727 0.00282471 0.00202452 0.00188021 0.00176278 0.00150253 0.00127512 0.00126556 0.00122233 0.00109422
resid	17.938677134355448
coverage	99.9799351235662
