,BA.2* [Omicron (BA.2.X)],Omicron,Other
0.025,0.9271020208861682,0.007555787420285366,0.0
0.05,0.9276449922665123,0.00766851070589095,0.0
0.25,0.9293052778893884,0.009558170027892053,0.0
0.5,0.9303804760459,0.010332752086036354,0.0
0.75,0.9314805515520295,0.01120313718206013,0.0
0.95,0.932961992604289,0.012238439503038812,0.0012392364203507719
0.975,0.9337441350794368,0.012544885555216776,0.001279168377476972
