	freyja/V350082740_L14_16-16_variants.tsv
summarized	[('Other', 0.8691982860258403)]
lineages	C.26 B.1.1.1 B.1.177 B.1.177.72 B.1.478 B.1.274 B.1.8 B.1.201 B.1.177.17 B.1.195 B.1.187 B.1.97 B.1.1.98 B.1.177.2 C.2 B.1.177.77 B.1.177.75 B.1.13 B.1.199 B.1.177.32 D.2 B.58
abundances	0.51906586 0.24392709 0.06682449 0.00660970 0.00645544 0.00271515 0.00268290 0.00218341 0.00216862 0.00191096 0.00170306 0.00144105 0.00138996 0.00138957 0.00115949 0.00114743 0.00114191 0.00109692 0.00108535 0.00105436 0.00103055 0.00101502
resid	11.421199392774186
coverage	100.0
