	freyja/V350082740_L14_64-64_variants.tsv
summarized	[('Omicron', 0.9544177516736436), ('Gamma', 0.0011611331789745851)]
lineages	BA.1.1.16 BA.1.1.15 B.1.1.529 BA.1 BA.1.20 BA.1.1.14 BA.1.3 BA.1.15.1 BA.1.16.2 BA.1.10 BA.1.8 BA.1.17.2 BA.1.5 BA.1.1.5 BA.1.14.2 BA.1.1.10 BA.1.17.1 BA.1.1.18 BA.1.1.11 BC.1 BA.1.1.3 BA.1.1.6 BA.1.1.4 BA.1.21.1 P.1.7.1 BA.1.1.7 BA.1.6 BA.1.16.1 BA.1.14.1
abundances	0.35016664 0.31937417 0.12874694 0.07955672 0.03916404 0.00295539 0.00283682 0.00259143 0.00207645 0.00190063 0.00171053 0.00165207 0.00162272 0.00160536 0.00154240 0.00153875 0.00150411 0.00149691 0.00141399 0.00141035 0.00135349 0.00134084 0.00132266 0.00131012 0.00116113 0.00113927 0.00104938 0.00102512 0.00101045
resid	18.141765573841983
coverage	100.0
