,B.1.1,D.2,B.1.1.132,B.1.177.10,B.1.143,B.1.1.359,B.1.177.72,B.1.478,B.1.1.58,B.1.1.249,B.1.1.166,B.1.1.160,B.1.1.43,B.1.1.187,B.1.1.37,B.1.1.185,B.1.1.12,B.1.1.92,B.1.1.297,B.1.1.172,B.1.8,B.1.195,B.1.1.169,C.13,B.1.1.197,B.1.1.165,B.1.1.111,B.1.1.213,B.1.201,C.14,B.1.177.2,B.1.1.203,B.1.1.95,B.1.177.17,B.1.187,B.1.1.83,B.1.1.380,B.1.1.71,B.1.1.5,B.1.1.178,B.1.1.98,B.1.199,C.27,B.1.1.463,B.1.1.155,B.1.1.51,B.1.1.312,B.1.1.180,C.26,B.1.1.217,B.1.1.344,B.1.1.392,B.1.1.133,B.1.1.70,B.1.1.261,B.1.1.315,B.1.1.26,B.1.1.408,B.1.1.339,B.1.177.77,B.1.1.320,B.1.1.168,B.1.1.361,B.1.70,B.1.1.368,B.1.1.403,B.1.1.115,B.1.1.207,B.1.1.109,B.1.177.75,B.1.1.3,B.1.1.57,B.1.1.123,B.1.1.255,B.1.532,B.1.137,B.1.1.239,B.1.76,B.1.1.379,B.1.181,B.1.1.137,B.1.1.222,B.1.1.438,B.1.1.122,B.1.1.437,B.1.1.192,B.1.1.398,B.1.1.351,B.1.1.177,B.1.1.209,B.1.1.371,B.1.1.39,B.1.1.17,B.1.1.135,B.1.1.416,B.1.1.487,B.1.1.363,B.1.1.388,B.1.1.270,B.1.1.268,C.2,B.1.177.43,AA.8,B.1.1.205,B.1.1.201,B.1.483,B.1.97,B.1.1.349,B.1.1.256,B.1.179,B.1.1.40,B.1.1.44,B.1.1.459
0.025,0.38929802260998225,0.11703463892406225,0.10359144849708707,0.06270592667248394,0.027356366899999773,0.006304018137863603,0.004753226188897252,0.004389340016850802,0.003967720375521747,0.0021700254880494536,0.002967919058634298,0.0023878695171332355,0.0018597469687754184,0.002627433891314488,0.0020615403543584655,0.0018795383220809032,0.001883084738897864,0.0014958205015374792,0.0013559685513564066,0.00148904688757781,0.0018827083958702995,0.0013301752846324837,0.0014753577453241286,0.0016601480573807728,0.0015171986712245937,0.001320716821208963,0.0,0.001369444509023898,0.0014611955445309834,0.0,0.0012590934620826289,0.001390570106450561,0.0014330596626705354,0.0014728329908436206,0.0010620447011074295,0.0012192194698138691,0.0015074139723429585,0.0004822743040854181,0.0011110551318938098,0.001162189087224175,0.0011320423456686113,0.0005014808782965283,0.0,0.0010553279157148171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001002188070836413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.3919379222132752,0.11722372377172251,0.10385445165648019,0.06297523060520936,0.028361947698152607,0.006369453568499114,0.004836449126663132,0.004471377396659783,0.00398606824669703,0.00221070831780973,0.0030361779739312357,0.0024891093495822067,0.0019470520850185429,0.0026657764269865797,0.0021122032226699927,0.0019812273669083166,0.0020263754984247333,0.0014968313634025566,0.0014821149465955358,0.001655245825658019,0.0019279733884549203,0.0013535941610597394,0.0015078197328571845,0.001723292991203947,0.0015683338945977272,0.0013529551913269724,0.001019104543295228,0.001396907127279928,0.001526794500771474,0.0,0.0013081285800412496,0.001406771263231562,0.001505528925273208,0.0014859774458098765,0.0011334194579032334,0.0012462147847954544,0.0015265946259176231,0.0010830093059233446,0.0011616196281381821,0.0012209892039722117,0.0011563169102953232,0.0010828806459272661,0.0,0.001109827056606733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010095060792733816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.396906856733282,0.11823264257355624,0.10521629127576262,0.06398592886618233,0.030526322327832593,0.00664558256564538,0.0052564713725661745,0.004624178087487597,0.004122066870749492,0.0028279796930288544,0.0033230886947139514,0.002672412420371423,0.002157672115331639,0.0029122024951532856,0.00236812761601724,0.002118664949018784,0.0022953751816843977,0.001797812866461548,0.0017572257774598813,0.0018582394726300946,0.002094570520874666,0.0014531783876132907,0.0016374588945576312,0.0018603761935118725,0.0018170159733767682,0.0015527845732562183,0.0011640797233552448,0.001506319637463422,0.0016609773689711387,0.0,0.0014836996562749218,0.0015599741561272973,0.0016260763909629486,0.0016345697367489542,0.0013290120846054382,0.0014049479581060584,0.0016146405091326927,0.0014539569684969022,0.0012830252391191842,0.0013925324833031778,0.0012602583731159628,0.0011853205321159476,0.0011619630959250511,0.001312925683703329,0.0007645008548829004,0.0011093461071779896,0.0,0.0,0.0,0.0010418031646943719,0.0,0.0,0.0,0.0,0.0,0.001120514291359132,0.0,0.0011288147861689365,0.0010270198711947692,0.0010711362292787356,0.0010388541486383786,0.0,0.0,0.0010951831508768644,0.0,0.0,0.0,0.0,0.0010057254757745145,0.0,0.0,0.0,0.0,0.0,0.0010466941858780082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.4002178912886263,0.11901439625333071,0.10657115655514272,0.064752470773551,0.03389825324352934,0.006809871047433616,0.005450798307268634,0.004752714919409866,0.004230553622550285,0.003182951980728122,0.003489461711463434,0.002863032389432267,0.002311802196794643,0.0030460038885934395,0.0025522957439838793,0.0022603823498415013,0.002493387392397611,0.001951133048836488,0.00192992684611099,0.0020466714917680784,0.0022620340050775187,0.0015723937401141018,0.0017410539237012392,0.0020080011006543014,0.002070469182425749,0.0016879540860316347,0.001249444642248177,0.0015981164037402393,0.0017238755120293028,0.0,0.0016086558744910265,0.001650597699138571,0.0017486868795074345,0.001769749261346256,0.0015489465262929292,0.0015010063847124334,0.001697379972040182,0.0017858671912280328,0.001352367742887032,0.0014784401176386333,0.0013270913448110663,0.001284791879846598,0.0013129637901812077,0.0014106683504285632,0.0011532319027323223,0.001224204417234298,0.0,0.0,0.0010210146293568405,0.0010758699170457888,0.0,0.001023729418443896,0.0010248460211497263,0.0,0.0,0.001218517995795059,0.0,0.0012391959609560435,0.001075221421155085,0.0011283875286700164,0.0010761255541111366,0.0,0.0,0.0012632269313936548,0.0,0.0,0.0,0.001065681296759391,0.0010458248089727472,0.0010130374338882108,0.001037596385008064,0.0,0.0,0.0,0.0011552776719604418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.40322005776590664,0.11981402514062817,0.10791232477093722,0.06561545276623104,0.03780437403802554,0.006986021728852693,0.005745641098425371,0.004886005585448865,0.0043729993516461165,0.003702221259288259,0.0036646724472973167,0.002970091833729566,0.0024225030723352852,0.003201795939979002,0.002687659180886876,0.0023768000470445463,0.0026860247696991733,0.002178656160615814,0.0020968657409986147,0.0022104332516321747,0.0023900057646804294,0.001664268667058311,0.0018209487578215364,0.002122691071322591,0.0022998998850257343,0.0018142459748303847,0.0013873920964994043,0.0016845695861895716,0.001858117704839437,0.0012339898086611886,0.0017243003759903454,0.0017550809807008536,0.0018800364760497013,0.0019163173505636671,0.0017327986567105193,0.0015770561355058221,0.0017683318755745581,0.001969770171363993,0.0014493414005671617,0.0015697942384935131,0.0013973898861593908,0.0013865513942472548,0.0014527191031559795,0.001510026918677049,0.0012544674064922435,0.0013299326950190135,0.001098333066686512,0.001078545233375236,0.001084746121591873,0.0011197325392086957,0.0010651776658242554,0.0011109041379303707,0.0011473835913941074,0.0,0.0,0.0013247666020090253,0.0,0.0013241998083620018,0.0011273151755609484,0.0012043780325354002,0.0011100387211561249,0.0,0.0,0.0013675215682849328,0.001235296005851243,0.0,0.0010446539049526402,0.0011758191800888271,0.001088980210501784,0.0010899584200173384,0.0010900329138091255,0.0010226977385807215,0.0010609128246944787,0.0,0.0012383185279246803,0.0,0.0,0.0,0.001053200746080619,0.0,0.0,0.0,0.0,0.0,0.0,0.0010268433406409225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.95,0.40931334858478596,0.12063427931221943,0.1091312515730323,0.06662671649648685,0.043228263671737474,0.0071248803631638845,0.006100257601460565,0.005114051528098985,0.00451407192765785,0.0043772238421491624,0.0038805980656752867,0.003161954473517092,0.0026763088102100467,0.0033973375293952332,0.0029187580240728384,0.0025825894203294775,0.003082181171395762,0.002483826041313292,0.0022645382976313067,0.0024663764336936606,0.0025997449077880897,0.0018386761697764006,0.0020267975897971767,0.0022991477461475804,0.0027745724964970673,0.002029739333902869,0.001537698058824434,0.001786600832576678,0.0019783090566639324,0.0023682628266546465,0.0019406738718671123,0.0018453054153709848,0.0020602751422626837,0.002112949135402936,0.0020780699257317735,0.001813811199770638,0.0018855991908306765,0.0023086441342000897,0.0015629000025047073,0.0017726387023293982,0.001546246059794676,0.001505961557362442,0.0015941029744925737,0.001721932921642517,0.0014862742850116238,0.0015256448670404165,0.0011760816366440637,0.0013947975347303567,0.0012306848916156105,0.0011725723292455403,0.001173025764293911,0.00120923502626755,0.001335637363881174,0.0,0.0,0.0015048217472758887,0.0010030612735524792,0.0014208872207716518,0.0012082164598023854,0.0012806261874621448,0.0011708666930888736,0.0011833901215042724,0.0010327778351963005,0.0015899516965900606,0.0015761015187118709,0.001009655092174442,0.0012244878843273514,0.0013371138565591442,0.0011806184799184741,0.0011895314211315955,0.0011513461681140942,0.0011875854449303659,0.0011515542013256369,0.001040570299543615,0.0013823944771632,0.0010985825424884286,0.0,0.00105957068074644,0.0012155612189980126,0.0010742680076306613,0.001027190270954615,0.001072799645857665,0.0010775616611600248,0.0,0.0010904816383586278,0.0011027270571241717,0.0010269464501699004,0.0010911505619002103,0.0010108112850615706,0.0010443422625193237,0.0010366244700590697,0.0011524260727174924,0.0010068589869847442,0.0,0.0010567111302674113,0.0010299881271565233,0.0,0.0010099187378216177,0.0010090704065211602,5.126604870817208e-05,0.0,0.0,0.001043955997162836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.975,0.40987292550274224,0.12097094563296283,0.109387432294122,0.06683087715114194,0.0439415293709821,0.007175744952943902,0.006255395950690599,0.005150319104082577,0.00461169636965856,0.0044988017209426434,0.004002699687890924,0.0032411979581021804,0.0027532818011448325,0.0034543497066692433,0.0029761864407956778,0.002634997953468191,0.0031443629640637797,0.0026465789041652007,0.002280606496343048,0.0025489577315302805,0.002645454258282182,0.0018976559901385335,0.002080582761432304,0.0023538188991995878,0.002887707943319716,0.002097541993572682,0.0016947156465742044,0.0018206241874258778,0.0019950219526837882,0.002622304266498141,0.0019628015805148516,0.0018900476005422238,0.002095920549158415,0.0021856707526658656,0.0021191117678969872,0.0019001401819694567,0.0019347218489757481,0.0024643051810588302,0.0016292424415329393,0.0018941972424788291,0.0015778610080537246,0.001566256045815861,0.0016347867257086475,0.0017754368639145994,0.0015242427303274132,0.00158495144583703,0.0012697807049734493,0.0014826242511180344,0.0012758080623904511,0.0011879897873081269,0.0012196397921094408,0.0012290336176131633,0.001489605799569794,0.001030604478125045,0.0010605342893684167,0.0015544235284714516,0.0010332362756411341,0.0014390447979948622,0.0012368166753246208,0.0013280203150918702,0.0011846995787425237,0.001192627234419661,0.0010637115519068559,0.0016630412246685575,0.0016963148762885033,0.0010731629247960148,0.0012611528190697423,0.0013718363490671551,0.0011913307254295847,0.0012084817051454396,0.001170604199361142,0.0012381680856826001,0.0011759664702042363,0.0010745523091699033,0.0013931480139027183,0.001125343561842734,0.0,0.0010799452933587617,0.0012825208191307397,0.0011238490440214,0.0011100799280016442,0.0011256450128444696,0.0011224579816356722,0.0,0.0011099859134597362,0.001126442911632159,0.0010797843948360032,0.0011447386243266038,0.0010330021046749593,0.0010578121029158503,0.0010861174590877114,0.0012479298858739025,0.0010124503509913471,0.0,0.0012375376615223778,0.0010417942669945705,0.0,0.0010348564120540623,0.0010231407634275806,0.0010439144894893006,0.0005566851293076475,0.001039062587075918,0.0011072905890779062,0.0,0.0,0.0,0.0010245852511482755,0.0,0.0,0.0,0.0,0.0,0.0
