,BA.2* [Omicron (BA.2.X)],Omicron
0.025,0.9282546351946148,0.008557026150865963
0.05,0.9290815039372272,0.009008477471803346
0.25,0.9304232867714468,0.010424177470645755
0.5,0.9313967886655752,0.011070735187553681
0.75,0.9320821639257844,0.011995625060414425
0.95,0.9340331987633098,0.012802815836732644
0.975,0.9340821084413854,0.013441886541308576
