	freyja/V350082740_L14_77-77_variants.tsv
summarized	[('Other', 0.7437212426094065), ('Gamma', 0.04551381490929979), ('BA.2* [Omicron (BA.2.X)]', 0.031120506764335167), ('Omicron', 0.027475480911755886), ('Delta', 0.001233679998975215)]
lineages	B.1.1 B.1.1.132 D.2 B.1.177 BA.2.23 B.1.1.28 B.1.1.45 BA.3 P.1.12 B.1.1.368 B.1.1.33 B.1.177.83 P.1 P.1.15 XZ B.1.177.20 B.1.1.12 B.1.1.58 B.1.1.359 B.1.177.17 B.1.1.37 B.1.1.297 B.1.1.197 B.1.1.160 B.1.1.117 B.1.177.72 B.1.1.14 B.1.1.463 P.1.10 B.1.1.172 B.1.1.185 B.1.1.166 B.1.1.92 B.1.1.83 B.1.76 B.1.1.130 B.1.1.95 B.1.1.169 B.1.1.187 P.1.14 B.1.1.249 B.1.1.408 B.1.1.380 B.1.1.216 B.1.1.203 B.1.1.180 B.1.1.438 B.1.1.39 XQ B.1.1.213 B.1.187 B.1.97 B.1.1.217 B.1.195 B.1.1.5 B.1.1.301 B.1.1.177 B.1.1.55 B.1.1.487 B.1.173 B.1.1.186 B.1.1.371 B.1.1.344 B.1.1.255 B.1.8 B.1.1.270 W.3 B.1.1.392 B.1.1.135 B.1.1.109 P.1.9 B.1.201 B.1.1.268 B.1.1.4 B.1.1.115 N.7 B.1.1.175 B.1.1.363 B.1.1.461 M.3 B.1.532 B.1.1.98 BA.2.10.1 B.1.1.205 P.1.7.1 B.1.1.51 B.1.1.192 BA.2.9.1 B.1.1.123 B.1.1.398 B.1.1.379 XY B.1.1.361 B.1.1.339 BA.2.2.1 B.1.1.86 B.1.1.3 P.1.13 B.1.1.136 B.1.1.118 B.1.1.137 P.1.16 B.1.1.305 B.1.1.29 B.1.1.320 B.1.1.338 B.1.1.154 B.1.1.251 B.1.1.221 B.1.1.253 B.1.1.204 AM.3 B.1.1.93 B.1.1.524 B.1.1.388 B.1.70 B.1.1.434 B.1.1.120 B.1.1.48 B.1.1.139 B.1.1.312 B.1.1.218 BA.2.3.8 B.1.1.147 B.1.444 B.1.531 P.1.1 B.1.1.111 B.1.199 B.1.1.121 B.1.1.437 B.1.1.517 proposed590 B.1.1.207 B.1.1.209 B.1.1.59 AY.3.3 B.1.1.176 BA.2.61 B.1.1.229 B.1.1.224 B.58 XAA B.1.177.10 V.2 B.1.1.413 B.1.1.500 P.1.11 B.1.177.43 B.1.579 B.1.1.258 B.1.177.32 B.1.1.71 P.1.17 B.1.1.507 B.1.1.208 B.1.474 B.1.177.75 B.1.1.288 B.1.1.315 B.1.127 B.1.137 B.1.188 B.1.1.296 BA.2.28 B.1.134 N.10 B.1.1.67 B.1.1.145 B.1.564.1 B.1.77 B.1.1.519 B.1.177.25 B.1.1.416 B.1.106 B.1.1.40 B.1.550 B.1.375 B.1.600 B.1.1.17 B.1.585 B.1.1.261 B.1.1.428 B.1.1.381 B.1.1.382 BG.1 B.1.1.44 B.1.1.190 B.1.177.59 P.7 B.1.205 B.1.549 B.1.177.69 B.1.1.286 B.1.1.327 B.1.629 B.1.243.2 B.1.1.144 B.1.1.480 B.1.234 B.1.1.464 B.1.1.378
abundances	0.14434310 0.09313446 0.09028603 0.04696507 0.02261285 0.02084086 0.01873866 0.01620156 0.01479417 0.01465970 0.01326864 0.01180730 0.00867135 0.00580552 0.00509620 0.00472287 0.00428435 0.00407604 0.00381018 0.00378830 0.00351348 0.00351001 0.00342195 0.00342034 0.00337757 0.00335659 0.00332396 0.00328992 0.00326740 0.00317698 0.00309854 0.00303791 0.00301779 0.00294811 0.00294252 0.00293414 0.00293390 0.00292941 0.00291366 0.00285507 0.00284351 0.00281613 0.00280388 0.00280109 0.00273904 0.00257732 0.00251554 0.00247038 0.00235526 0.00235186 0.00232215 0.00219876 0.00219724 0.00219216 0.00214466 0.00208805 0.00208776 0.00201517 0.00195814 0.00195569 0.00195269 0.00193396 0.00192114 0.00192101 0.00191571 0.00188518 0.00187797 0.00187333 0.00184927 0.00181324 0.00178685 0.00177983 0.00175523 0.00175346 0.00174974 0.00173246 0.00172606 0.00172099 0.00170086 0.00167499 0.00166716 0.00166528 0.00165707 0.00165645 0.00164733 0.00164127 0.00163730 0.00163205 0.00162018 0.00158432 0.00156586 0.00155867 0.00155693 0.00155283 0.00154088 0.00154062 0.00153901 0.00151919 0.00150550 0.00150215 0.00148954 0.00148738 0.00148576 0.00147929 0.00147623 0.00147077 0.00146787 0.00139681 0.00139470 0.00138122 0.00136653 0.00136280 0.00135922 0.00135495 0.00135177 0.00134771 0.00134671 0.00134313 0.00134165 0.00134104 0.00133205 0.00131640 0.00131293 0.00131025 0.00130903 0.00130366 0.00129967 0.00128436 0.00127864 0.00127592 0.00126890 0.00126842 0.00126582 0.00126524 0.00125418 0.00123400 0.00123368 0.00122671 0.00122382 0.00122305 0.00122166 0.00121797 0.00121666 0.00121601 0.00121433 0.00120700 0.00120463 0.00120204 0.00119873 0.00119800 0.00119360 0.00119335 0.00117959 0.00117785 0.00117730 0.00117421 0.00117350 0.00116980 0.00116894 0.00116442 0.00116439 0.00115903 0.00115558 0.00114855 0.00114090 0.00114014 0.00113982 0.00113731 0.00111719 0.00111043 0.00110108 0.00109649 0.00109469 0.00108401 0.00108366 0.00107937 0.00107274 0.00106594 0.00106262 0.00106061 0.00105915 0.00105592 0.00105276 0.00105036 0.00105000 0.00104712 0.00104561 0.00104002 0.00103684 0.00103196 0.00103144 0.00102977 0.00102920 0.00102881 0.00102516 0.00102513 0.00102350 0.00102314 0.00101695 0.00101215 0.00100647 0.00100301
resid	13.7819228082856
coverage	99.9799351235662
