	freyja/V350082740_L14_63-63_variants.tsv
summarized	[('BA.2* [Omicron (BA.2.X)]', 0.9321229144723646), ('Omicron', 0.0011018897550059419)]
lineages	BA.2.56 BA.2 BA.2.23 BA.2.68 BA.2.31 BA.2.9.1 BA.2.11 BA.2.61 BA.2.52 BA.2.59 BA.2.62 BA.2.66 BA.2.71 BA.2.40 BA.2.29 BA.2.21 BA.2.57 BA.2.9.5 BA.2.2.1 BA.2.55 BA.2.34 BA.2.32 BA.2.46 BA.2.33 BA.2.27 BA.2.13.1 B.1.1.529 BA.2.8
abundances	0.46338505 0.25982743 0.15893551 0.01425980 0.00286548 0.00225655 0.00218880 0.00193591 0.00171336 0.00167094 0.00164102 0.00147878 0.00147196 0.00146491 0.00143288 0.00140433 0.00140351 0.00138895 0.00138237 0.00136169 0.00134828 0.00130983 0.00128902 0.00127650 0.00125586 0.00110687 0.00110189 0.00106732
resid	17.349491861844733
coverage	100.0
