	freyja/V350082740_L14_25-25_variants.tsv
summarized	[('Gamma', 0.8805164530704616), ('Other', 0.017158181710830892)]
lineages	P.1.15 P.1.12 B.1.177.72 P.1.14 B.1.177.20 B.1.177.17 B.1.478 B.1.187 B.1.177.75 P.1.16 P.1.10 P.1.2 B.1.531 B.1.1.361 B.1.177.33
abundances	0.85395647 0.02044521 0.00385990 0.00272515 0.00235587 0.00234054 0.00215312 0.00198746 0.00129819 0.00117638 0.00113375 0.00107949 0.00105709 0.00105593 0.00105008
resid	16.432521344674562
coverage	100.0
