	freyja/V350082740_L14_01-01_variants.tsv
summarized	[('Other', 0.9189155413898212)]
lineages	N.4 B.1.177 B.1.478 B.1.177.72 B.1.187 B.1.177.17 B.1.177.2 B.1.177.75 B.1.177.77
abundances	0.85901639 0.03649480 0.01152140 0.00469549 0.00177243 0.00164151 0.00158044 0.00112651 0.00106657
resid	10.243676662320755
coverage	100.0
