,BA.2.57,BA.2.23,BA.2.68,BA.2.31,B.1.1.529,XQ,BA.2.9.1,BA.2.66,BA.2.67,BA.2.29,BA.2.27,BA.2.21,BA.2.32,BA.2.60,BA.2.2.1,XU,BA.2.1,BA.2.8,XAA,XY,BA.2.63,BA.2.53,BA.2.25.1,BA.2.59,BA.2.5,BA.2.24,BA.2.10.1,BG.1,proposed467,BA.2.33,BA.2.65,XR,BA.2.50,BG.3,BA.2.44,BA.2.55,BA.2.51,BA.2.79,BA.2.28,BA.2.62,BA.2.3.7,BA.2.61
0.025,0.7023032242741474,0.1868876928261079,0.013685745856888547,0.003196994855632971,0.004108267002381381,0.0025730000117096257,0.0018704784294671564,0.0014026438713525926,0.0019293597407931443,0.0012881801906218988,0.0,0.0011627639031989003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.7032709920083744,0.18766713697131446,0.013732694670828112,0.003288419412052916,0.004508409648702651,0.002623898242758817,0.0019422620323144085,0.001457026132850204,0.0019747940647654627,0.001316433854959754,0.0,0.0011894584621569852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.704931728450752,0.18900518688237208,0.014097996448392169,0.003534018511927495,0.005475989315765619,0.002750859504992399,0.0021351395586200056,0.0017129123860489242,0.002104479026835372,0.001420934913815678,0.0011238926683621365,0.0013087264323830637,0.0010660532682340346,0.0,0.0010228321709144714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.7065717466947234,0.19017093571444638,0.014247311784572246,0.0038517639987710496,0.006010213186963603,0.0028669213652520887,0.002254741896752576,0.0018268825601973258,0.002198835278275012,0.0015102207114573427,0.0012516271734926633,0.0013596224485416379,0.0011168003601589966,0.0,0.001086046718736845,0.0,0.0,0.0,0.0,0.001055074914666632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.7080054162303676,0.19114632692489406,0.014605626746995516,0.0040193630397071176,0.0063467091632451065,0.002967941362893084,0.00232241036009593,0.001964116582302345,0.0023203281346536753,0.0016119546490972467,0.0014387321803573877,0.0014424181693188417,0.0011685202562975669,0.0002501000456710076,0.0011371996266155884,0.0011876316307771785,0.0010886785199462302,0.0010480538572372857,0.0,0.0011591326131128452,0.0011713893046384834,0.0011535551489022858,0.0,0.0,0.0,0.0,0.0010139507395120803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.95,0.7104732626127395,0.19267070911767353,0.014941692388983711,0.004445488994864274,0.006623238600732717,0.0031738997239811975,0.0024919160615660425,0.0021917909343396815,0.00249222246167466,0.0017581390365072288,0.0016238923332181554,0.0015740845386834589,0.0012829366502270674,0.0010924297958791608,0.0012579289772605073,0.0015503295384537708,0.0012102019824534944,0.001104058086573613,0.0011101957684029635,0.0013372920045892252,0.0013780683126630336,0.0014004640642566576,0.0,0.0010210487646927988,0.0012165112845648094,0.0010074734623414412,0.0011649998803707825,0.0010172163387810902,0.0012392364203507719,0.0011288981656003229,0.0,0.0,0.001001436267141082,0.001008032159244541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.975,0.7110807913256427,0.19327792323891674,0.015027410521201061,0.004547398939023487,0.0067988901328189235,0.003245908568572431,0.0025092538998073206,0.0022309053181322775,0.0025317914558754323,0.0018129118817184447,0.001674978009290423,0.0015805847916781236,0.0013092327791501335,0.001134952536169043,0.0013047314383901221,0.0017670772218642003,0.0012249198516263557,0.001117100876787562,0.0011500472375046444,0.0013744662162915291,0.0014232040629568725,0.0014857555870412269,0.0,0.0010988799096913711,0.0013292384421471233,0.0010502045491916838,0.0012323870715145269,0.0010359876278450888,0.001279168377476972,0.0011887717538291587,0.0005409175547181364,0.0010090461944578552,0.0010179305524233959,0.0010210180571703607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
