	freyja/V350082740_L14_36-36_variants.tsv
summarized	[('Alpha', 0.9478468426085723), ('Other', 0.0011168600096529916)]
lineages	Q.1 B.1.1.7 Q.4 Q.7 Q.2 AP.1
abundances	0.84023903 0.10182088 0.00332699 0.00127294 0.00118700 0.00111686
resid	17.01072572833357
coverage	100.0
