	freyja/V350082740_L14_86-86_variants.tsv
summarized	[('BA.2* [Omicron (BA.2.X)]', 0.9395846556645142), ('Omicron', 0.006929867999938178), ('Lambda', 0.0010212159997938174)]
lineages	BA.2.12.1 BA.2.23 BA.2.68 BA.2.57 BA.2.31 XQ BA.2.27 BA.2.67 BA.2.66 BG.3 BA.2.29 BA.2.5 BA.2.9.1 BG.1 BA.2.24 BA.2.2.1 BA.2.21 BA.2.64 BA.2.28 BA.2.10.1 BA.2.60 BA.2.3.7 BA.2.32 BA.2.8 C.37
abundances	0.76470893 0.11818124 0.01585060 0.01091502 0.00547246 0.00342419 0.00247525 0.00246381 0.00221519 0.00208195 0.00207941 0.00154799 0.00149294 0.00142373 0.00141844 0.00134127 0.00128568 0.00127871 0.00125313 0.00123001 0.00117670 0.00108393 0.00106835 0.00104560 0.00102122
resid	16.886843550143414
coverage	99.9699026853493
