	freyja/V350082740_L14_92-92_variants.tsv
summarized	[('BA.2* [Omicron (BA.2.X)]', 0.9371010362159585), ('Omicron', 0.004485323210589387), ('Gamma', 0.0010053799995661937)]
lineages	BA.2.3.9 BA.2.3.15 BA.2.3.12 BA.2.3.16 BA.2.9.1 BA.2.3.7 BA.2.3.18 BA.2.3.8 BA.2.3.17 BA.2.3.14 BA.2.8 BA.2.3.4 XAA BA.2.10.1 BA.2.2.1 BA.2.3.11 BA.2.3.6 XR XY XL P.1.2
abundances	0.79387128 0.11858700 0.00382575 0.00275722 0.00203445 0.00184819 0.00178025 0.00162649 0.00161582 0.00160177 0.00139378 0.00138456 0.00135071 0.00131301 0.00119235 0.00115685 0.00111227 0.00109105 0.00102595 0.00101761 0.00100538
resid	20.21894434922725
coverage	99.9966558539277
