	freyja/V350082740_L14_62-62_variants.tsv
summarized	[('BA.2* [Omicron (BA.2.X)]', 0.8875036843764363), ('Omicron', 0.014725612684869303), ('Lambda', 0.012629330999471859), ('Other', 0.0010751100057992725)]
lineages	BA.2.12.1 BA.2.23 BA.2.57 C.37 BG.1 BA.2.68 XQ BG.3 BA.2.67 BA.2.9.1 BA.2.31 BA.2.9.3 BA.2.9.5 BA.2.29 BA.2.2.1 BA.2.27 BA.2.21 BA.2.5 XAA BA.2.10.3 BA.2.1 BA.2.8 BG.4 BA.2.79 BA.2.64 XL BA.2.53
abundances	0.64905681 0.17580835 0.03400842 0.01262933 0.00596898 0.00355388 0.00274330 0.00270241 0.00265161 0.00248826 0.00247831 0.00198974 0.00184735 0.00177928 0.00174185 0.00165436 0.00161663 0.00131622 0.00121897 0.00119761 0.00114055 0.00113175 0.00108263 0.00107511 0.00104129 0.00100932 0.00100142
resid	18.73539837864852
coverage	100.0
