,BA.2,miscBA2BA1PostSpike,BA.2.5,BA.2.23,P.1.7,B.1.1.529,BA.2.38,P.1.12,BA.2.9,BA.2.65,XZ,B.1.70,B.1.177.72,BA.2.9.1,BA.2.11,BA.2.52,BA.2.51,BA.2.59,B.1.177.17,P.1.10,C.37,B.1.187,BA.2.9.5,BA.2.7,BA.2.31,BA.2.40.1,BA.2.57,BA.2.8,P.1.16,BA.2.29,BA.2.13.1,B.1.603,BA.2.34,BA.2.21,BA.2.46,BA.2.43,BA.2.10.1,B.1.177.75,P.1.7.1,N.5,BA.2.71,BA.2.68,XY,BA.2.16,BA.2.24,C.2.1,BA.2.33,BA.2.60,BA.2.22,BA.2.63,BG.1,BA.2.55,BA.2.27,BA.2.2.1,BA.2.53,BA.2.3.7,B.1.1.338,XAE,B.1.1.109,B.1.579,B.1.97,BA.2.72,BA.2.18,BA.5.6.1,AM.3,B.1.23,B.1.177.87,B.1.546,B.1.393,BA.2.48,XL,BA.2.41,B.1.106,B.1.177.33,BA.2.73,BA.2.79,AH.1,N.10,BA.2.64,BA.2.66,BA.2.28,B.1.421,B.1.1.437,BA.2.50,P.1.1,BF.1.1,B.1.177.4,B.1.203,B.1.629,P.1.14,A.3,B.1.177.25,B.1.127,AA.8,BA.2.44,B.1.637.1,B.1.1.420,AP.1,B.1.423,B.1.243.2,B.1.524,B.1.1.224,W.2,BA.5.2.5,B.1.131,BA.2.42,BA.2.61,BA.2.3.8,B.1.273,B.1.543,BA.2.25.1,BA.2.62,B.1.77,XAA,P.1.15,B.1.404,B.1.444,B.1.348,B.1.1.217,BA.2.1,N.7,BG.3,B.1.601,BA.2.2,B.1.221.4,B.1.549,B.1.1.251,BA.2.12.2,P.1.17.1,B.1.177.26,B.1.1.519,BA.2.3.12,B.1.177.43,V.2,BA.2.80,B.1.1.396,B.1.188,B.58,P.1.11,BA.2.26,BA.2.25,BA.2.32,B.1.627,C.2,B.1.1.428,BA.3,B.1.563,B.1.128,B.1.177.39,B.1.550,AV.1,proposed590,BA.2.70
0.025,0.1641643046946579,0.15911968436586055,0.15656918450921448,0.13005297060507345,0.04011096560283003,0.019072350881974388,0.01036163271635126,0.016159516585848608,0.0035480082334842264,0.002874385022187077,0.002780384983445019,0.0015580455398258933,0.0030827629799414407,0.0026364779532044554,0.0027375394477591928,0.0023741232791924375,0.0025871656636557014,0.0025912809534187893,0.002370877998510503,0.0026562044920222182,0.0024167426429968506,0.0023506252834235943,0.0018605053803826398,0.002119199859616533,0.0016646168532556411,0.0,0.0015826404944331877,0.0019066559806787018,0.0018204226775207562,0.0016768341288977019,0.0014962134819562194,0.0013554744113601724,0.0015458122965071794,0.0015620075234952897,0.0012186175834303142,0.001543731353183797,0.0013778054249084341,0.0012493646291107479,0.001053448592042056,0.0013025187789257537,0.0015386247639245444,0.0013336425255057957,0.0011347665254728045,0.0,0.0011181512616737026,0.0010721899810842252,0.0010784687931751327,0.001057677910298689,0.0,0.0,0.0013406158604643043,0.0,0.0010937498591968146,0.00048673788356425887,0.0,0.0010462654526337226,0.0,0.0,0.0,0.0,0.000484461836279694,0.0,0.0010398143700225604,0.0011855211009841572,0.0,0.0,0.00048031504990540537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010112777757067416,0.0,0.0,0.0,0.0,0.0,0.0,0.00111418419548363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.1666954036530995,0.1594910280842569,0.15715603296525985,0.13024249698778392,0.04047258542138209,0.019690651157111095,0.011248943682599006,0.016230197321188296,0.0037912965361047027,0.0029390726719851325,0.0028653062560027925,0.0020587560640263386,0.0031322234960216096,0.0027297210218195,0.0027664929736301172,0.002431875899554666,0.0026161390354856712,0.0026410911758841197,0.0024160445447965057,0.002776119920332887,0.002461112163846121,0.002362792413974981,0.0018980231889811987,0.0021821194787582576,0.0017571927065947264,0.0,0.0016961468336266629,0.0019404015971304308,0.0018477707133431843,0.0017115595441550338,0.0015834011069540872,0.001482804143213102,0.0015894719275536997,0.001582839683376055,0.0013094511257371216,0.0015529433548182965,0.0014040520982543715,0.0012599466245562486,0.0011467596440676224,0.001438066692625535,0.00160718830635913,0.0013613356652899067,0.0012290456740589872,0.0,0.0011472529338083053,0.0011712825403340456,0.0011122870698474874,0.0011207776123546662,0.0,0.0,0.0013564519318590815,0.0,0.0011584787643418315,0.0011013995639773471,0.0010274829184732392,0.0010987273411630068,0.0,0.0,0.0,0.0,0.0010693040931043867,0.0,0.0010730463708604602,0.0012008324947500799,0.0010061869100030428,0.0,0.0010235947813460068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010516444442246523,0.0,0.0,0.0,0.0,0.0,0.0,0.0011302145354347062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.16850506314554883,0.16136583785365916,0.16291175304691896,0.13269602528909982,0.04377801394921578,0.023399843619076925,0.015545849764581402,0.01677625914321063,0.0043148388228793685,0.0032598479614580397,0.0031825028427753927,0.002491912282048089,0.0034265518906709228,0.0028915573269179392,0.0028942282097275643,0.0025766376308197494,0.0027483409925558758,0.0027442419988295778,0.002689794034359385,0.003013062735606429,0.0026835106994852072,0.002498965601052353,0.0020119867984691566,0.0024910155819776016,0.0019890895973883552,0.0,0.0022119935010822198,0.001995537954251799,0.0019895073953955637,0.001826481150035125,0.0018245103423959973,0.0016278947593083995,0.0018071139821671882,0.0017449321907495924,0.0015730257987031635,0.001678819472991254,0.0015700324325298438,0.0013643641482072295,0.0013690514347813928,0.001601091063838002,0.0017836421293254035,0.0014830400576490935,0.0013906966868475886,0.001171575854631819,0.001356541284952965,0.0012869505207373333,0.0013460496821448183,0.0012815299032806165,0.0011297791107782358,0.001124079708116482,0.0014296926170160047,0.0,0.0013111170147972074,0.00126007597708677,0.0010951916420925021,0.0012928827836068205,0.001066661731581976,0.0,0.0012054466551903792,0.0010756142265655833,0.0012155025372993964,0.0010438012958853063,0.0011457971561601252,0.0013801305913855397,0.001076109470138266,0.0,0.0011047378958093804,0.001043945355267698,0.0010497820210423514,0.0,0.0,0.0,0.0010312660847278533,0.0,0.0,0.0,0.0010915135268451197,0.0,0.0,0.0,0.0011364382254319448,0.0,0.0010411675239581548,0.0010220536539143996,0.0,0.0010307136210917591,0.0,0.001231607948978585,0.0,0.0010038992265839367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001094455724911948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.16979307932751753,0.1628233454140265,0.16596368599575897,0.13404333976431165,0.04585280731055877,0.02523906202156489,0.01767653020636459,0.017096722061982608,0.00493537072865106,0.003488903578800436,0.0033258877000233496,0.002827376119245252,0.0037029380571550726,0.0030109298453632476,0.003070919197228663,0.0028425623477704672,0.0029033342704849257,0.002833604577205113,0.0028492112288378167,0.0031792596599666987,0.0028626501429439557,0.002562582942144078,0.0020776470779493754,0.0026810211662361447,0.0022055085901340277,0.0011348520305014707,0.0025681267717927348,0.0020401001897441826,0.0020926223807255675,0.001896085520888518,0.002041950691930975,0.0017104782250250868,0.0019462794737920546,0.0018188725691356826,0.0017262693472031446,0.001785570977508072,0.0016998745888802545,0.0014584607577518543,0.0015139490917319269,0.0017206768033593309,0.0019478548543047493,0.0015331721323694407,0.0014788234201775358,0.001299771810718508,0.0014863337945759173,0.0013770726730405977,0.0014717672698812525,0.001388279216689474,0.0012656865939327184,0.0012271649821209531,0.0015031736644638154,0.0010871781839540107,0.001417178004752035,0.0013217684226072327,0.0011716922341580734,0.001363105547866283,0.001134604996489944,0.0010448980306289731,0.0013837654269443535,0.001128887652815021,0.0012829555121335215,0.001166885458629809,0.0012195337335908138,0.0014958374766857355,0.0011315636756854236,0.0010855767829000965,0.0011507078750857191,0.0011165565154672675,0.0011112584351281219,0.0,0.0011284311289030415,0.0010080560326265198,0.0010986522046971688,0.0,0.0,0.0,0.001155150062592725,0.0,0.001081856439165941,0.0010223043384875465,0.0011976048720368283,0.0,0.001065235953621933,0.0011203173972125745,0.0010679122707095974,0.00111254395851627,0.0,0.0012828323253829218,0.0,0.001048267734273218,0.0010670105002263018,0.0010818266683098542,0.0010897148053605867,0.0,0.0010160890389764052,0.0,0.001045380463462876,0.0011718017182592612,0.0,0.0,0.0010328405627408072,0.0010289701280867935,0.0011673182038335617,0.0,0.0,0.0010414415390036283,0.0005027559285799807,0.0,0.0,0.0,0.0010452483066552669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.1708888366392094,0.16411624636109395,0.16927589385829322,0.13497692282510582,0.048052859611830936,0.026870207183428987,0.020044481744703704,0.017397364087112573,0.005720153102502669,0.0037646254047271734,0.003517013961032798,0.0030593361461934156,0.003910402943801897,0.0031014925438663287,0.0031933156474126803,0.0030049634288019256,0.003024131944884112,0.0029441096364962054,0.00300687973710564,0.003368871719854488,0.0030216344883446317,0.002628294736127266,0.002158644842279476,0.002844970534202203,0.0023640124685690594,0.0015087603104742653,0.0028342737699430824,0.0021064606297428487,0.0021569381061917257,0.001982888608204147,0.002143341876251747,0.001777394475887324,0.0021041684867909374,0.001906264731051749,0.0018575850320500683,0.0019078940103337777,0.0017946877518025455,0.001526806848881814,0.0016395609681844057,0.0019415767044475988,0.002109410693515435,0.0015940484124084993,0.001574059337927192,0.0014859273761236198,0.0016166923713730518,0.001497520124534951,0.001612679660550028,0.0014693420138421412,0.0013941717349583108,0.0013315869150166634,0.0015678388348174847,0.0012630708472109872,0.0015424102661031592,0.0013867507384551373,0.0012497675450330737,0.0015636677078923523,0.0012161452407990158,0.0011875019743304957,0.0014835150156803246,0.0011985737987295051,0.001386690993046621,0.001290041453460778,0.0012959791308787653,0.0016226623067358056,0.0011808400181008152,0.001180413206962372,0.0011867590830717872,0.0012028221709201917,0.0011669706178595524,0.0,0.0012262109783765416,0.0010738456118270102,0.001152576083694317,0.0,0.001042702694766549,0.0010921156858491785,0.0012328818115315099,0.0,0.0012365383923163198,0.0010828025488754775,0.0012616719799197487,0.0,0.0011018868713299065,0.0012359806849888211,0.0011795637045825084,0.0011957642965115863,0.001028314573678766,0.0013299052348490306,0.0,0.0011134731888550703,0.001232192208992159,0.0011821439351994687,0.0012108193721935966,0.0,0.0011339285767025236,0.0,0.0010895726033150347,0.0012627225543783759,0.0,0.0,0.001143971872191188,0.0010613186101332995,0.0013595775900552265,0.0,0.0010558430254811431,0.0011263147432796052,0.0010881551424443874,0.0,0.0,0.0,0.0012155368600334229,0.0010708256319893934,0.0,0.0,0.0,0.0010049765451683075,0.0,0.0,0.0,0.0,0.0011136965103491162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.95,0.17407201011300152,0.16545336230345725,0.17468281380241804,0.13667112118359015,0.050662720120611626,0.030796987642748002,0.023309819309883604,0.017850058589498147,0.006532597509644067,0.004007617652727094,0.0037293866846227213,0.003344709025721956,0.004204853082758164,0.0032489962729167045,0.0033767824679394945,0.003237743785800641,0.0031825417405639813,0.00304841875215474,0.003292520909722371,0.003647981342698746,0.0033447288420815,0.0027398661587697826,0.0023126482437011574,0.0031633765781020574,0.002658277447020781,0.0021209677476237373,0.003398367102712711,0.0021863757495706824,0.0022955755893852466,0.002098032501413165,0.0023484224419386174,0.0018638214228035956,0.002311896522849024,0.002016446502958667,0.0021270367182278523,0.002039404622391031,0.001956042641048932,0.0016461984285476635,0.0017439058924961475,0.0020665736187464863,0.0023414568431644914,0.001670414288005386,0.0017075550908242346,0.0016400296592178642,0.0018077473330136852,0.0016202501930901074,0.0017846008958366261,0.0016125957892234924,0.0015282743092907823,0.0014852939741959587,0.0016474301255511726,0.0015041189151344082,0.001711754487686691,0.0014731088596549634,0.0013577746693108441,0.001681884964877473,0.0013265131697551482,0.001346104856543532,0.001612053101315297,0.001277017885604217,0.0015119792031162845,0.0013964404241606511,0.001444439915348441,0.0016964188052673453,0.0012502478784155618,0.0013121808339857665,0.0012225761011734446,0.001389452709925897,0.001247064039919536,0.00114343348879175,0.0013534764638602542,0.001202165974495862,0.00133864617090537,0.0011302504577308796,0.0011626173996716958,0.0012652479618023994,0.001297412892054809,0.0010749374964790688,0.0013754131408162424,0.0011588366706302934,0.0013657611667337803,0.0010695105154295563,0.0011584450216774545,0.0014331691842865326,0.0013304613054938596,0.0012703685200363213,0.0010994177376544778,0.0014255429796394207,0.0,0.0012180748077216675,0.0013469192133908725,0.0012950271859276802,0.0013777433714071393,0.0011089036525664328,0.0013117167248454054,0.0010065848409536212,0.00118156312645944,0.0013341453419014548,0.0,0.001021907264827776,0.0013283954608767996,0.0011084019127903745,0.0015917605820010576,0.001188968095337729,0.0011943237861293276,0.0012756208106488006,0.0011863133861133393,0.0010692088984556873,0.0010695299642178979,0.001249276584443598,0.0013818416112155883,0.0011896139686267129,0.0,0.0010516047498129336,5.024865130299063e-05,0.0011225975623572358,0.001074995306055221,0.0010821301729201363,0.0012479348993155073,0.0010051248519938722,0.001246364302162256,0.0011775022219248589,0.0,0.0,0.0010209622971157535,0.0,0.001052909777989861,0.0010283940074883016,0.0010280084075705623,0.001004677514888762,0.0010192216931566417,0.0,0.0,0.0010776627554964498,0.0,0.0010617391742201966,5.0284105184705084e-05,0.0,0.0,5.059201533496052e-05,0.0,0.0,0.0,5.040301007451028e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.975,0.17511916426830687,0.16638651682590402,0.1763929338677538,0.1372216918168632,0.051534295138833106,0.031602606431213896,0.0237990896210044,0.017966560469792607,0.006567027184755319,0.004097459436853422,0.003823304109600042,0.0033791542543013,0.004324666170302885,0.003335028762619167,0.0033961306907834598,0.0032736517005983886,0.003214717314357487,0.003074848768299064,0.0034979806967558222,0.0037231916215074317,0.003449608656864227,0.002766882743010363,0.0023436634223657046,0.0034153628255421615,0.0027298879616807327,0.002209660948812229,0.003581361324334506,0.0022011654456207436,0.0023480256852219353,0.0021212611496786203,0.002387141748671351,0.0019174695587770587,0.0023640744628149846,0.002053058380159283,0.0022114023561695183,0.002060513005819971,0.001995943732168771,0.0017025187199367193,0.0017520810890910123,0.0021063156963255078,0.0023916113373352314,0.0017043888904217574,0.0017540855887113588,0.0016950692850528897,0.001887520650256917,0.0016684353513299463,0.0018343318866771469,0.0016525599253695738,0.0015582774027513657,0.0015548965069849977,0.0016884494818422318,0.0016353916934253926,0.001808505284947688,0.0015179706353068173,0.0013808183954049644,0.0017649591026269182,0.0013553339438784047,0.0014163250245804119,0.0016407594983653352,0.0012997648225571432,0.0015500238010734758,0.0014684462125238587,0.0014780803908432257,0.0017224180348323422,0.0012873414842003207,0.0013453605311222739,0.0012561660886653391,0.0014249812704866043,0.0012557130904874416,0.0011621813271749265,0.0014264588126315799,0.001232607236157305,0.001352518596878964,0.0011884590457800267,0.001189898896935658,0.0013339240834953831,0.0013327308085808861,0.0010984275263795757,0.0014333067549280368,0.0011769268854713829,0.0014013916806532116,0.0011290211515623306,0.0011835324108487838,0.001491673992394966,0.0013641483854682235,0.0012850700234018758,0.0011229173813566524,0.0014633531199478905,0.0005279034753304575,0.001247862060716032,0.0013620686038368684,0.0013344100516940124,0.0014307062823896634,0.001323548929492736,0.0013744638959428924,0.0010278639972983127,0.001205392487332966,0.0013689015259521426,0.0005411134393050719,0.0010303769025347123,0.00135340791888926,0.0011247258273702084,0.0016714260430181484,0.0012166690075743987,0.0012282707098984862,0.0012993904279400357,0.0012333222955886677,0.0010797077246990144,0.0010982230942789817,0.0012960325927915287,0.001385242879101997,0.0012391010918654031,0.0005339107980093585,0.0010835395755296716,0.001015891538723074,0.0011362657135819407,0.0011058943018622748,0.0011194850153487298,0.0014188555217303782,0.0010559462171144975,0.0012834049955423525,0.0012363145819892772,0.0,0.0005299489047987966,0.0010940982717434575,0.0,0.001124572667484108,0.0010722653527187706,0.001162916234770181,0.0010351395750132781,0.0010336237574488517,0.0005381192101643989,0.0,0.0011222103259439374,0.0010192174086690357,0.0010756408876845553,0.0010090646880674373,0.0,0.0,0.001027669099506063,0.0,0.0005298765463821077,0.0005382307892033983,0.0010294297722033535,0.0,0.0,0.0,0.0,0.0,0.0,0.0005365358812036635,0.0,0.0
