,C.26,B.1.1.1,B.1.177,B.1.177.72,B.1.478,B.1.8,B.1.274,B.1.201,C.2,B.1.195,B.1.177.17,B.1.1.98,B.1.187,B.1.76,B.58,B.1.177.2,B.1.13,B.1.199,B.1.97,B.1.128,B.1.1.217,B.1.177.77,B.1.179,B.1.177.32,AA.8,B.1.177.75,B.1.1.408,B.1.639,B.1.1.312,B.1.127,B.1.1.86,B.3,D.2,B.1.1.255,B.1.531,B.1.70,B.1.483,B.1.177.43,B.1.254,B.1.23,B.1.524,B.1.273,W.2,B.1.393,B.1.1.109,B.1.564.1,B.1.474,B.1.81,B.1.177.10,B.1.1.133,Z.1,AY.3.3,B.1.277,N.7,B.1.153,B.1.545,B.1.131,B.1.139,B.1.67,B.1.1.388,B.1.629,B.1.1.268,B.1.142,B.1.181,AM.3,B.1.603,B.1.2,B.1.69,B.1.335
0.025,0.5159118430981282,0.2407553122809277,0.06384451155712112,0.005416592952962988,0.006046836152539348,0.0021836086288805822,0.0021828088804244847,0.001727175886772562,0.0,0.0015816779660984522,0.001704230572469756,0.0004959484280197506,0.001056956955388731,0.0,0.0,0.0011133975049411376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.51615422320863,0.24201558281484387,0.06434154403420538,0.005682050441903235,0.00614579413778502,0.002241996515737874,0.0022859030901015973,0.0017712938748630628,0.0,0.0016020304089209897,0.001866862553253532,0.0010595135522935735,0.0012033509774992631,0.0,0.0,0.001164915409730352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.5183310575859403,0.24474093282682052,0.06545452733918068,0.006243299748244293,0.006362602766553494,0.002473366584129776,0.002546776237325713,0.0020041969065489307,0.0,0.001799138870897605,0.002017881109977431,0.0011825657454355952,0.001450820282286847,0.0,0.0,0.0013138483092280172,0.0,0.0007531808793585293,0.001059029745626802,0.0,0.0,0.001082561062108661,0.0,0.0010122778691174603,0.0,0.0010529756922968002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.5191911521059827,0.24818516706459326,0.06617070215148987,0.006593876922505307,0.006524149846962037,0.002641382503125586,0.0027260059324624173,0.0021680740801434443,0.0010949462361963544,0.0018795153631885053,0.002154318638225331,0.0013347734108483794,0.0016200647556305727,0.0,0.0,0.0014349806007324412,0.0011337913240682474,0.0010984676421592655,0.0013750095317043355,0.0,0.0,0.0011388366391859167,0.0,0.001060819311095057,0.0,0.0011156929704321398,0.0,0.0,0.0,0.0,0.0,0.0,0.0010315026133240722,0.0,0.0,0.0,0.0,0.0010338263989880664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.5204276358204909,0.250637729732517,0.06694962225012632,0.00683769870676401,0.0067388038455012175,0.0028210776179785173,0.002904656976138148,0.0023400514862735736,0.0014062115250724158,0.001981450882854583,0.0022931872461667367,0.0014111586768100718,0.0018720268592129219,0.0010828571459258786,0.001024127255258114,0.0016205988563340124,0.0012458790753314343,0.0011918981435438262,0.001552316383966797,0.0010268831466468688,0.0,0.0011893041105085203,0.0,0.0011063914075083914,0.0,0.0012107161545327544,0.0,0.0010253610928674145,0.0,0.0,0.0,0.0,0.0011966252373065364,0.0,0.0,0.0,0.0010341524711063306,0.0012758432295094163,0.0,0.0,0.0,0.0,0.000250382855808217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.95,0.5218728321613986,0.25394275060105415,0.06823299169222087,0.007348708130585672,0.007048740892310742,0.0030444377221912123,0.0031858135055321635,0.002507575605174703,0.0019752150237867363,0.0021731794148163635,0.002547614146544174,0.0016075054038639115,0.0022362856394872103,0.0011814006470652917,0.001164486223743837,0.0018122950206947554,0.0013958082407915851,0.001356846367900167,0.001795179971982016,0.0011646370356825017,0.0010076087880304728,0.0012936544611115517,0.0010534727598300983,0.001189504110927656,0.0,0.0013497400875379514,0.0011192749319909106,0.0013461532005147189,0.001060091354773312,5.117333021049757e-05,0.0,0.001100095510351352,0.0013656100035134289,0.0010304543308107073,0.0010156644445780984,0.0,0.001123188922659689,0.0015231262011508883,0.0,0.0010255528179386442,0.0010347939443508213,0.0,0.0011164664351717081,0.0010671671827712048,0.0010523802419292571,0.0010543527422586577,0.001048893369843842,0.0011536058914542115,0.0010030932132768997,0.0010466312071914716,0.0010271041042382296,0.0,0.0010019500911014395,0.0010105373105649758,0.0,0.0,0.001030896221576864,0.0010088840980129609,0.0010547383577570479,0.0010052953632417908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.975,0.5223991354645068,0.25629577858899566,0.0685667919099144,0.007606065727512759,0.00709717463200067,0.0030966441754658788,0.00322554212073541,0.002559391388111581,0.0020557076466150136,0.0022441888249382386,0.002561802061646991,0.0016365589405759062,0.0023032375899978367,0.001216051277704315,0.0011926719069831747,0.0018355958768540327,0.0014961525711005275,0.0013677212306124537,0.0018236159236857555,0.0011671647686160062,0.001044738576971948,0.001340278307636707,0.0010696260453154096,0.0012174131669363912,0.0005910830890966535,0.001379624497808155,0.001173138473441446,0.001411742809269328,0.001079414945311332,0.0010659330055305765,0.0,0.0012075222457449185,0.0013998541511497553,0.0011100488321896546,0.0010297235486209438,0.0,0.0011489649843425256,0.0016723675848826476,0.0,0.0010533357655792103,0.0010612109804957524,0.0,0.0011708153087857558,0.001101556193810256,0.0010844589033454932,0.001110339954539432,0.0010965230508920639,0.0012348701761856359,0.00103065615615697,0.0011087961715378172,0.0010750011209121845,0.0005376941244479773,0.0010297220780087217,0.0010270947043949706,0.001051445567891783,0.0,0.0010910879536043094,0.0010469472157702564,0.0012546498043057084,0.0010410564141560242,0.000528290495718402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
