	freyja/V350082740_L14_89-89_variants.tsv
summarized	[('BA.2* [Omicron (BA.2.X)]', 0.9303112503977181), ('Omicron', 0.010619527966447337)]
lineages	BA.2.57 BA.2.23 BA.2.68 B.1.1.529 BA.2.31 XQ BA.2.67 BA.2.9.1 BA.2.32 BA.2.29 BA.2.66 BA.2.21 BA.2.5 BA.2.27 BA.2.53 BA.2.2.1
abundances	0.72427302 0.16921338 0.01750470 0.00823614 0.00421287 0.00238339 0.00223837 0.00182251 0.00176634 0.00169510 0.00139849 0.00136792 0.00124933 0.00123424 0.00117541 0.00115957
resid	17.73048963788267
coverage	100.0
